Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
123865-87127,RB,Chris,Chris Rodriguez Jr.,Rodriguez Jr.,6.344444274902344,9,6000,WAS@MIN,WAS,MIN,,,,,,RB/FLEX
123865-104576,QB,Sam,Sam Howell,Howell,0.07999999821186066,2,6000,PHI@LAC,PHI,LAC,,,,,,QB
123865-103591,QB,Graham,Graham Mertz,Mertz,,0,6000,HOU@KC,HOU,KC,,,,,,QB
123865-160938,QB,Quinn,Quinn Ewers,Ewers,2.119999885559082,1,6000,MIA@NYJ,MIA,NYJ,,,,,,QB
123865-86200,QB,Sean,Sean Clifford,Clifford,,0,6000,CIN@BUF,CIN,BUF,,,,,,QB
123865-93382,QB,Aidan,Aidan O'Connell,O'Connell,11.164444817437065,9,6000,DEN@LV,LV,DEN,,,,,,QB
123865-69833,QB,Shane,Shane Buechele,Buechele,,0,6000,CIN@BUF,BUF,CIN,,,,,,QB
123865-86243,QB,Will,Will Levis,Levis,10.995000203450521,12,6000,TEN@CLE,TEN,CLE,IR,Shoulder,,,,QB
123865-151789,WR,Adonai,Adonai Mitchell,Mitchell,4.327272588556463,11,6000,MIA@NYJ,NYJ,MIA,,,,,,WR/FLEX
123865-86278,QB,Desmond,Desmond Ridder,Ridder,4.784000015258789,5,6000,WAS@MIN,MIN,WAS,,,,,,QB
123865-129315,QB,Anthony,Anthony Richardson Sr.,Richardson Sr.,0.8299999833106995,2,6000,IND@JAC,IND,JAC,IR,Orbital,,,,QB
123865-90406,QB,Zach,Zach Wilson,Wilson,0.7900000214576721,2,6000,MIA@NYJ,MIA,NYJ,,,,,,QB
123865-120105,QB,Will,Will Howard,Howard,,0,6000,PIT@BAL,PIT,BAL,,,,,,QB
123865-86312,WR,Alec,Alec Pierce,Pierce,10.04000015258789,10,6000,IND@JAC,IND,JAC,,,,,,WR/FLEX
123865-54604,QB,Jimmy,Jimmy Garoppolo,Garoppolo,-0.30000001192092896,1,6000,LAR@ARI,LAR,ARI,,,,,,QB
123865-61798,QB,Gardner,Gardner Minshew II,Minshew II,-0.30000001192092896,2,6000,HOU@KC,KC,HOU,,,,,,QB
123865-92560,QB,Sam,Sam Ehlinger,Ehlinger,0,1,6000,DEN@LV,DEN,LV,,,,,,QB
123865-103824,QB,Easton,Easton Stick,Stick,,0,6000,SEA@ATL,ATL,SEA,,,,,,QB
123865-70051,QB,Tyler,Tyler Huntley,Huntley,11.680000305175781,2,6000,PIT@BAL,BAL,PIT,,,,,,QB
123865-60840,QB,Jake,Jake Browning,Browning,11.34800033569336,5,6000,CIN@BUF,CIN,BUF,,,,,,QB
123865-110000,QB,Connor,Connor Bazelak,Bazelak,,0,6000,NO@TB,TB,NO,,,,,,QB
123865-185776,QB,Tyson,Tyson Bagent,Bagent,1.2899999618530273,2,6000,CHI@GB,CHI,GB,,,,,,QB
123865-91583,QB,Stetson,Stetson Bennett IV,Bennett IV,0,1,6000,LAR@ARI,LAR,ARI,,,,,,QB
123865-31170,QB,Brandon,Brandon Allen,Allen,2.7866665522257485,3,6000,TEN@CLE,TEN,CLE,,,,,,QB
123865-91591,QB,Justin,Justin Fields,Fields,15.962222629123264,9,6000,MIA@NYJ,NYJ,MIA,O,Knee,,,,QB
123865-22994,QB,Case,Case Keenum,Keenum,,0,6000,CHI@GB,CHI,GB,,,,,,QB
123865-33259,QB,Teddy,Teddy Bridgewater,Bridgewater,0.9600000381469727,3,6000,NO@TB,TB,NO,,,,,,QB
123865-40442,RB,Aaron,Aaron Jones Sr.,Jones Sr.,8.125,8,6000,WAS@MIN,MIN,WAS,,,,,,RB/FLEX
123865-89607,QB,Tanner,Tanner McKee,McKee,-0.20000000298023224,1,6000,PHI@LAC,PHI,LAC,,,,,,QB
123865-102933,QB,Kedon,Kedon Slovis,Slovis,-0.03999999910593033,2,6000,LAR@ARI,ARI,LAR,,,,,,QB
123865-87594,QB,Sam,Sam Hartman,Hartman,,0,6000,WAS@MIN,WAS,MIN,,,,,,QB
123865-30253,QB,Jeff,Jeff Driskel,Driskel,0,1,6000,LAR@ARI,ARI,LAR,,,,,,QB
123865-6714,QB,Joe,Joe Flacco,Flacco,16.113999938964845,10,6000,CIN@BUF,CIN,BUF,,,,,,QB
123865-112191,QB,John Rhys,John Rhys Plumlee,Plumlee,,0,6000,PIT@BAL,PIT,BAL,,,,,,QB
123865-208467,QB,Cam,Cam Miller,Miller,,0,6000,DEN@LV,LV,DEN,,,,,,QB
123865-41562,QB,Nick,Nick Mullens,Mullens,-0.30000001192092896,1,6000,IND@JAC,JAC,IND,,,,,,QB
123865-87691,QB,Malik,Malik Willis,Willis,3.2100000381469727,2,6000,CHI@GB,GB,CHI,,,,,,QB
123865-44715,QB,Cooper,Cooper Rush,Rush,1.4299999475479126,4,6000,PIT@BAL,BAL,PIT,,,,,,QB
123865-69294,QB,Skylar,Skylar Thompson,Thompson,2.626666704813639,3,6000,PIT@BAL,PIT,BAL,IR,Hamstring,,,,QB
123865-70324,QB,Carson,Carson Wentz,Wentz,16.267999267578126,5,6000,WAS@MIN,MIN,WAS,IR,Shoulder,,,,QB
123865-73398,QB,Chris,Chris Oladokun,Oladokun,0.25,2,6000,HOU@KC,KC,HOU,,,,,,QB
123865-69304,QB,Kyle,Kyle Trask,Trask,-0.05000000074505806,4,6000,SEA@ATL,ATL,SEA,,,,,,QB
123865-90813,QB,Clayton,Clayton Tune,Tune,-0.3466666539510091,6,6000,CHI@GB,GB,CHI,,,,,,QB
123865-139985,QB,Bailey,Bailey Zappe,Zappe,4.5,2,6000,TEN@CLE,CLE,TEN,,,,,,QB
123865-88797,QB,Michael,Michael Penix Jr.,Penix Jr.,14.03111097547743,9,6000,SEA@ATL,ATL,SEA,IR,Knee - acl,,,,QB
