id,name,position,team,opponent,game,salary,fppg,injury_status,fpProjPts,tdOdds,tdProbability,floor_shootout,ceiling_shootout,floor_defensive,ceiling_defensive,floor_blowout_favorite,ceiling_blowout_favorite,floor_blowout_underdog,ceiling_blowout_underdog,floor_competitive,ceiling_competitive,mu_shootout,sigma_shootout,shift_shootout,mu_defensive,sigma_defensive,shift_defensive,mu_blowout_favorite,sigma_blowout_favorite,shift_blowout_favorite,mu_blowout_underdog,sigma_blowout_underdog,shift_blowout_underdog,mu_competitive,sigma_competitive,shift_competitive,td_odds_floor_mult,td_odds_ceiling_mult,game_id,shootout_prob,defensive_prob,blowout_prob,competitive_prob,is_favorite
123617-152316,Drake Maye,QB,NE,NYG,NYG@NE,8300,20.383333841959637,,20.4,1300,7.14,7.6499999999999995,42.839999999999996,7.6499999999999995,35.19,8.16,35.19,8.16,41.31,8.67,38.25,2.9031972951381215,0.6749069080620133,0.0,2.8048421480150942,0.5981599789743564,0.0,2.8371114085838807,0.572980141161843,0.0,2.9172827336214704,0.6355381584847907,0.0,2.909114523961623,0.5818588268637896,0.0,1.00357,1.01071,NYG@NE,0.2613375582848439,0.22469149494986462,0.40902328797807275,0.10494765878721858,True
123617-41535,Baker Mayfield,QB,TB,ARI,ARI@TB,8200,17.439999667080965,,16.4,4500,2.17,6.1499999999999995,34.44,6.1499999999999995,28.289999999999996,6.56,28.289999999999996,6.56,33.21,6.969999999999999,30.749999999999996,2.6800024435729926,0.6729857565857218,0.0,2.5816472964499653,0.5962388274980648,0.0,2.613916557018751,0.5710589896855515,0.0,2.6940878820563405,0.6336170070084991,0.0,2.6859196723964938,0.5799376753874982,0.0,1.001085,1.003255,ARI@TB,0.24637684918481859,0.2867018011521415,0.17263273036265456,0.2942886193003855,True
123617-72297,Rico Dowdle,RB,CAR,LAR,LAR@CAR,8200,14.074999491373696,,13.0,750,11.76,5.8500000000000005,20.475,6.175,22.424999999999997,6.175,25.35,4.875,20.475,5.5249999999999995,23.4,2.4044976461292746,0.49330297868153344,0.0,2.4770171458672756,0.5077013680743816,0.0,2.538318306913442,0.5555349181977557,0.0,2.313336867732297,0.5644361120238802,0.0,2.4426841355215614,0.5677010019805167,0.0,1.00588,1.01764,CAR@LAR,0.160993076582962,0.2754092249059485,0.5322181457809924,0.03137955273009704,False
123617-45889,Davante Adams,WR,LAR,CAR,LAR@CAR,8200,14.736364191228692,,14.4,450,18.18,5.4,31.32,5.4,23.760000000000005,5.760000000000001,23.760000000000005,6.12,29.160000000000004,6.12,27.0,2.5833047786802927,0.692798412769411,0.0,2.445178090366214,0.5850175851946879,0.0,2.4774473509349995,0.5598377473821745,0.0,2.6101568681662233,0.6160858901435283,0.0,2.571676347598159,0.5860593804012444,0.0,1.00909,1.02727,CAR@LAR,0.160993076582962,0.2754092249059485,0.5322181457809924,0.03137955273009704,True
123617-91419,Nico Collins,WR,HOU,IND,HOU@IND,8100,12.65,,12.6,950,9.52,4.725,27.404999999999998,4.725,20.79,5.04,20.79,5.3549999999999995,25.515,5.3549999999999995,23.625,2.4412603738196292,0.6895111594485172,0.0,2.3031336855055504,0.581730331873794,0.0,2.335402946074336,0.5565504940612807,0.0,2.4681124633055602,0.6127986368226346,0.0,2.4296319427374957,0.5827721270803505,0.0,1.00476,1.01428,HOU@IND,0.24401835446696882,0.2680423971262237,0.10822293176425005,0.3797163166425575,False
123617-152655,Emeka Egbuka,WR,TB,ARI,ARI@TB,8000,13.345454822887074,,12.5,850,10.53,4.6875,27.1875,4.6875,20.625,5.0,20.625,5.3125,25.3125,5.3125,23.4375,2.434289722817369,0.6898974391248344,0.0,2.29616303450329,0.5821166115501112,0.0,2.3284322950720755,0.5569367737375979,0.0,2.4611418123032998,0.6131849164989516,0.0,2.4226612917352353,0.5831584067566676,0.0,1.005265,1.015795,ARI@TB,0.24637684918481859,0.2867018011521415,0.17263273036265456,0.2942886193003855,True
123617-6654,Matthew Stafford,QB,LAR,CAR,LAR@CAR,8000,21.118182095614348,,19.9,9000,1.1,7.4624999999999995,41.78999999999999,7.4624999999999995,34.32749999999999,7.96,34.32749999999999,7.96,40.2975,8.4575,37.3125,2.872373022114752,0.67256965522438,0.0,2.774017874991725,0.595822726136723,0.0,2.806287135560511,0.5706428883242097,0.0,2.8864584605981007,0.6332009056471574,0.0,2.8782902509382535,0.5795215740261563,0.0,1.00055,1.00165,CAR@LAR,0.160993076582962,0.2754092249059485,0.5322181457809924,0.03137955273009704,True
123617-169410,Quinshon Judkins,RB,CLE,SF,SF@CLE,7800,12.56999969482422,,11.4,475,17.39,5.13,17.955000000000002,5.415,19.665,5.415,22.230000000000004,4.275,17.955000000000002,4.845,20.52,2.2786911461864205,0.49543700611277874,0.0,2.3512106459244215,0.5098353955056268,0.0,2.412511806970588,0.557668945629001,0.0,2.1875303677894435,0.5665701394551255,0.0,2.3168776355787077,0.5698350294117618,0.0,1.008695,1.026085,CLE@SF,0.1440244461689938,0.48466861362189917,0.190113846021111,0.18119309418799603,False
123617-152647,TreVeyon Henderson,RB,NE,NYG,NYG@NE,7700,10.441666920979818,,15.2,550,15.38,6.84,23.939999999999998,7.22,26.219999999999995,7.22,29.639999999999997,5.699999999999999,23.939999999999998,6.46,27.359999999999996,2.5644034626284395,0.49467783066377663,0.0,2.636922962366441,0.5090762200566248,0.0,2.6982241234126074,0.556909770179999,0.0,2.4732426842314625,0.5658109640061234,0.0,2.6025899520207267,0.5690758539627598,0.0,1.00769,1.02307,NYG@NE,0.2613375582848439,0.22469149494986462,0.40902328797807275,0.10494765878721858,True
123617-133472,Ladd McConkey,WR,LAC,LV,LV@LAC,7600,11.0363637750799,,11.4,800,11.11,4.275,24.795,4.275,18.810000000000002,4.5600000000000005,18.810000000000002,4.845,23.085000000000004,4.845,21.375,2.34274670641235,0.6901189151593075,0.0,2.2046200180982707,0.5823380875845843,0.0,2.2368892786670567,0.5571582497720708,0.0,2.3695987958982805,0.6134063925334249,0.0,2.3311182753302164,0.5833798827911407,0.0,1.005555,1.016665,LV@LAC,0.10182520322187753,0.40203524440197325,0.4685158816507305,0.02762367072541867,True
123617-30231,Jacoby Brissett,QB,ARI,TB,ARI@TB,7600,17.184999465942383,,17.5,3000,3.23,6.5625,36.75,6.5625,30.187499999999996,7.0,30.187499999999996,7.0,35.4375,7.4375,32.8125,2.745978425813654,0.6733970944347323,0.0,2.6476232786906273,0.5966501653470753,0.0,2.6798925392594124,0.571470327534562,0.0,2.7600638642970026,0.6340283448575096,0.0,2.7518956546371554,0.5803490132365087,0.0,1.001615,1.004845,ARI@TB,0.24637684918481859,0.2867018011521415,0.17263273036265456,0.2942886193003855,False
123617-63519,Daniel Jones,QB,IND,HOU,HOU@IND,7500,20.227272727272727,,15.9,2000,4.76,5.9625,33.39,5.9625,27.4275,6.36,27.4275,6.36,32.197500000000005,6.7575,29.8125,2.6516190566705906,0.6739892887597737,0.0,2.5532639095475638,0.5972423596721169,0.0,2.585533170116349,0.5720625218596034,0.0,2.665704495153939,0.6346205391825512,0.0,2.657536285494092,0.5809412075615501,0.0,1.00238,1.00714,HOU@IND,0.24401835446696882,0.2680423971262237,0.10822293176425005,0.3797163166425575,True
