id,name,position,team,opponent,game,salary,fppg,injury_status,fpProjPts,tdOdds,tdProbability,floor_shootout,ceiling_shootout,floor_defensive,ceiling_defensive,floor_blowout_favorite,ceiling_blowout_favorite,floor_blowout_underdog,ceiling_blowout_underdog,floor_competitive,ceiling_competitive,mu_shootout,sigma_shootout,shift_shootout,mu_defensive,sigma_defensive,shift_defensive,mu_blowout_favorite,sigma_blowout_favorite,shift_blowout_favorite,mu_blowout_underdog,sigma_blowout_underdog,shift_blowout_underdog,mu_competitive,sigma_competitive,shift_competitive,td_odds_floor_mult,td_odds_ceiling_mult,game_id,shootout_prob,defensive_prob,blowout_prob,competitive_prob,is_favorite
123617-152664,Bucky Irving,RB,TB,ARI,ARI@TB,7500,16.375,,10.6,900,10.0,4.77,16.695,5.034999999999999,18.284999999999997,5.034999999999999,20.669999999999998,3.9749999999999996,16.695,4.505,19.08,2.1986658661503284,0.49263099255062187,0.0,2.27118536588833,0.5070293819434701,0.0,2.3324865269344963,0.5548629320668443,0.0,2.1075050877533514,0.5637641258929688,0.0,2.2368523555426156,0.567029015849605,0.0,1.005,1.015,ARI@TB,0.24637684918481859,0.2867018011521415,0.17263273036265456,0.2942886193003855,True
123617-24849,Jameis Winston,QB,NYG,NE,NYG@NE,7500,23.88999938964844,,0.5,,0.0,0.1875,1.0499999999999998,0.1875,0.8624999999999999,0.2,0.8624999999999999,0.2,1.0125000000000002,0.2125,0.9375,-0.8125931347011198,0.6721409594661948,0.0,-0.910948281824147,0.5953940303785379,0.0,-0.8786790212553615,0.5702141925660245,0.0,-0.7985076962177714,0.6327722098889723,0.0,-0.8066759058776183,0.5790928782679712,0.0,1.0,1.0,NYG@NE,0.2613375582848439,0.22469149494986462,0.40902328797807275,0.10494765878721858,False
123617-151966,Jaxson Dart,QB,NYG,NE,NYG@NE,7500,18.153333875868057,,17.7,1600,5.88,6.637499999999999,37.169999999999995,6.637499999999999,30.532499999999995,7.08,30.532499999999995,7.08,35.8425,7.522499999999999,33.1875,2.759977194268325,0.674421649729626,0.0,2.6616220471452983,0.5976747206419691,0.0,2.693891307714084,0.5724948828294557,0.0,2.7740626327516735,0.6350529001524035,0.0,2.7658944230918268,0.5813735685314024,0.0,1.00294,1.00882,NYG@NE,0.2613375582848439,0.22469149494986462,0.40902328797807275,0.10494765878721858,False
123617-56018,Deebo Samuel Sr.,WR,WAS,DEN,DEN@WAS,7500,11.46999969482422,,9.5,,0.0,3.5625,20.662499999999998,3.5625,15.675,3.8000000000000003,15.675,4.0375,19.2375,4.0375,17.8125,2.1493915043709557,0.6858319106361378,0.0,2.011264816056877,0.5780510830614146,0.0,2.0435340766256624,0.5528712452489013,0.0,2.1762435938568863,0.6091193880102552,0.0,2.1377630732888218,0.5790928782679712,0.0,1.0,1.0,WAS@DEN,0.19215037254608588,0.35344931483535275,0.2699729160130748,0.1844273966054864,False
123617-63589,Sam Darnold,QB,SEA,MIN,MIN@SEA,7400,16.39090936834162,,16.9,4000,2.44,6.3374999999999995,35.489999999999995,6.3374999999999995,29.152499999999996,6.76,29.152499999999996,6.76,34.2225,7.182499999999999,31.687499999999996,2.7103039552391692,0.6730906138377452,0.0,2.611948808116142,0.5963436847500881,0.0,2.6442180686849275,0.5711638469375749,0.0,2.724389393722517,0.6337218642605225,0.0,2.7162211840626704,0.5800425326395214,0.0,1.00122,1.00366,MIN@SEA,0.0993755494294028,0.33785309539208386,0.5544345913446508,0.008336763833862611,True
123617-102965,Bo Nix,QB,DEN,WAS,DEN@WAS,7400,19.01272721724077,,18.4,1600,5.88,6.8999999999999995,38.63999999999999,6.8999999999999995,31.739999999999995,7.359999999999999,31.739999999999995,7.359999999999999,37.26,7.819999999999999,34.5,2.7987632193034817,0.6744216497296259,0.0,2.700408072180455,0.5976747206419691,0.0,2.7326773327492404,0.5724948828294558,0.0,2.81284865778683,0.6350529001524033,0.0,2.8046804481269834,0.5813735685314024,0.0,1.00294,1.00882,WAS@DEN,0.19215037254608588,0.35344931483535275,0.2699729160130748,0.1844273966054864,True
123617-103064,Breece Hall,RB,NYJ,ATL,ATL@NYJ,7400,13.441818237304688,,13.6,700,12.5,6.12,21.419999999999998,6.46,23.459999999999997,6.46,26.52,5.1,21.419999999999998,5.779999999999999,24.479999999999997,2.4503470484337044,0.4935848226208729,0.0,2.522866548171706,0.5079832120137211,0.0,2.584167709217872,0.5558167621370953,0.0,2.359186270036727,0.5647179559632197,0.0,2.488533537825991,0.5679828459198563,0.0,1.00625,1.01875,NYJ@ATL,0.1805597931557001,0.4026317247504995,0.09086276629962634,0.3259457157941739,False
123617-73048,DK Metcalf,WR,PIT,BUF,BUF@PIT,7300,10.772727272727272,,10.3,1100,8.33,3.8625000000000003,22.4025,3.8625000000000003,16.995,4.12,16.995,4.3775,20.8575,4.3775,19.3125,2.238530567055555,0.689055047160886,0.0,2.1004038787414756,0.5812742195861628,0.0,2.132673139310261,0.5560943817736494,0.0,2.265382656541485,0.6123425245350033,0.0,2.226902135973421,0.5823160147927193,0.0,1.004165,1.012495,PIT@BUF,0.2502015769709772,0.26119387134689187,0.1074352269626084,0.38116932471952236,False
123617-85607,Brock Purdy,QB,SF,CLE,SF@CLE,7300,17.764999389648438,,15.2,3500,2.78,5.699999999999999,31.919999999999995,5.699999999999999,26.219999999999995,6.08,26.219999999999995,6.08,30.779999999999998,6.46,28.499999999999996,2.6046246559558073,0.6732225760298548,0.0,2.50626950883278,0.5964756469421978,0.0,2.538538769401566,0.5712958091296846,0.0,2.6187100944391557,0.6338538264526321,0.0,2.610541884779309,0.5801744948316311,0.0,1.00139,1.00417,CLE@SF,0.1440244461689938,0.48466861362189917,0.190113846021111,0.18119309418799603,True
123617-151794,Brock Bowers,TE,LV,LAC,LV@LAC,7200,12.462499618530272,,12.0,1300,7.14,4.5,25.2,4.5,20.7,4.800000000000001,20.7,4.800000000000001,23.400000000000002,5.1,22.5,2.3725690440759513,0.6749069080620133,0.0,2.274213896952924,0.5981599789743564,0.0,2.30648315752171,0.5729801411618429,0.0,2.3677843185678764,0.620813691285217,0.0,2.378486272899453,0.5818588268637896,0.0,1.00357,1.01071,LV@LAC,0.10182520322187753,0.40203524440197325,0.4685158816507305,0.02762367072541867,False
123617-112057,Jaylen Warren,RB,PIT,BUF,BUF@PIT,7200,12.18000030517578,,12.4,800,11.11,5.58,19.53,5.89,21.39,5.89,24.180000000000003,4.65,19.53,5.27,22.32,2.3566039058883432,0.4930550737046081,0.0,2.4291234056263447,0.5074534630974564,0.0,2.4904245666725107,0.5552870132208305,0.0,2.2654431274913662,0.5641882070469548,0.0,2.3947903952806304,0.5674530970035914,0.0,1.005555,1.016665,PIT@BUF,0.2502015769709772,0.26119387134689187,0.1074352269626084,0.38116932471952236,False
123617-87770,Chris Olave,WR,NO,MIA,NO@MIA,7200,12.145455100319602,,11.4,1100,8.33,4.275,24.795,4.275,18.810000000000002,4.5600000000000005,18.810000000000002,4.845,23.085000000000004,4.845,21.375,2.3400000272204142,0.689055047160886,0.0,2.201873338906335,0.5812742195861628,0.0,2.234142599475121,0.5560943817736494,0.0,2.3668521167063448,0.6123425245350033,0.0,2.3283715961382807,0.5823160147927193,0.0,1.004165,1.012495,NO@MIA,0.18240478979995478,0.3850280624424308,0.22147984650184369,0.21108730125577074,False
123617-89951,Trevor Lawrence,QB,JAC,TEN,JAC@TEN,7200,16.93454534357244,,17.1,1500,6.25,6.4125000000000005,35.910000000000004,6.4125000000000005,29.4975,6.840000000000001,29.4975,6.840000000000001,34.627500000000005,7.2675,32.0625,2.7258582367500037,0.6745642720583811,0.0,2.627503089626977,0.5978173429707242,0.0,2.6597723501957624,0.5726375051582109,0.0,2.739943675233352,0.6351955224811585,0.0,2.731775465573505,0.5815161908601575,0.0,1.003125,1.009375,TEN@JAX,0.19124132971181756,0.37247750606079016,0.25516182752210337,0.18111933670528885,True
123617-167031,Ashton Jeanty,RB,LV,LAC,LV@LAC,7100,13.636363636363637,,13.3,900,10.0,5.985,20.947500000000005,6.3175,22.942500000000003,6.3175,25.935000000000006,4.987500000000001,20.947500000000005,5.6525,23.94,2.4255759002600152,0.49263099255062187,0.0,2.4980953999980167,0.5070293819434701,0.0,2.559396561044183,0.5548629320668443,0.0,2.334415121863038,0.5637641258929686,0.0,2.4637623896523024,0.5670290158496052,0.0,1.005,1.015,LV@LAC,0.10182520322187753,0.40203524440197325,0.4685158816507305,0.02762367072541867,False
123617-90584,Mac Jones,QB,SF,CLE,SF@CLE,7100,16.126666598849827,,0.4,,0.0,0.15000000000000002,0.8400000000000001,0.15000000000000002,0.6900000000000001,0.16000000000000003,0.6900000000000001,0.16000000000000003,0.8100000000000002,0.17,0.7500000000000001,-1.0357366860153294,0.6721409594661948,0.0,-1.1340918331383565,0.5953940303785379,0.0,-1.1018225725695712,0.5702141925660245,0.0,-1.0216512475319812,0.6327722098889722,0.0,-1.029819457191828,0.5790928782679712,0.0,1.0,1.0,CLE@SF,0.1440244461689938,0.48466861362189917,0.190113846021111,0.18119309418799603,True
123617-89612,Michael Wilson,WR,ARI,TB,ARI@TB,7100,8.081818320534445,,10.6,1300,7.14,3.9749999999999996,23.054999999999996,3.9749999999999996,17.49,4.24,17.49,4.505,21.465,4.505,19.875,2.2660620553116075,0.6885978592319562,0.0,2.1279353669975283,0.580817031657233,0.0,2.160204627566314,0.5556371938447197,0.0,2.292914144797538,0.6118853366060735,0.0,2.254433624229474,0.5818588268637896,0.0,1.00357,1.01071,ARI@TB,0.24637684918481859,0.2867018011521415,0.17263273036265456,0.2942886193003855,False
123617-90573,Jaylen Waddle,WR,MIA,NO,NO@MIA,7000,11.82000038840554,,12.9,600,14.29,4.8375,28.0575,4.8375,21.285000000000004,5.16,21.285000000000004,5.4825,26.122500000000002,5.4825,24.1875,2.4694910655137203,0.6913287264840937,0.0,2.3313643771996415,0.5835478989093706,0.0,2.3636336377684266,0.5583680610968572,0.0,2.496343154999651,0.6146162038582111,0.0,2.457862634431587,0.5845896941159272,0.0,1.007145,1.021435,NO@MIA,0.18240478979995478,0.3850280624424308,0.22147984650184369,0.21108730125577074,True
123617-137902,Rachaad White,RB,TB,ARI,ARI@TB,7000,8.60909063165838,,5.5,1500,6.25,2.475,8.6625,2.6125,9.487499999999999,2.6125,10.725,2.0625,8.6625,2.3375,9.9,1.5388476076509017,0.4911913817736247,0.0,1.6113671073889027,0.5055897711664731,0.0,1.6726682684350687,0.5534233212898471,0.0,1.4476868292539242,0.5623245151159715,0.0,1.5770340970431884,0.565589405072608,0.0,1.003125,1.009375,ARI@TB,0.24637684918481859,0.2867018011521415,0.17263273036265456,0.2942886193003855,True
123617-6894,Aaron Rodgers,QB,PIT,BUF,BUF@PIT,7000,15.236000061035156,,13.4,8000,1.23,5.025,28.14,5.025,23.115,5.36,23.115,5.36,27.135000000000005,5.695,25.125,2.477037808337233,0.6726202570403663,0.0,2.3786826612142056,0.5958733279527094,0.0,2.4109519217829916,0.5706934901401961,0.0,2.4911232468205813,0.6332515074631438,0.0,2.4829550371607345,0.5795721758421427,0.0,1.000615,1.001845,PIT@BUF,0.2502015769709772,0.26119387134689187,0.1074352269626084,0.38116932471952236,False
123617-90572,Tua Tagovailoa,QB,MIA,NO,NO@MIA,6900,13.33818192915483,,15.6,8000,1.23,5.85,32.76,5.85,26.909999999999997,6.24,26.909999999999997,6.24,31.59,6.63,29.25,2.6290540156358584,0.6726202570403663,0.0,2.5306988685128315,0.5958733279527095,0.0,2.562968129081617,0.570693490140196,0.0,2.643139454119207,0.6332515074631437,0.0,2.6349712444593596,0.5795721758421426,0.0,1.000615,1.001845,NO@MIA,0.18240478979995478,0.3850280624424308,0.22147984650184369,0.21108730125577074,True
123617-25079,Stefon Diggs,WR,NE,NYG,NYG@NE,6900,10.450000127156576,,10.7,750,11.76,4.012499999999999,23.272499999999994,4.012499999999999,17.654999999999998,4.28,17.654999999999998,4.547499999999999,21.667499999999997,4.547499999999999,20.062499999999996,2.2800179478701463,0.6903668201362326,0.0,2.1418912595560675,0.5825859925615096,0.0,2.174160520124853,0.5574061547489961,0.0,2.306870037356077,0.61365429751035,0.0,2.268389516788013,0.5836277877680661,0.0,1.00588,1.01764,NYG@NE,0.2613375582848439,0.22469149494986462,0.40902328797807275,0.10494765878721858,True
123617-29253,Keenan Allen,WR,LAC,LV,LV@LAC,6900,10.381817904385654,,8.2,950,9.52,3.0749999999999997,17.834999999999997,3.0749999999999997,13.53,3.28,13.53,3.4849999999999994,16.605,3.4849999999999994,15.374999999999998,2.0116977141324046,0.6895111594485172,0.0,1.8735710258183254,0.581730331873794,0.0,1.9058402863871113,0.5565504940612807,0.0,2.038549803618335,0.6127986368226346,0.0,2.000069283050271,0.5827721270803506,0.0,1.00476,1.01428,LV@LAC,0.10182520322187753,0.40203524440197325,0.4685158816507305,0.02762367072541867,True
123617-119606,Bryce Young,QB,CAR,LAR,LAR@CAR,6900,13.82181757146662,,12.7,6000,1.64,4.762499999999999,26.669999999999995,4.762499999999999,21.907499999999995,5.08,21.907499999999995,5.08,25.717499999999998,5.3975,23.812499999999996,2.4237943608917965,0.672779761373788,0.0,2.325439213768769,0.5960328322861312,0.0,2.3577084743375547,0.5708529944736177,0.0,2.437879799375145,0.6334110117965654,0.0,2.429711589715298,0.5797316801755644,0.0,1.00082,1.00246,CAR@LAR,0.160993076582962,0.2754092249059485,0.5322181457809924,0.03137955273009704,False
123617-129471,C.J. Stroud,QB,HOU,IND,HOU@IND,6800,16.122499465942383,,16.2,4500,2.17,6.074999999999999,34.019999999999996,6.074999999999999,27.944999999999993,6.48,27.944999999999993,6.48,32.805,6.885,30.374999999999996,2.6677323509811783,0.6729857565857218,0.0,2.569377203858151,0.5962388274980648,0.0,2.6016464644269366,0.5710589896855515,0.0,2.6818177894645263,0.633617007008499,0.0,2.6736495798046795,0.5799376753874982,0.0,1.001085,1.003255,HOU@IND,0.24401835446696882,0.2680423971262237,0.10822293176425005,0.3797163166425575,False
123617-22038,Kirk Cousins,QB,ATL,NYJ,ATL@NYJ,6800,6.465000152587891,,13.1,7000,1.41,4.9125,27.509999999999998,4.9125,22.597499999999997,5.24,22.597499999999997,5.24,26.5275,5.5675,24.5625,2.4545750351361155,0.6726902994107379,0.0,2.3562198880130887,0.595943370323081,0.0,2.388489148581874,0.5707635325105676,0.0,2.468660473619464,0.6333215498335153,0.0,2.460492263959617,0.5796422182125143,0.0,1.000705,1.002115,NYJ@ATL,0.1805597931557001,0.4026317247504995,0.09086276629962634,0.3259457157941739,True
123617-89628,Davis Mills,QB,HOU,IND,HOU@IND,6800,13.391999816894533,,0.5,,0.0,0.1875,1.0499999999999998,0.1875,0.8624999999999999,0.2,0.8624999999999999,0.2,1.0125000000000002,0.2125,0.9375,-0.8125931347011198,0.6721409594661948,0.0,-0.910948281824147,0.5953940303785379,0.0,-0.8786790212553615,0.5702141925660245,0.0,-0.7985076962177714,0.6327722098889723,0.0,-0.8066759058776183,0.5790928782679712,0.0,1.0,1.0,HOU@IND,0.24401835446696882,0.2680423971262237,0.10822293176425005,0.3797163166425575,False
123617-167620,Tetairoa McMillan,WR,CAR,LAR,LAR@CAR,6800,11.858333587646484,,11.7,1200,7.69,4.387499999999999,25.447499999999994,4.387499999999999,19.305,4.68,19.305,4.972499999999999,23.6925,4.972499999999999,21.937499999999996,2.3653418505603545,0.6888092985255939,0.0,2.2272151622462752,0.5810284709508707,0.0,2.2594844228150612,0.5558486331383573,0.0,2.392193940046285,0.6120967758997112,0.0,2.353713419478221,0.5820702661574273,0.0,1.003845,1.011535,CAR@LAR,0.160993076582962,0.2754092249059485,0.5322181457809924,0.03137955273009704,False
123617-137059,Sean Tucker,RB,TB,ARI,ARI@TB,6800,6.190908952192827,,5.3,1200,7.69,2.385,8.3475,2.5174999999999996,9.142499999999998,2.5174999999999996,10.334999999999999,1.9874999999999998,8.3475,2.2525,9.54,1.5032339115801723,0.4917454570708945,0.0,1.5757534113181733,0.5061438464637428,0.0,1.6370545723643395,0.5539773965871169,0.0,1.4120731331831948,0.5628785904132413,0.0,1.5414204009724592,0.5661434803698777,0.0,1.003845,1.011535,ARI@TB,0.24637684918481859,0.2867018011521415,0.17263273036265456,0.2942886193003855,True
123617-39793,George Kittle,TE,SF,CLE,SF@CLE,6800,11.2999997820173,,10.5,800,11.11,3.9375,22.049999999999997,3.9375,18.112499999999997,4.2,18.112499999999997,4.2,20.475,4.4624999999999995,19.6875,2.242962948269743,0.6764279639893644,0.0,2.144607801146716,0.5996810349017074,0.0,2.1768770617155013,0.5745011970891941,0.0,2.2381782227616673,0.6223347472125683,0.0,2.2488801770932443,0.583379882791141,0.0,1.005555,1.016665,CLE@SF,0.1440244461689938,0.48466861362189917,0.190113846021111,0.18119309418799603,True
123617-14377,Tyrod Taylor,QB,NYJ,ATL,ATL@NYJ,6700,10.984999656677246,,14.9,2500,3.85,5.5875,31.29,5.5875,25.7025,5.960000000000001,25.7025,5.960000000000001,30.172500000000003,6.3325,27.9375,2.585756027896496,0.6736372859316803,0.0,2.487400880773469,0.5968903568440234,0.0,2.5196701413422544,0.57171051903151,0.0,2.599841466379844,0.6342685363544576,0.0,2.5916732567199974,0.5805892047334567,0.0,1.001925,1.005775,NYJ@ATL,0.1805597931557001,0.4026317247504995,0.09086276629962634,0.3259457157941739,False
123617-128633,Kimani Vidal,RB,LAC,LV,LV@LAC,6700,9.612500190734863,,11.5,400,20.0,5.175,18.1125,5.4624999999999995,19.8375,5.4624999999999995,22.425,4.3125,18.1125,4.8875,20.7,2.289975389946473,0.4964183549426843,0.0,2.362494889684474,0.5108167443355326,0.0,2.4237960507306404,0.5586502944589068,0.0,2.198814611549496,0.5675514882850311,0.0,2.32816187933876,0.5708163782416675,0.0,1.01,1.03,LV@LAC,0.10182520322187753,0.40203524440197325,0.4685158816507305,0.02762367072541867,True
123617-29358,Marcus Mariota,QB,WAS,DEN,DEN@WAS,6700,15.15000025431315,,14.4,1800,5.26,5.4,30.24,5.4,24.84,5.760000000000001,24.84,5.760000000000001,29.160000000000004,6.12,27.0,2.553025044596854,0.6741824259389715,0.0,2.454669897473827,0.5974354968513146,0.0,2.4869391580426123,0.5722556590388012,0.0,2.5671104830802025,0.6348136763617489,0.0,2.5589422734203557,0.5811343447407479,0.0,1.00263,1.00789,WAS@DEN,0.19215037254608588,0.35344931483535275,0.2699729160130748,0.1844273966054864,False
123617-26483,Geno Smith,QB,LV,LAC,LV@LAC,6700,13.425453879616477,,12.3,6500,1.52,4.612500000000001,25.830000000000002,4.612500000000001,21.2175,4.920000000000001,21.2175,4.920000000000001,24.907500000000006,5.2275,23.062500000000004,2.391671866282339,0.6727330906915793,0.0,2.2933167191593116,0.5959861616039224,0.0,2.325585979728097,0.570806323791409,0.0,2.405757304765687,0.6333643411143566,0.0,2.39758909510584,0.5796850094933556,0.0,1.00076,1.00228,LV@LAC,0.10182520322187753,0.40203524440197325,0.4685158816507305,0.02762367072541867,False
123617-57403,Courtland Sutton,WR,DEN,WAS,DEN@WAS,6600,10.581818320534444,,10.5,850,10.53,3.9375,22.8375,3.9375,17.325000000000003,4.2,17.325000000000003,4.4624999999999995,21.262500000000003,4.4624999999999995,19.6875,2.2599363356725912,0.6898974391248343,0.0,2.1218096473585124,0.5821166115501112,0.0,2.154078907927298,0.5569367737375979,0.0,2.2867884251585218,0.6131849164989518,0.0,2.2483079045904573,0.5831584067566677,0.0,1.005265,1.015795,WAS@DEN,0.19215037254608588,0.35344931483535275,0.2699729160130748,0.1844273966054864,True
123617-61593,Jauan Jennings,WR,SF,CLE,SF@CLE,6600,8.44000015258789,,8.3,1100,8.33,3.1125000000000003,18.052500000000002,3.1125000000000003,13.695000000000002,3.3200000000000003,13.695000000000002,3.5275000000000003,16.8075,3.5275000000000003,15.562500000000002,2.022642186622517,0.689055047160886,0.0,1.8845154983084378,0.5812742195861628,0.0,1.9167847588772233,0.5560943817736494,0.0,2.0494942761084474,0.6123425245350033,0.0,2.0110137555403833,0.5823160147927193,0.0,1.004165,1.012495,CLE@SF,0.1440244461689938,0.48466861362189917,0.190113846021111,0.18119309418799603,True
123617-88431,Tyler Shough,QB,NO,MIA,NO@MIA,6500,8.691999816894532,,14.0,4500,2.17,5.25,29.4,5.25,24.15,5.6000000000000005,24.15,5.6000000000000005,28.35,5.95,26.25,2.5217784383580986,0.6729857565857218,0.0,2.4234232912350713,0.5962388274980648,0.0,2.455692551803857,0.5710589896855515,0.0,2.5358638768414465,0.633617007008499,0.0,2.5276956671815998,0.5799376753874982,0.0,1.001085,1.003255,NO@MIA,0.18240478979995478,0.3850280624424308,0.22147984650184369,0.21108730125577074,False
123617-53729,Mason Rudolph,QB,PIT,BUF,BUF@PIT,6500,4.5,,0.5,,0.0,0.1875,1.0499999999999998,0.1875,0.8624999999999999,0.2,0.8624999999999999,0.2,1.0125000000000002,0.2125,0.9375,-0.8125931347011198,0.6721409594661948,0.0,-0.910948281824147,0.5953940303785379,0.0,-0.8786790212553615,0.5702141925660245,0.0,-0.7985076962177714,0.6327722098889723,0.0,-0.8066759058776183,0.5790928782679712,0.0,1.0,1.0,PIT@BUF,0.2502015769709772,0.26119387134689187,0.1074352269626084,0.38116932471952236,False
123617-40442,Aaron Jones Sr.,RB,MIN,SEA,MIN@SEA,6500,8.928571428571429,,10.3,,0.0,4.635000000000001,16.2225,4.8925,17.7675,4.8925,20.085,3.8625000000000003,16.2225,4.3775,18.54,2.1600176832655027,0.4887680691814384,0.0,2.2325371830035037,0.5031664585742867,0.0,2.2938383440496697,0.5510000086976609,0.0,2.0688569048685252,0.5599012025237853,0.0,2.1982041726577894,0.5631660924804216,0.0,1.0,1.0,MIN@SEA,0.0993755494294028,0.33785309539208386,0.5544345913446508,0.008336763833862611,False
123617-56250,Terry McLaurin,WR,WAS,DEN,DEN@WAS,6500,8.199999809265137,,7.3,1600,5.88,2.7375,15.877499999999998,2.7375,12.045,2.92,12.045,3.1025,14.7825,3.1025,13.6875,1.8918325627485224,0.6881126008995689,0.0,1.7537058744344431,0.5803317733248458,0.0,1.785975135003229,0.5551519355123326,0.0,1.918684652234453,0.6114000782736863,0.0,1.880204131666389,0.5813735685314023,0.0,1.00294,1.00882,WAS@DEN,0.19215037254608588,0.35344931483535275,0.2699729160130748,0.1844273966054864,False
123617-103539,Wan'Dale Robinson,WR,NYG,NE,NYG@NE,6400,11.383333841959637,,10.7,1500,6.25,4.012499999999999,23.272499999999994,4.012499999999999,17.654999999999998,4.28,17.654999999999998,4.547499999999999,21.667499999999997,4.547499999999999,20.062499999999996,2.274569174614885,0.688255223228324,0.0,2.1364424863008056,0.5804743956536009,0.0,2.168711746869591,0.5552945578410875,0.0,2.3014212641008154,0.6115427006024414,0.0,2.2629407435327513,0.5815161908601575,0.0,1.003125,1.009375,NYG@NE,0.2613375582848439,0.22469149494986462,0.40902328797807275,0.10494765878721858,False
123617-69777,Darnell Mooney,WR,ATL,NYJ,ATL@NYJ,6400,5.033333248562283,,9.3,1100,8.33,3.4875000000000003,20.227500000000003,3.4875000000000003,15.345000000000002,3.7200000000000006,15.345000000000002,3.9525,18.832500000000003,3.9525,17.4375,2.136401071979175,0.6890550471608858,0.0,1.9982743836650958,0.5812742195861628,0.0,2.030543644233881,0.5560943817736494,0.0,2.1632531614651054,0.6123425245350033,0.0,2.1247726408970413,0.5823160147927193,0.0,1.004165,1.012495,NYJ@ATL,0.1805597931557001,0.4026317247504995,0.09086276629962634,0.3259457157941739,True
123617-103698,Dillon Gabriel,QB,CLE,SF,SF@CLE,6400,9.010000228881836,,0.2,,0.0,0.07500000000000001,0.42000000000000004,0.07500000000000001,0.34500000000000003,0.08000000000000002,0.34500000000000003,0.08000000000000002,0.4050000000000001,0.085,0.37500000000000006,-1.7288838665752744,0.6721409594661948,0.0,-1.8272390136983017,0.5953940303785379,0.0,-1.7949697531295163,0.5702141925660245,0.0,-1.7147984280919264,0.6327722098889722,0.0,-1.7229666377517734,0.5790928782679712,0.0,1.0,1.0,CLE@SF,0.1440244461689938,0.48466861362189917,0.190113846021111,0.18119309418799603,False
123617-168356,Cam Ward,QB,TEN,JAC,JAC@TEN,6400,10.545454545454543,,13.7,,0.0,5.137499999999999,28.769999999999992,5.137499999999999,23.632499999999993,5.48,23.632499999999993,5.48,27.7425,5.8225,25.687499999999996,2.4979498786929044,0.6721409594661948,0.0,2.399594731569877,0.5953940303785379,0.0,2.431863992138663,0.5702141925660245,0.0,2.512035317176253,0.6327722098889721,0.0,2.503867107516406,0.5790928782679712,0.0,1.0,1.0,TEN@JAX,0.19124132971181756,0.37247750606079016,0.25516182752210337,0.18111933670528885,False
123617-138774,Woody Marks,RB,HOU,IND,HOU@IND,6400,8.472726995294744,,11.4,850,10.53,5.13,17.955000000000002,5.415,19.665,5.415,22.230000000000004,4.275,17.955000000000002,4.845,20.52,2.2719485161750153,0.492833597670135,0.0,2.3444680159130167,0.5072319870629832,0.0,2.4057691769591827,0.5550655371863574,0.0,2.1807877377780382,0.5639667310124817,0.0,2.3101350055673024,0.5672316209691183,0.0,1.005265,1.015795,HOU@IND,0.24401835446696882,0.2680423971262237,0.10822293176425005,0.3797163166425575,False
123617-184183,Shedeur Sanders,QB,CLE,SF,SF@CLE,6400,6.869999885559082,,11.9,2500,3.85,4.4625,24.990000000000002,4.4625,20.5275,4.760000000000001,20.5275,4.760000000000001,24.097500000000004,5.0575,22.3125,2.360933215062566,0.6736372859316803,0.0,2.262578067939539,0.5968903568440233,0.0,2.294847328508325,0.5717105190315099,0.0,2.3750186535459146,0.6342685363544576,0.0,2.366850443886068,0.5805892047334567,0.0,1.001925,1.005775,CLE@SF,0.1440244461689938,0.48466861362189917,0.190113846021111,0.18119309418799603,False
123617-137530,Tyler Warren,TE,IND,HOU,HOU@IND,6300,10.754545731977982,,9.5,900,10.0,3.5625,19.95,3.5625,16.3875,3.8000000000000003,16.3875,3.8000000000000003,18.525000000000002,4.0375,17.8125,2.1417839214677152,0.6760038828353782,0.0,2.0434287743446884,0.5992569537477213,0.0,2.075698034913474,0.5740771159352079,0.0,2.13699919595964,0.621910666058582,0.0,2.147701150291217,0.5829558016371547,0.0,1.005,1.015,HOU@IND,0.24401835446696882,0.2680423971262237,0.10822293176425005,0.3797163166425575,True
123617-54604,Jimmy Garoppolo,QB,LAR,CAR,LAR@CAR,6300,-0.3000000119209289,,0.4,,0.0,0.15000000000000002,0.8400000000000001,0.15000000000000002,0.6900000000000001,0.16000000000000003,0.6900000000000001,0.16000000000000003,0.8100000000000002,0.17,0.7500000000000001,-1.0357366860153294,0.6721409594661948,0.0,-1.1340918331383565,0.5953940303785379,0.0,-1.1018225725695712,0.5702141925660245,0.0,-1.0216512475319812,0.6327722098889722,0.0,-1.029819457191828,0.5790928782679712,0.0,1.0,1.0,CAR@LAR,0.160993076582962,0.2754092249059485,0.5322181457809924,0.03137955273009704,True
123617-91591,Justin Fields,QB,NYJ,ATL,ATL@NYJ,6300,15.962222629123264,,0.5,,0.0,0.1875,1.0499999999999998,0.1875,0.8624999999999999,0.2,0.8624999999999999,0.2,1.0125000000000002,0.2125,0.9375,-0.8125931347011198,0.6721409594661948,0.0,-0.910948281824147,0.5953940303785379,0.0,-0.8786790212553615,0.5702141925660245,0.0,-0.7985076962177714,0.6327722098889723,0.0,-0.8066759058776183,0.5790928782679712,0.0,1.0,1.0,NYJ@ATL,0.1805597931557001,0.4026317247504995,0.09086276629962634,0.3259457157941739,False
