Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
122185-89675,RB,Jonathan,Jonathan Taylor,Taylor,27.012500762939453,8,11000,IND@PIT,IND,PIT,,,,,,RB/FLEX
122185-85701,WR,Ja'Marr,Ja'Marr Chase,Chase,18.075000762939453,8,9700,CHI@CIN,CIN,CHI,,,,,,WR/FLEX
122185-129458,WR,Jaxon,Jaxon Smith-Njigba,Smith-Njigba,20.714285714285715,7,9600,SEA@WAS,SEA,WAS,,,,,,WR/FLEX
122185-103020,WR,Puka,Puka Nacua,Nacua,20.133333841959637,6,9500,NO@LAR,LAR,NO,,,,,,WR/FLEX
122185-55050,RB,Christian,Christian McCaffrey,McCaffrey,21.487499237060547,8,9500,SF@NYG,SF,NYG,,,,,,RB/FLEX
122185-72731,RB,Josh,Josh Jacobs,Jacobs,18.185714721679688,7,9400,CAR@GB,GB,CAR,,,,,,RB/FLEX
122185-86631,WR,CeeDee,CeeDee Lamb,Lamb,17.450000762939453,4,9100,ARI@DAL,DAL,ARI,,,,,,WR/FLEX
122185-86997,WR,Amon-Ra,Amon-Ra St. Brown,St. Brown,18.24285670689174,7,9100,MIN@DET,DET,MIN,,,,,,WR/FLEX
122185-136855,RB,Bijan,Bijan Robinson,Robinson,20.957142421177455,7,9000,ATL@NE,ATL,NE,,,,,,RB/FLEX
122185-129368,RB,Jahmyr,Jahmyr Gibbs,Gibbs,18.571428571428573,7,8900,MIN@DET,DET,MIN,,,,,,RB/FLEX
122185-62239,QB,Josh,Josh Allen,Allen,23.357142857142858,7,8900,KC@BUF,BUF,KC,,,,,,QB
122185-85671,WR,Justin,Justin Jefferson,Jefferson,13.299999782017299,7,8700,MIN@DET,MIN,DET,,,,,,WR/FLEX
122185-102785,QB,Jayden,Jayden Daniels,Daniels,19.467999267578126,5,8600,SEA@WAS,WAS,SEA,,,,,,QB
122185-57439,QB,Patrick,Patrick Mahomes,Mahomes,25.3700008392334,8,8500,KC@BUF,KC,BUF,,,,,,QB
122185-93541,RB,Javonte,Javonte Williams,Williams,17.825000762939453,8,8500,ARI@DAL,DAL,ARI,,,,,,RB/FLEX
122185-45889,WR,Davante,Davante Adams,Adams,13.942856924874443,7,8500,NO@LAR,LAR,NO,,,,,,WR/FLEX
122185-91626,RB,James,James Cook III,Cook III,20.599999564034597,7,8400,KC@BUF,BUF,KC,,,,,,RB/FLEX
122185-111311,WR,Rashee,Rashee Rice,Rice,20.350000381469727,2,8200,KC@BUF,KC,BUF,,,,,,WR/FLEX
122185-69189,QB,Justin,Justin Herbert,Herbert,22.049999237060547,8,8100,LAC@TEN,LAC,TEN,,,,,,QB
122185-120033,WR,Rome,Rome Odunze,Odunze,14.114286150251116,7,8000,CHI@CIN,CHI,CIN,,,,,,WR/FLEX
122185-102965,QB,Bo,Bo Nix,Nix,21.15250015258789,8,8000,DEN@HOU,DEN,HOU,,,,,,QB
122185-104433,RB,Kyren,Kyren Williams,Williams,14.257143293108259,7,8000,NO@LAR,LAR,NO,,,,,,RB/FLEX
122185-63519,QB,Daniel,Daniel Jones,Jones,21.135000228881836,8,7900,IND@PIT,IND,PIT,,,,,,QB
122185-91419,WR,Nico,Nico Collins,Collins,11.116666158040365,6,7900,DEN@HOU,HOU,DEN,,,,,,WR/FLEX
122185-133472,WR,Ladd,Ladd McConkey,McConkey,11.162500381469727,8,7800,LAC@TEN,LAC,TEN,,,,,,WR/FLEX
122185-152316,QB,Drake,Drake Maye,Maye,21.967500686645508,8,7800,ATL@NE,NE,ATL,,,,,,QB
122185-112745,WR,Drake,Drake London,London,13.65000025431315,6,7700,ATL@NE,ATL,NE,,,,,,WR/FLEX
122185-6654,QB,Matthew,Matthew Stafford,Stafford,20.34857177734375,7,7700,NO@LAR,LAR,NO,,,,,,QB
122185-128633,RB,Kimani,Kimani Vidal,Vidal,10.88000030517578,5,7700,LAC@TEN,LAC,TEN,,,,,,RB/FLEX
122185-31716,QB,Dak,Dak Prescott,Prescott,20.5575008392334,8,7700,ARI@DAL,DAL,ARI,,,,,,QB
122185-73048,WR,DK,DK Metcalf,Metcalf,13.228571210588727,7,7600,IND@PIT,PIT,IND,,,,,,WR/FLEX
122185-38435,QB,Jared,Jared Goff,Goff,17.64857155936105,7,7600,MIN@DET,DET,MIN,,,,,,QB
122185-57403,WR,Courtland,Courtland Sutton,Sutton,11.887499809265137,8,7500,DEN@HOU,DEN,HOU,,,,,,WR/FLEX
122185-69017,QB,Jordan,Jordan Love,Love,19.831429617745535,7,7500,CAR@GB,GB,CAR,,,,,,QB
122185-129210,WR,Jordan,Jordan Addison,Addison,14.850000381469727,4,7400,MIN@DET,MIN,DET,,,,,,WR/FLEX
122185-151966,QB,Jaxson,Jaxson Dart,Dart,15.694285801478795,7,7400,SF@NYG,NYG,SF,,,,,,QB
122185-110246,WR,George,George Pickens,Pickens,16.5,8,7400,ARI@DAL,DAL,ARI,,,,,,WR/FLEX
122185-63589,QB,Sam,Sam Darnold,Darnold,16.751428876604354,7,7300,SEA@WAS,SEA,WAS,,,,,,QB
122185-152113,QB,Caleb,Caleb Williams,Williams,17.491428920200892,7,7300,CHI@CIN,CHI,CIN,,,,,,QB
122185-87787,RB,J.K.,J.K. Dobbins,Dobbins,12.637499809265137,8,7300,DEN@HOU,DEN,HOU,,,,,,RB/FLEX
122185-89981,WR,Tee,Tee Higgins,Higgins,9.0625,8,7300,CHI@CIN,CIN,CHI,,,,,,WR/FLEX
122185-89493,RB,Chase,Chase Brown,Brown,10.800000190734863,8,7200,CHI@CIN,CIN,CHI,,,,,,RB/FLEX
122185-30231,QB,Jacoby,Jacoby Brissett,Brissett,11.164999961853027,4,7200,ARI@DAL,ARI,DAL,,,,,,QB
122185-6714,QB,Joe,Joe Flacco,Flacco,14.851428440638951,7,7200,CHI@CIN,CIN,CHI,Q,Shoulder - ac joint,,,,QB
122185-69213,WR,Michael,Michael Pittman Jr.,Pittman Jr.,13.012499809265137,8,7200,IND@PIT,IND,PIT,,,,,,WR/FLEX
122185-56018,WR,Deebo,Deebo Samuel Sr.,Samuel Sr.,11.385713849748884,7,7200,SEA@WAS,WAS,SEA,,,,,,WR/FLEX
122185-63484,QB,Kyler,Kyler Murray,Murray,16.155999755859376,5,7200,ARI@DAL,ARI,DAL,Q,Foot,,,,QB
122185-90584,QB,Mac,Mac Jones,Jones,17.09666697184245,6,7100,SF@NYG,SF,NYG,,,,,,QB
122185-85607,QB,Brock,Brock Purdy,Purdy,20.719999313354492,2,7100,SF@NYG,SF,NYG,Q,Toe,,,,QB
122185-87770,WR,Chris,Chris Olave,Olave,11.625,8,7100,NO@LAR,NO,LAR,,,,,,WR/FLEX
122185-167031,RB,Ashton,Ashton Jeanty,Jeanty,13.085714067731585,7,7000,JAC@LV,LV,JAC,,,,,,RB/FLEX
122185-91750,TE,Trey,Trey McBride,McBride,12.799999782017299,7,7000,ARI@DAL,ARI,DAL,,,,,,TE/FLEX
122185-6894,QB,Aaron,Aaron Rodgers,Rodgers,17.48000008719308,7,7000,IND@PIT,PIT,IND,,,,,,QB
122185-120639,WR,Quentin,Quentin Johnston,Johnston,13.90000025431315,6,7000,LAC@TEN,LAC,TEN,,,,,,WR/FLEX
122185-151745,WR,Brian,Brian Thomas Jr.,Thomas Jr.,9.085714067731585,7,6900,JAC@LV,JAC,LV,,,,,,WR/FLEX
122185-91598,RB,D'Andre,D'Andre Swift,Swift,15.514285496303014,7,6900,CHI@CIN,CHI,CIN,O,Groin,,,,RB/FLEX
122185-29358,QB,Marcus,Marcus Mariota,Mariota,13.9399995803833,4,6900,SEA@WAS,WAS,SEA,,,,,,QB
122185-89951,QB,Trevor,Trevor Lawrence,Lawrence,16.72857121058873,7,6900,JAC@LV,JAC,LV,,,,,,QB
122185-151794,TE,Brock,Brock Bowers,Bowers,9.25,4,6800,JAC@LV,LV,JAC,,,,,,TE/FLEX
122185-158974,WR,Xavier,Xavier Worthy,Worthy,7.733333587646484,6,6800,KC@BUF,KC,BUF,,,,,,WR/FLEX
122185-129471,QB,C.J.,C.J. Stroud,Stroud,17.802857535226003,7,6800,DEN@HOU,HOU,DEN,,,,,,QB
