Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
121620-89675,RB,Jonathan,Jonathan Taylor,Taylor,24,6,10000,IND@LAC,IND,LAC,,,,,,RB/FLEX
121620-55050,RB,Christian,Christian McCaffrey,McCaffrey,20.833333333333332,6,9600,ATL@SF,SF,ATL,,,,,,RB/FLEX
121620-129458,WR,Jaxon,Jaxon Smith-Njigba,Smith-Njigba,19.9499994913737,6,9400,HOU@SEA,SEA,HOU,,,,,,WR/FLEX
121620-136855,RB,Bijan,Bijan Robinson,Robinson,24.839999389648437,5,9300,ATL@SF,ATL,SF,,,,,,RB/FLEX
121620-72731,RB,Josh,Josh Jacobs,Jacobs,19.4,5,9200,GB@ARI,GB,ARI,Q,Illness,,,,RB/FLEX
121620-86997,WR,Amon-Ra,Amon-Ra St. Brown,St. Brown,18.349999745686848,6,9100,TB@DET,DET,TB,,,,,,WR/FLEX
121620-85671,WR,Justin,Justin Jefferson,Jefferson,14.360000610351562,5,9000,PHI@MIN,MIN,PHI,,,,,,WR/FLEX
121620-129368,RB,Jahmyr,Jahmyr Gibbs,Gibbs,15.283332824707031,6,8900,TB@DET,DET,TB,,,,,,RB/FLEX
121620-102785,QB,Jayden,Jayden Daniels,Daniels,19.899999618530273,4,8700,WAS@DAL,WAS,DAL,,,,,,QB
121620-64401,RB,Saquon,Saquon Barkley,Barkley,13.283332824707031,6,8700,PHI@MIN,PHI,MIN,,,,,,RB/FLEX
121620-86631,WR,CeeDee,CeeDee Lamb,Lamb,18.100000381469727,2,8600,WAS@DAL,DAL,WAS,,,,,,WR/FLEX
121620-138820,RB,De'Von,De'Von Achane,Achane,18.666666666666668,6,8500,MIA@CLE,MIA,CLE,,,,,,RB/FLEX
121620-69531,QB,Jalen,Jalen Hurts,Hurts,20.896666208902996,6,8400,PHI@MIN,PHI,MIN,,,,,,QB
121620-31716,QB,Dak,Dak Prescott,Prescott,22.09666697184245,6,8300,WAS@DAL,DAL,WAS,,,,,,QB
121620-91419,WR,Nico,Nico Collins,Collins,12.4,5,8200,HOU@SEA,HOU,SEA,,,,,,WR/FLEX
121620-152316,QB,Drake,Drake Maye,Maye,20.896666208902996,6,8200,NE@TEN,NE,TEN,,,,,,QB
121620-41535,QB,Baker,Baker Mayfield,Mayfield,21.56000010172526,6,8100,TB@DET,TB,DET,,,,,,QB
121620-57439,QB,Patrick,Patrick Mahomes,Mahomes,25.29333241780599,6,8000,LV@KC,KC,LV,,,,,,QB
121620-110246,WR,George,George Pickens,Pickens,18.416666666666668,6,8000,WAS@DAL,DAL,WAS,,,,,,WR/FLEX
121620-112745,WR,Drake,Drake London,London,15.139999389648438,5,7900,ATL@SF,ATL,SF,,,,,,WR/FLEX
121620-152113,QB,Caleb,Caleb Williams,Williams,20.79199981689453,5,7900,NO@CHI,CHI,NO,,,,,,QB
121620-120033,WR,Rome,Rome Odunze,Odunze,15.360000610351562,5,7800,NO@CHI,CHI,NO,,,,,,WR/FLEX
121620-69017,QB,Jordan,Jordan Love,Love,18.832000732421875,5,7800,GB@ARI,GB,ARI,,,,,,QB
121620-72297,RB,Rico,Rico Dowdle,Dowdle,14.59999974568685,6,7800,CAR@NYJ,CAR,NYJ,,,,,,RB/FLEX
121620-32384,WR,Mike,Mike Evans,Evans,9,3,7800,TB@DET,TB,DET,Q,Hamstring,,,,WR/FLEX
