Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
121867-89675,RB,Jonathan,Jonathan Taylor,Taylor,25.24285670689174,7,10200,TEN@IND,IND,TEN,,,,,,RB/FLEX
121867-136855,RB,Bijan,Bijan Robinson,Robinson,23.73333231608073,6,10000,MIA@ATL,ATL,MIA,,,,,,RB/FLEX
121867-85701,WR,Ja'Marr,Ja'Marr Chase,Chase,18.5,7,9600,NYJ@CIN,CIN,NYJ,,,,,,WR/FLEX
121867-72731,RB,Josh,Josh Jacobs,Jacobs,19.21666717529297,6,9300,GB@PIT,GB,PIT,,,,,,RB/FLEX
121867-55050,RB,Christian,Christian McCaffrey,McCaffrey,23.371429443359375,7,9100,SF@HOU,SF,HOU,,,,,,RB/FLEX
121867-86631,WR,CeeDee,CeeDee Lamb,Lamb,19.566666920979817,3,9000,DAL@DEN,DAL,DEN,,,,,,WR/FLEX
121867-62239,QB,Josh,Josh Allen,Allen,23.37999979654948,6,9000,BUF@CAR,BUF,CAR,,,,,,QB
121867-69531,QB,Jalen,Jalen Hurts,Hurts,21.774285452706472,7,8800,NYG@PHI,PHI,NYG,,,,,,QB
121867-63115,QB,Lamar,Lamar Jackson,Jackson,23.59000015258789,4,8700,CHI@BAL,BAL,CHI,O,Hamstring,,,,QB
121867-72846,WR,A.J.,A.J. Brown,Brown,11.142857142857142,7,8400,NYG@PHI,PHI,NYG,O,Hamstring,,,,WR/FLEX
121867-93541,RB,Javonte,Javonte Williams,Williams,17.885713849748885,7,8400,DAL@DEN,DAL,DEN,,,,,,RB/FLEX
121867-102785,QB,Jayden,Jayden Daniels,Daniels,19.467999267578126,5,8400,WAS@KC,WAS,KC,O,Hamstring,,,,QB
121867-111311,WR,Rashee,Rashee Rice,Rice,19.700000762939453,1,8400,WAS@KC,KC,WAS,,,,,,WR/FLEX
121867-41535,QB,Baker,Baker Mayfield,Mayfield,20.21142796107701,7,8300,TB@NO,TB,NO,,,,,,QB
121867-91419,WR,Nico,Nico Collins,Collins,11.116666158040365,6,8200,SF@HOU,HOU,SF,O,Concussion,,,,WR/FLEX
121867-91626,RB,James,James Cook III,Cook III,17.933333079020183,6,8200,BUF@CAR,BUF,CAR,,,,,,RB/FLEX
121867-57439,QB,Patrick,Patrick Mahomes,Mahomes,25.428571428571427,7,8100,WAS@KC,KC,WAS,,,,,,QB
121867-64401,RB,Saquon,Saquon Barkley,Barkley,12.057143075125557,7,8100,NYG@PHI,PHI,NYG,,,,,,RB/FLEX
121867-39280,RB,Derrick,Derrick Henry,Henry,12.800000508626303,6,8000,CHI@BAL,BAL,CHI,,,,,,RB/FLEX
121867-32384,WR,Mike,Mike Evans,Evans,6.75,4,8000,TB@NO,TB,NO,IR,Collarbone,,,,WR/FLEX
121867-31716,QB,Dak,Dak Prescott,Prescott,22.26285661969866,7,8000,DAL@DEN,DAL,DEN,,,,,,QB
121867-138820,RB,De'Von,De'Von Achane,Achane,17.614286150251115,7,7900,MIA@ATL,MIA,ATL,,,,,,RB/FLEX
121867-112745,WR,Drake,Drake London,London,13.65000025431315,6,7800,MIA@ATL,ATL,MIA,Q,Hip,,,,WR/FLEX
121867-169410,RB,Quinshon,Quinshon Judkins,Judkins,15.066666920979818,6,7800,CLE@NE,CLE,NE,,,,,,RB/FLEX
121867-102965,QB,Bo,Bo Nix,Nix,20.634286063058035,7,7800,DAL@DEN,DEN,DAL,,,,,,QB
121867-63519,QB,Daniel,Daniel Jones,Jones,20.84285627092634,7,7700,TEN@IND,IND,TEN,,,,,,QB
121867-57403,WR,Courtland,Courtland Sutton,Sutton,12.342857360839844,7,7700,DAL@DEN,DEN,DAL,,,,,,WR/FLEX
121867-152664,RB,Bucky,Bucky Irving,Irving,16.375,4,7700,TB@NO,TB,NO,O,Foot,,,,RB/FLEX
121867-103564,WR,Garrett,Garrett Wilson,Wilson,13.583333333333334,6,7600,NYJ@CIN,NYJ,CIN,O,Knee,,,,WR/FLEX
121867-152316,QB,Drake,Drake Maye,Maye,21.208572387695312,7,7600,CLE@NE,NE,CLE,,,,,,QB
121867-152655,WR,Emeka,Emeka Egbuka,Egbuka,15.299999782017299,7,7500,TB@NO,TB,NO,,,,,,WR/FLEX
121867-152113,QB,Caleb,Caleb Williams,Williams,18.273333231608074,6,7500,CHI@BAL,CHI,BAL,,,,,,QB
121867-69017,QB,Jordan,Jordan Love,Love,17.919999440511067,6,7400,GB@PIT,GB,PIT,,,,,,QB
121867-151966,QB,Jaxson,Jaxson Dart,Dart,15.073333740234375,6,7400,NYG@PHI,NYG,PHI,,,,,,QB
121867-103064,RB,Breece,Breece Hall,Hall,10.67142813546317,7,7400,NYJ@CIN,NYJ,CIN,Q,Knee,,,,RB/FLEX
121867-120033,WR,Rome,Rome Odunze,Odunze,13.483333587646484,6,7300,CHI@BAL,CHI,BAL,,,,,,WR/FLEX
