name,position,team,game,salary,value,ceilingValue,consensus,p90,p10,mu,sigma_lower,sigma_upper,floorVariance,ceilingVariance,varianceSource,fpProjPts,espnScoreProjection,espnLowScore,espnHighScore,espnOutsideProjection,espnSimulationProjection,projTeamPts,projOppPts,tdOdds,tdProbability,espnId,injury
konata mumpfield,WR,LAR,SEA@LAR,4300,0.23,0.526,1,2.26,0.63,0,0.3586529896619776,0.6364324880193399,0.3688407230803515,1.2304197946060706,FALLBACK,1,,,,,,25.75,22.75,+5500,1.79,4710855,: 
kameron johnson,WR,TB,TB@BUF,4700,0.19,0.526,0.9,2.47,0.6,-0.10536051565782628,0.32035356166424456,0.788921312882197,0.3688407230803515,1.2304197946060706,FALLBACK,0.9,,,,,,20.25,26.25,+8000,1.23,5097554,: 
tucker fisk,TE,LAC,LAC@JAC,4300,0.3,0.521,1.3,2.24,0.64,0.26236426446749106,0.5494822938497224,0.42606664894029683,0.5056766934100616,1.0185391151935956,FALLBACK,1.3,,,,,,23.25,20.25,+6500,1.52,4242558,: 
jamari thrash,WR,CLE,BAL@CLE,4400,0.23,0.509,1,2.24,0.66,0,0.32028218068888153,0.6299003822782245,0.3688407230803515,1.2304197946060706,FALLBACK,1,,,,,,15.50,23.00,+6500,1.52,4428678,: 
clyde edwardshelaire,RB,KC,KC@DEN,4000,0.28,0.502,1.1,2.01,0.51,0.09531017980432493,0.5993350015229283,0.4717897143496365,0.546384830071973,0.6646131192707947,FALLBACK,1.1,,,,,,25.00,20.50,0,0,4242214,: 
brevyn spannford,TE,DAL,DAL@LV,4100,0.24,0.498,1,2.04,0.49,0,0.5495035009097305,0.556057047037426,0.5056766934100616,1.0185391151935956,FALLBACK,1,,,,,,26.50,23.00,+7000,1.41,4360967,: 
john fitzpatrick,TE,GB,GB@NYG,4900,0.29,0.496,1.4,2.43,0.69,0.33647223662121284,0.5493049482765574,0.42983521441497247,0.5056766934100616,1.0185391151935956,FALLBACK,1.4,,,,,,24.25,17.25,+4000,2.44,4379401,: 
austin trammell,WR,JAC,LAC@JAC,4200,0.21,0.486,0.9,2.04,0.57,-0.10536051565782628,0.35855947381690834,0.6384840060774873,0.3688407230803515,1.2304197946060706,FALLBACK,0.9,,,,,,,,+4500,2.17,4244856,: 
george holani,RB,SEA,SEA@LAR,4200,0.29,0.479,1.2,2.01,0.54,0.1823215567939546,0.6166599851829985,0.40257213799666347,0.546384830071973,0.6646131192707947,FALLBACK,1.2,,,,,,22.75,25.75,+10000,0.99,4429835,: 
josh whyle,TE,GB,GB@NYG,4000,0.25,0.432,1,1.73,0.49,0,0.5494822938497225,0.42565314311356384,0.5056766934100616,1.0185391151935956,FALLBACK,1,,,,,,24.25,17.25,+6500,1.52,4360086,: 
patrick ricard,RB,BAL,BAL@CLE,4000,0.23,0.415,0.9,1.66,0.42,-0.10536051565782628,0.5990182735830212,0.47883010635289647,0.546384830071973,0.6646131192707947,FALLBACK,0.9,,,,,,23.00,15.50,+5500,1.79,2975417,: 
dylan laube,RB,LV,DAL@LV,4100,0.24,0.407,1,1.67,0.4,0,0.7069740698878354,0.40223528217493615,0.546384830071973,0.6646131192707947,FALLBACK,1,,,,,,23.00,26.50,+11000,0.90,4366963,: 
nick kallerup,TE,SEA,SEA@LAR,4200,0.19,0.388,0.8,1.63,0.4,-0.2231435513142097,0.5495382046148419,0.5548740141905352,0.5056766934100616,1.0185391151935956,FALLBACK,0.8,,,,,,22.75,25.75,+8000,1.23,4569547,: 
josiah deguara,TE,ARI,SF@ARI,4000,0.15,0.362,0.6,1.45,0.31,-0.5108256237659907,0.5192749283607974,0.686229202975416,0.5056766934100616,1.0185391151935956,FALLBACK,0.6,,,,,,22.50,26.00,+8000,1.23,3914151,: 
hunter luepke,RB,DAL,DAL@LV,4100,0.2,0.361,0.8,1.48,0.37,-0.2231435513142097,0.5991014243394961,0.4785241487737208,0.546384830071973,0.6646131192707947,FALLBACK,0.8,,,,,,26.50,23.00,+7500,1.32,4383396,: 
blake whiteheart,TE,CLE,BAL@CLE,4000,0.17,0.355,0.7,1.42,0.36,-0.35667494393873245,0.5193751921796699,0.5531620406833179,0.5056766934100616,1.0185391151935956,FALLBACK,0.7,,,,,,15.50,23.00,+14000,0.71,4362018,: 
adam prentice,RB,DEN,KC@DEN,4000,0.2,0.335,0.8,1.34,0.32,-0.2231435513142097,0.7069581452001219,0.4022076645925793,0.546384830071973,0.6646131192707947,FALLBACK,0.8,,,,,,20.50,25.00,+10000,0.99,3929914,: 
cj ham,RB,MIN,CHI@MIN,4000,0.2,0.335,0.8,1.34,0.36,-0.2231435513142097,0.6166175209378962,0.40361307860085804,0.546384830071973,0.6646131192707947,FALLBACK,0.8,,,,,,25.25,22.25,+8000,1.23,4012556,: 
zavier scott,RB,MIN,CHI@MIN,4600,0.2,0.328,0.9,1.51,0.41,-0.10536051565782628,0.6166175209378962,0.40361307860085804,0.546384830071973,0.6646131192707947,FALLBACK,0.9,,,,,,25.25,22.25,+8000,1.23,4257364,: 
trevor etienne,RB,CAR,CAR@ATL,4200,0.19,0.319,0.8,1.34,0.32,-0.2231435513142097,0.7069386821342586,0.40217390844220435,0.546384830071973,0.6646131192707947,FALLBACK,0.8,,,,,,19.00,22.50,+9000,1.10,4685350,: 
durham smythe,TE,CHI,CHI@MIN,4000,0.15,0.305,0.6,1.22,0.3,-0.5108256237659907,0.5495844786226834,0.5534151925772098,0.5056766934100616,1.0185391151935956,FALLBACK,0.6,,,,,,22.25,25.25,+10000,0.99,3052897,: 
david martinrobinson,TE,TEN,HOU@TEN,4000,0.15,0.305,0.6,1.22,0.31,-0.5108256237659907,0.5192749283607974,0.555433917602371,0.5056766934100616,1.0185391151935956,FALLBACK,0.6,,,,,,16.00,21.50,+8000,1.23,4360978,: 
roschon johnson,RB,CHI,CHI@MIN,4100,0.17,0.288,0.7,1.18,0.32,-0.35667494393873245,0.6165449831980687,0.4055948700257749,0.546384830071973,0.6646131192707947,FALLBACK,0.7,,,,,,22.25,25.25,+6000,1.64,4426386,: 
keleki latu,TE,BUF,TB@BUF,4000,0.13,0.255,0.5,1.02,0.25,-0.6931471805599453,0.5495844786226836,0.5532802057128591,0.5056766934100616,1.0185391151935956,FALLBACK,0.5,,,,,,26.25,20.25,+10000,0.99,,: 
robbie ouzts,TE,SEA,SEA@LAR,4000,0.13,0.255,0.5,1.02,0.25,-0.6931471805599453,0.5496153294858515,0.5526663345763303,0.5056766934100616,1.0185391151935956,FALLBACK,0.5,,,,,,22.75,25.75,+12000,0.83,4691688,: 
chris manhertz,TE,NYG,GB@NYG,4000,0.13,0.255,0.5,1.02,0.26,-0.6931471805599453,0.5192999931077391,0.5550916479708358,0.5056766934100616,1.0185391151935956,FALLBACK,0.5,,,,,,17.25,24.25,+9000,1.10,2531358,: 
thomas fidone,TE,NYG,GB@NYG,4000,0.13,0.255,0.5,1.02,0.26,-0.6931471805599453,0.5192749283607972,0.5556854105334519,0.5056766934100616,1.0185391151935956,FALLBACK,0.5,,,,,,17.25,24.25,+8000,1.23,4590292,: 
robert tonyan,TE,KC,KC@DEN,4100,0.12,0.246,0.5,1.01,0.25,-0.6931471805599453,0.5496153294858515,0.5523264515545204,0.5056766934100616,1.0185391151935956,FALLBACK,0.5,,,,,,25.00,20.50,+12000,0.83,2975674,: 
julius chestnut,RB,TEN,HOU@TEN,4100,0.15,0.244,0.6,1,0.24,-0.5108256237659907,0.7069386821342586,0.40197134086791725,0.546384830071973,0.6646131192707947,FALLBACK,0.6,,,,,,16.00,21.50,+9000,1.10,4367567,: 
british brooks,RB,HOU,HOU@TEN,4000,0.13,0.23,0.5,0.92,0.23,-0.6931471805599453,0.599101424339496,0.4769876528786681,0.546384830071973,0.6646131192707947,FALLBACK,0.5,,,,,,21.50,16.00,+7500,1.32,4373273,: 
isaac guerendo,RB,SF,SF@ARI,4000,0.13,0.23,0.5,0.92,0.23,-0.6931471805599453,0.5991403490148859,0.47727091902287855,0.546384830071973,0.6646131192707947,FALLBACK,0.5,,,,,,26.00,22.50,+9000,1.10,4372561,: 
teagan quitoriano,TE,ATL,CAR@ATL,4000,0.13,0.215,0.5,0.86,0.25,-0.6931471805599453,0.5495844786226836,0.4232336915709401,0.5056766934100616,1.0185391151935956,FALLBACK,0.5,,,,,,22.50,19.00,+10000,0.99,4374045,: 
nathan carter,RB,ATL,CAR@ATL,4300,0.12,0.214,0.5,0.92,0.23,-0.6931471805599453,0.5991598120807492,0.4758738250069447,0.546384830071973,0.6646131192707947,FALLBACK,0.5,,,,,,22.50,19.00,+10000,0.99,4605841,: 
owen wright,RB,TB,TB@BUF,4000,0.13,0.21,0.5,0.84,0.2,-0.6931471805599453,0.7068643730752153,0.4048294268894151,0.546384830071973,0.6646131192707947,FALLBACK,0.5,,,,,,20.25,26.25,+6500,1.52,4249616,: 
aj dillon,RB,PHI,DET@PHI,4800,0.13,0.208,0.6,1,0.27,-0.5108256237659907,0.6168351746251778,0.3976373244236796,0.546384830071973,0.6646131192707947,FALLBACK,0.6,,,,,,24.50,22.00,0,0,4239934,: 
zach horton,TE,DET,DET@PHI,4000,0.1,0.203,0.4,0.81,0.2,-0.916290731874155,0.549775387917023,0.5480653750921926,0.5056766934100616,1.0185391151935956,FALLBACK,0.4,,,,,,22.00,24.50,0,0,,: 
liljordan humphrey,WR,DEN,KC@DEN,4200,0.07,0.198,0.3,0.83,0.2,-1.2039728043259361,0.32021572840874163,0.7917683073662796,0.3688407230803515,1.2304197946060706,FALLBACK,0.3,,,,,,20.50,25.00,+5500,1.79,4039057,: 
brittain brown,RB,CHI,CHI@MIN,4300,0.12,0.193,0.5,0.83,0.23,-0.6931471805599453,0.6168351746251777,0.3976373244236796,0.546384830071973,0.6646131192707947,FALLBACK,0.5,,,,,,22.25,25.25,0,0,4036032,: 
trayveon williams,RB,LAC,LAC@JAC,4400,0.11,0.191,0.5,0.84,0.23,-0.6931471805599453,0.6165662130580918,0.40427137862848267,0.546384830071973,0.6646131192707947,FALLBACK,0.5,,,,,,23.25,20.25,+6500,1.52,4035222,: 
elijah mitchell,RB,KC,KC@DEN,4000,0.1,0.185,0.4,0.74,0.19,-0.916290731874155,0.5991403490148859,0.47686622161652537,0.546384830071973,0.6646131192707947,FALLBACK,0.4,,,,,,25.00,20.50,+9000,1.10,4241555,: 
reggie gilliam,RB,BUF,TB@BUF,4000,0.1,0.185,0.4,0.74,0.19,-0.916290731874155,0.5991598120807492,0.4764815645700366,0.546384830071973,0.6646131192707947,FALLBACK,0.4,,,,,,26.25,20.25,+10000,0.99,4039505,: 
luke lachey,TE,HOU,HOU@TEN,4000,0.1,0.17,0.4,0.68,0.2,-0.916290731874155,0.549775387917023,0.418694145770353,0.5056766934100616,1.0185391151935956,FALLBACK,0.4,,,,,,21.50,16.00,0,0,4432338,: 
amar johnson,RB,LAC,LAC@JAC,4000,0.1,0.168,0.4,0.67,0.18,-0.916290731874155,0.616544983198069,0.4047927254500255,0.546384830071973,0.6646131192707947,FALLBACK,0.4,,,,,,23.25,20.25,+6000,1.64,4878878,: 
travis homer,RB,CHI,CHI@MIN,4100,0.1,0.163,0.4,0.67,0.18,-0.916290731874155,0.6165184466852704,0.40631865993599114,0.546384830071973,0.6646131192707947,FALLBACK,0.4,,,,,,22.25,25.25,+5500,1.79,4037457,: 
rasheen ali,RB,BAL,BAL@CLE,4000,0.07,0.138,0.3,0.55,0.14,-1.2039728043259361,0.5990448100958198,0.47824256180748087,0.546384830071973,0.6646131192707947,FALLBACK,0.3,,,,,,23.00,15.50,+6000,1.64,4690013,: 
sione vaki,RB,DET,DET@PHI,4100,0.07,0.122,0.3,0.5,0.14,-1.2039728043259361,0.616640522117135,0.40284875414875276,0.546384830071973,0.6646131192707947,FALLBACK,0.3,,,,,,22.00,24.50,+9000,1.10,4912274,Q: Ankle
marcedes lewis,TE,DEN,KC@DEN,4000,0.05,0.12,0.2,0.48,0.1,-1.6094379124341003,0.5192999931077392,0.6850627728167311,0.5056766934100616,1.0185391151935956,FALLBACK,0.2,,,,,,20.50,25.00,+9000,1.10,9614,: 
malachi corley,WR,CLE,BAL@CLE,4200,0.05,0.107,0.2,0.45,0.13,-1.6094379124341003,0.32035356166424445,0.6285607363353125,0.3688407230803515,1.2304197946060706,FALLBACK,0.2,,,,,,15.50,23.00,+8000,1.23,4613104,: 
kendall milton,RB,CIN,CIN@PIT,4000,0.05,0.085,0.2,0.34,0.1,-1.6094379124341003,0.5408656188293052,0.40257213799666325,0.546384830071973,0.6646131192707947,FALLBACK,0.2,,,,,,21.50,27.00,+10000,0.99,4429012,: 
cam akers,RB,MIN,CHI@MIN,4000,0.03,0.043,0.1,0.17,0.1,-2.3025850929940455,0.01,0.39763732442367944,0.546384830071973,0.6646131192707947,FALLBACK,0.1,,,,,,25.25,22.25,0,0,4240021,: 
