Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
121342-89675,RB,Jonathan,Jonathan Taylor,Taylor,23.860000610351562,5,10200,ARI@IND,IND,ARI,,,,,,RB/FLEX
121342-103020,WR,Puka,Puka Nacua,Nacua,23.4,5,9800,LAR@BAL,LAR,BAL,,,,,,WR/FLEX
121342-55050,RB,Christian,Christian McCaffrey,McCaffrey,20.88000030517578,5,9500,SF@TB,SF,TB,,,,,,RB/FLEX
121342-86997,WR,Amon-Ra,Amon-Ra St. Brown,St. Brown,20.18000030517578,5,9200,DET@KC,DET,KC,,,,,,WR/FLEX
121342-136855,RB,Bijan,Bijan Robinson,Robinson,22.100000381469727,4,9100,BUF@ATL,ATL,BUF,,,,,,RB/FLEX
121342-62239,QB,Josh,Josh Allen,Allen,24.575999450683593,5,9100,BUF@ATL,BUF,ATL,,,,,,QB
121342-129458,WR,Jaxon,Jaxon Smith-Njigba,Smith-Njigba,18.1,5,9000,SEA@JAC,SEA,JAC,,,,,,WR/FLEX
121342-63115,QB,Lamar,Lamar Jackson,Jackson,23.59000015258789,4,9000,LAR@BAL,BAL,LAR,O,Hamstring,,,,QB
121342-129368,RB,Jahmyr,Jahmyr Gibbs,Gibbs,16.939999389648438,5,8900,DET@KC,DET,KC,,,,,,RB/FLEX
121342-85701,WR,Ja'Marr,Ja'Marr Chase,Chase,15.260000610351563,5,8800,CIN@GB,CIN,GB,Q,Illness,,,,WR/FLEX
121342-72731,RB,Josh,Josh Jacobs,Jacobs,16.875,4,8700,CIN@GB,GB,CIN,,,,,,RB/FLEX
121342-91626,RB,James,James Cook III,Cook III,19.780000305175783,5,8600,BUF@ATL,BUF,ATL,,,,,,RB/FLEX
121342-69189,QB,Justin,Justin Herbert,Herbert,19.69199981689453,5,8500,LAC@MIA,LAC,MIA,,,,,,QB
121342-86631,WR,CeeDee,CeeDee Lamb,Lamb,18.100000381469727,2,8500,DAL@CAR,DAL,CAR,O,Ankle,,,,WR/FLEX
121342-102785,QB,Jayden,Jayden Daniels,Daniels,18.986666361490887,3,8400,CHI@WAS,WAS,CHI,,,,,,QB
121342-104433,RB,Kyren,Kyren Williams,Williams,15.319999694824219,5,8400,LAR@BAL,LAR,BAL,,,,,,RB/FLEX
121342-69017,QB,Jordan,Jordan Love,Love,19.549999237060547,4,8300,CIN@GB,GB,CIN,,,,,,QB
121342-41535,QB,Baker,Baker Mayfield,Mayfield,21.944000244140625,5,8200,SF@TB,TB,SF,,,,,,QB
121342-152655,WR,Emeka,Emeka Egbuka,Egbuka,19.18000030517578,5,8100,SF@TB,TB,SF,,,,,,WR/FLEX
121342-138820,RB,De'Von,De'Von Achane,Achane,16,5,8100,LAC@MIA,MIA,LAC,,,,,,RB/FLEX
121342-167031,RB,Ashton,Ashton Jeanty,Jeanty,14.419999694824218,5,8000,TEN@LV,LV,TEN,,,,,,RB/FLEX
121342-38435,QB,Jared,Jared Goff,Goff,19.075999450683593,5,8000,DET@KC,DET,KC,,,,,,QB
121342-31716,QB,Dak,Dak Prescott,Prescott,22.047999572753906,5,8000,DAL@CAR,DAL,CAR,,,,,,QB
121342-57439,QB,Patrick,Patrick Mahomes,Mahomes,24.055999755859375,5,7900,DET@KC,KC,DET,,,,,,QB
