Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
122526-103020,WR,Puka,Puka Nacua,Nacua,20.014286586216517,7,9900,LAR@SF,LAR,SF,,,,,,WR/FLEX
122526-55050,RB,Christian,Christian McCaffrey,McCaffrey,22.966666327582466,9,9700,LAR@SF,SF,LAR,,,,,,RB/FLEX
122526-129458,WR,Jaxon,Jaxon Smith-Njigba,Smith-Njigba,20.75,8,9500,ARI@SEA,SEA,ARI,,,,,,WR/FLEX
122526-86997,WR,Amon-Ra,Amon-Ra St. Brown,St. Brown,17.737499237060547,8,9300,DET@WAS,DET,WAS,,,,,,WR/FLEX
122526-91626,RB,James,James Cook III,Cook III,20.024999618530273,8,9200,BUF@MIA,BUF,MIA,,,,,,RB/FLEX
122526-62239,QB,Josh,Josh Allen,Allen,24.040000915527344,8,9200,BUF@MIA,BUF,MIA,,,,,,QB
122526-72731,RB,Josh,Josh Jacobs,Jacobs,18.162500381469727,8,9000,PHI@GB,GB,PHI,,,,,,RB/FLEX
122526-63115,QB,Lamar,Lamar Jackson,Jackson,23.98399963378906,5,9000,BAL@MIN,BAL,MIN,,,,,,QB
122526-85671,WR,Justin,Justin Jefferson,Jefferson,13.350000381469727,8,9000,BAL@MIN,MIN,BAL,,,,,,WR/FLEX
122526-69531,QB,Jalen,Jalen Hurts,Hurts,22.22249984741211,8,8900,PHI@GB,PHI,GB,,,,,,QB
122526-129368,RB,Jahmyr,Jahmyr Gibbs,Gibbs,16.787500381469727,8,8800,DET@WAS,DET,WAS,,,,,,RB/FLEX
122526-102785,QB,Jayden,Jayden Daniels,Daniels,18.926666259765625,6,8800,DET@WAS,WAS,DET,O,Elbow,,,,QB
122526-45889,WR,Davante,Davante Adams,Adams,14.762499809265137,8,8800,LAR@SF,LAR,SF,,,,,,WR/FLEX
122526-138820,RB,De'Von,De'Von Achane,Achane,17.166666666666668,9,8500,BUF@MIA,MIA,BUF,,,,,,RB/FLEX
