Score,Total Projected Pts,Total Cost,Proj Pts Weight,QB,SP1,SP2,SP3,SP4,SP5,SP6,SP7,D
7.89738,106.8,60000,0.67,brandon allen,rico dowdle,rachaad white,josh jacobs,stefon diggs,puka nacua,keenan allen,trey mcbride,browns
7.89738,106.8,60000,0.67,kirk cousins,rico dowdle,rachaad white,josh jacobs,stefon diggs,puka nacua,keenan allen,trey mcbride,browns
7.89738,106.8,60000,0.67,drew lock,rico dowdle,rachaad white,josh jacobs,stefon diggs,puka nacua,keenan allen,trey mcbride,browns
7.89719,106.7,60000,0.67,marcus mariota,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,drake london,puka nacua,sam laporta,browns
7.89719,106.7,59800,0.67,anthony richardson sr,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,drake london,puka nacua,sam laporta,browns
7.89664,105.7,60000,0.67,brandon allen,rico dowdle,jacory croskeymerritt,javonte williams,stefon diggs,puka nacua,keenan allen,trey mcbride,packers
7.89664,105.7,60000,0.67,kirk cousins,rico dowdle,jacory croskeymerritt,javonte williams,stefon diggs,puka nacua,keenan allen,trey mcbride,packers
7.89664,105.7,60000,0.67,drew lock,rico dowdle,jacory croskeymerritt,javonte williams,stefon diggs,puka nacua,keenan allen,trey mcbride,packers
7.89574,106.4,59900,0.67,marcus mariota,rico dowdle,jacory croskeymerritt,javonte williams,stefon diggs,puka nacua,george pickens,trey mcbride,browns
7.89574,106.4,59700,0.67,anthony richardson sr,rico dowdle,jacory croskeymerritt,javonte williams,stefon diggs,puka nacua,george pickens,trey mcbride,browns
7.89532,107.1,60000,0.67,anthony richardson sr,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,drake london,puka nacua,trey mcbride,dolphins
7.89416,106.5,60000,0.67,anthony richardson sr,rico dowdle,christian mccaffrey,jacory croskeymerritt,stefon diggs,puka nacua,george pickens,zach ertz,browns
7.89376,105.5,59900,0.67,nick mullens,rico dowdle,josh jacobs,jacory croskeymerritt,puka nacua,keenan allen,ladd mcconkey,trey mcbride,browns
7.89376,105.5,59900,0.67,mason rudolph,rico dowdle,josh jacobs,jacory croskeymerritt,puka nacua,keenan allen,ladd mcconkey,trey mcbride,browns
7.89376,105.5,59900,0.67,shedeur sanders,rico dowdle,josh jacobs,jacory croskeymerritt,puka nacua,keenan allen,ladd mcconkey,trey mcbride,browns
7.89372,105.6,60000,0.67,anthony richardson sr,rico dowdle,josh jacobs,jacory croskeymerritt,drake london,puka nacua,george pickens,michael mayer,browns
7.89315,106.4,60000,0.67,tyler shough,rico dowdle,josh jacobs,javonte williams,stefon diggs,drake london,puka nacua,michael mayer,browns
7.89315,106.4,60000,0.67,andy dalton,rico dowdle,josh jacobs,javonte williams,stefon diggs,drake london,puka nacua,michael mayer,browns
7.89315,106.4,60000,0.67,zach wilson,rico dowdle,josh jacobs,javonte williams,stefon diggs,drake london,puka nacua,michael mayer,browns
7.89315,106.4,60000,0.67,jimmy garoppolo,rico dowdle,josh jacobs,javonte williams,stefon diggs,drake london,puka nacua,michael mayer,browns
7.89315,106.4,60000,0.67,joe milton,rico dowdle,josh jacobs,javonte williams,stefon diggs,drake london,puka nacua,michael mayer,browns
7.89315,106.4,60000,0.67,mitchell trubisky,rico dowdle,josh jacobs,javonte williams,stefon diggs,drake london,puka nacua,michael mayer,browns
7.89315,106.4,60000,0.67,malik willis,rico dowdle,josh jacobs,javonte williams,stefon diggs,drake london,puka nacua,michael mayer,browns
7.89261,104.3,60000,0.67,anthony richardson sr,rico dowdle,josh jacobs,jacory croskeymerritt,puka nacua,keenan allen,ladd mcconkey,zach ertz,packers
7.89216,106.3,60000,0.67,tyler shough,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,drake london,puka nacua,hunter henry,browns
7.89216,106.3,60000,0.67,andy dalton,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,drake london,puka nacua,hunter henry,browns
7.89216,106.3,60000,0.67,zach wilson,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,drake london,puka nacua,hunter henry,browns
7.89216,106.3,60000,0.67,jimmy garoppolo,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,drake london,puka nacua,hunter henry,browns
7.89216,106.3,60000,0.67,joe milton,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,drake london,puka nacua,hunter henry,browns
7.89216,106.3,60000,0.67,mitchell trubisky,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,drake london,puka nacua,hunter henry,browns
7.89216,106.3,60000,0.67,malik willis,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,drake london,puka nacua,hunter henry,browns
7.8921,105.6,60000,0.67,joshua dobbs,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,puka nacua,keenan allen,jake ferguson,browns
7.8921,105.6,60000,0.67,tyson bagent,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,puka nacua,keenan allen,jake ferguson,browns
7.89082,106.0,60000,0.67,gardner minshew,rico dowdle,jacory croskeymerritt,javonte williams,drake london,puka nacua,keenan allen,trey mcbride,browns
7.88998,105.2,60000,0.67,anthony richardson sr,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,puka nacua,george pickens,michael mayer,packers
7.88788,106.3,59900,0.67,joshua dobbs,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,puka nacua,george pickens,sam laporta,browns
7.88788,106.3,59900,0.67,tyson bagent,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,puka nacua,george pickens,sam laporta,browns
7.88783,106.7,60000,0.67,gardner minshew,rico dowdle,rachaad white,josh jacobs,stefon diggs,puka nacua,keenan allen,trey mcbride,browns
7.88764,106.6,59800,0.67,tyler shough,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,drake london,puka nacua,sam laporta,browns
7.88764,106.6,59800,0.67,andy dalton,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,drake london,puka nacua,sam laporta,browns
7.88764,106.6,59800,0.67,zach wilson,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,drake london,puka nacua,sam laporta,browns
7.88764,106.6,59800,0.67,jimmy garoppolo,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,drake london,puka nacua,sam laporta,browns
7.88764,106.6,59800,0.67,joe milton,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,drake london,puka nacua,sam laporta,browns
7.88764,106.6,59800,0.67,mitchell trubisky,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,drake london,puka nacua,sam laporta,browns
7.88764,106.6,59800,0.67,malik willis,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,drake london,puka nacua,sam laporta,browns
7.88719,106.0,60000,0.67,anthony richardson sr,rico dowdle,jacory croskeymerritt,javonte williams,stefon diggs,puka nacua,davante adams,trey mcbride,browns
7.88714,104.9,60000,0.67,anthony richardson sr,rico dowdle,jacory croskeymerritt,javonte williams,puka nacua,keenan allen,emeka egbuka,sam laporta,browns
7.88709,105.6,60000,0.67,gardner minshew,rico dowdle,jacory croskeymerritt,javonte williams,stefon diggs,puka nacua,keenan allen,trey mcbride,packers
7.88704,107.1,60000,0.67,marcus mariota,rico dowdle,josh jacobs,javonte williams,stefon diggs,drake london,george pickens,trey mcbride,browns
7.88704,107.1,59800,0.67,anthony richardson sr,rico dowdle,josh jacobs,javonte williams,stefon diggs,drake london,george pickens,trey mcbride,browns
7.88691,106.0,59900,0.67,jake browning,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,puka nacua,keenan allen,trey mcbride,browns
7.88618,106.3,60000,0.67,anthony richardson sr,rico dowdle,jacory croskeymerritt,javonte williams,stefon diggs,puka nacua,george pickens,trey mcbride,raiders
7.88618,106.3,59700,0.67,tyler shough,rico dowdle,jacory croskeymerritt,javonte williams,stefon diggs,puka nacua,george pickens,trey mcbride,browns
7.88618,106.3,59700,0.67,andy dalton,rico dowdle,jacory croskeymerritt,javonte williams,stefon diggs,puka nacua,george pickens,trey mcbride,browns
7.88618,106.3,59700,0.67,zach wilson,rico dowdle,jacory croskeymerritt,javonte williams,stefon diggs,puka nacua,george pickens,trey mcbride,browns
7.88618,106.3,59700,0.67,jimmy garoppolo,rico dowdle,jacory croskeymerritt,javonte williams,stefon diggs,puka nacua,george pickens,trey mcbride,browns
7.88618,106.3,59700,0.67,joe milton,rico dowdle,jacory croskeymerritt,javonte williams,stefon diggs,puka nacua,george pickens,trey mcbride,browns
7.88618,106.3,59700,0.67,mitchell trubisky,rico dowdle,jacory croskeymerritt,javonte williams,stefon diggs,puka nacua,george pickens,trey mcbride,browns
7.88618,106.3,59700,0.67,malik willis,rico dowdle,jacory croskeymerritt,javonte williams,stefon diggs,puka nacua,george pickens,trey mcbride,browns
7.88594,106.6,59800,0.67,marcus mariota,rico dowdle,jacory croskeymerritt,javonte williams,stefon diggs,drake london,puka nacua,trey mcbride,browns
7.88594,106.6,59600,0.67,anthony richardson sr,rico dowdle,jacory croskeymerritt,javonte williams,stefon diggs,drake london,puka nacua,trey mcbride,browns
7.88576,107.0,60000,0.67,tyler shough,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,drake london,puka nacua,trey mcbride,dolphins
7.88576,107.0,60000,0.67,andy dalton,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,drake london,puka nacua,trey mcbride,dolphins
7.88576,107.0,60000,0.67,zach wilson,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,drake london,puka nacua,trey mcbride,dolphins
7.88576,107.0,60000,0.67,jimmy garoppolo,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,drake london,puka nacua,trey mcbride,dolphins
7.88576,107.0,60000,0.67,joe milton,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,drake london,puka nacua,trey mcbride,dolphins
7.88576,107.0,60000,0.67,mitchell trubisky,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,drake london,puka nacua,trey mcbride,dolphins
7.88576,107.0,60000,0.67,malik willis,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,drake london,puka nacua,trey mcbride,dolphins
7.8846,106.4,60000,0.67,tyler shough,rico dowdle,christian mccaffrey,jacory croskeymerritt,stefon diggs,puka nacua,george pickens,zach ertz,browns
7.8846,106.4,60000,0.67,andy dalton,rico dowdle,christian mccaffrey,jacory croskeymerritt,stefon diggs,puka nacua,george pickens,zach ertz,browns
7.8846,106.4,60000,0.67,zach wilson,rico dowdle,christian mccaffrey,jacory croskeymerritt,stefon diggs,puka nacua,george pickens,zach ertz,browns
7.8846,106.4,60000,0.67,jimmy garoppolo,rico dowdle,christian mccaffrey,jacory croskeymerritt,stefon diggs,puka nacua,george pickens,zach ertz,browns
7.8846,106.4,60000,0.67,joe milton,rico dowdle,christian mccaffrey,jacory croskeymerritt,stefon diggs,puka nacua,george pickens,zach ertz,browns
7.8846,106.4,60000,0.67,mitchell trubisky,rico dowdle,christian mccaffrey,jacory croskeymerritt,stefon diggs,puka nacua,george pickens,zach ertz,browns
7.8846,106.4,60000,0.67,malik willis,rico dowdle,christian mccaffrey,jacory croskeymerritt,stefon diggs,puka nacua,george pickens,zach ertz,browns
7.8842,105.4,59900,0.67,brandon allen,rico dowdle,josh jacobs,jacory croskeymerritt,puka nacua,keenan allen,ladd mcconkey,trey mcbride,browns
7.8842,105.4,59900,0.67,kirk cousins,rico dowdle,josh jacobs,jacory croskeymerritt,puka nacua,keenan allen,ladd mcconkey,trey mcbride,browns
7.8842,105.4,59900,0.67,drew lock,rico dowdle,josh jacobs,jacory croskeymerritt,puka nacua,keenan allen,ladd mcconkey,trey mcbride,browns
7.88416,105.5,60000,0.67,tyler shough,rico dowdle,josh jacobs,jacory croskeymerritt,drake london,puka nacua,george pickens,michael mayer,browns
7.88416,105.5,60000,0.67,andy dalton,rico dowdle,josh jacobs,jacory croskeymerritt,drake london,puka nacua,george pickens,michael mayer,browns
7.88416,105.5,60000,0.67,zach wilson,rico dowdle,josh jacobs,jacory croskeymerritt,drake london,puka nacua,george pickens,michael mayer,browns
7.88416,105.5,60000,0.67,jimmy garoppolo,rico dowdle,josh jacobs,jacory croskeymerritt,drake london,puka nacua,george pickens,michael mayer,browns
7.88416,105.5,60000,0.67,joe milton,rico dowdle,josh jacobs,jacory croskeymerritt,drake london,puka nacua,george pickens,michael mayer,browns
7.88416,105.5,60000,0.67,mitchell trubisky,rico dowdle,josh jacobs,jacory croskeymerritt,drake london,puka nacua,george pickens,michael mayer,browns
7.88416,105.5,60000,0.67,malik willis,rico dowdle,josh jacobs,jacory croskeymerritt,drake london,puka nacua,george pickens,michael mayer,browns
7.88359,106.3,60000,0.67,joshua dobbs,rico dowdle,josh jacobs,javonte williams,stefon diggs,drake london,puka nacua,michael mayer,browns
7.88359,106.3,60000,0.67,tyson bagent,rico dowdle,josh jacobs,javonte williams,stefon diggs,drake london,puka nacua,michael mayer,browns
7.88305,104.2,60000,0.67,tyler shough,rico dowdle,josh jacobs,jacory croskeymerritt,puka nacua,keenan allen,ladd mcconkey,zach ertz,packers
7.88305,104.2,60000,0.67,andy dalton,rico dowdle,josh jacobs,jacory croskeymerritt,puka nacua,keenan allen,ladd mcconkey,zach ertz,packers
7.88305,104.2,60000,0.67,zach wilson,rico dowdle,josh jacobs,jacory croskeymerritt,puka nacua,keenan allen,ladd mcconkey,zach ertz,packers
7.88305,104.2,60000,0.67,jimmy garoppolo,rico dowdle,josh jacobs,jacory croskeymerritt,puka nacua,keenan allen,ladd mcconkey,zach ertz,packers
7.88305,104.2,60000,0.67,joe milton,rico dowdle,josh jacobs,jacory croskeymerritt,puka nacua,keenan allen,ladd mcconkey,zach ertz,packers
7.88305,104.2,60000,0.67,mitchell trubisky,rico dowdle,josh jacobs,jacory croskeymerritt,puka nacua,keenan allen,ladd mcconkey,zach ertz,packers
7.88305,104.2,60000,0.67,malik willis,rico dowdle,josh jacobs,jacory croskeymerritt,puka nacua,keenan allen,ladd mcconkey,zach ertz,packers
7.8826,106.2,60000,0.67,joshua dobbs,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,drake london,puka nacua,hunter henry,browns
7.8826,106.2,60000,0.67,tyson bagent,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,drake london,puka nacua,hunter henry,browns
7.88254,105.5,60000,0.67,nick mullens,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,puka nacua,keenan allen,jake ferguson,browns
7.88254,105.5,60000,0.67,mason rudolph,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,puka nacua,keenan allen,jake ferguson,browns
7.88254,105.5,60000,0.67,shedeur sanders,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,puka nacua,keenan allen,jake ferguson,browns
7.88184,106.2,60000,0.67,marcus mariota,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,puka nacua,jaylen waddle,trey mcbride,browns
7.88145,106.4,59900,0.67,marcus mariota,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,puka nacua,tetairoa mcmillan,trey mcbride,browns
7.88043,105.1,60000,0.67,tyler shough,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,puka nacua,george pickens,michael mayer,packers
7.88043,105.1,60000,0.67,andy dalton,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,puka nacua,george pickens,michael mayer,packers
7.88043,105.1,60000,0.67,zach wilson,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,puka nacua,george pickens,michael mayer,packers
7.88043,105.1,60000,0.67,jimmy garoppolo,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,puka nacua,george pickens,michael mayer,packers
7.88043,105.1,60000,0.67,joe milton,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,puka nacua,george pickens,michael mayer,packers
7.88043,105.1,60000,0.67,mitchell trubisky,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,puka nacua,george pickens,michael mayer,packers
7.88043,105.1,60000,0.67,malik willis,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,puka nacua,george pickens,michael mayer,packers
7.87932,106.0,60000,0.67,jake browning,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,puka nacua,ladd mcconkey,trey mcbride,browns
7.87906,105.1,60000,0.67,marcus mariota,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,puka nacua,emeka egbuka,zach ertz,browns
7.87832,106.2,59900,0.67,nick mullens,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,puka nacua,george pickens,sam laporta,browns
7.87832,106.2,59900,0.67,mason rudolph,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,puka nacua,george pickens,sam laporta,browns
7.87832,106.2,59900,0.67,shedeur sanders,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,puka nacua,george pickens,sam laporta,browns
7.87808,106.5,59800,0.67,joshua dobbs,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,drake london,puka nacua,sam laporta,browns
7.87808,106.5,59800,0.67,tyson bagent,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,drake london,puka nacua,sam laporta,browns
7.87763,105.9,60000,0.67,tyler shough,rico dowdle,jacory croskeymerritt,javonte williams,stefon diggs,puka nacua,davante adams,trey mcbride,browns
7.87763,105.9,60000,0.67,andy dalton,rico dowdle,jacory croskeymerritt,javonte williams,stefon diggs,puka nacua,davante adams,trey mcbride,browns
7.87763,105.9,60000,0.67,zach wilson,rico dowdle,jacory croskeymerritt,javonte williams,stefon diggs,puka nacua,davante adams,trey mcbride,browns
7.87763,105.9,60000,0.67,jimmy garoppolo,rico dowdle,jacory croskeymerritt,javonte williams,stefon diggs,puka nacua,davante adams,trey mcbride,browns
7.87763,105.9,60000,0.67,joe milton,rico dowdle,jacory croskeymerritt,javonte williams,stefon diggs,puka nacua,davante adams,trey mcbride,browns
7.87763,105.9,60000,0.67,mitchell trubisky,rico dowdle,jacory croskeymerritt,javonte williams,stefon diggs,puka nacua,davante adams,trey mcbride,browns
7.87763,105.9,60000,0.67,malik willis,rico dowdle,jacory croskeymerritt,javonte williams,stefon diggs,puka nacua,davante adams,trey mcbride,browns
7.87758,104.8,60000,0.67,tyler shough,rico dowdle,jacory croskeymerritt,javonte williams,puka nacua,keenan allen,emeka egbuka,sam laporta,browns
7.87758,104.8,60000,0.67,andy dalton,rico dowdle,jacory croskeymerritt,javonte williams,puka nacua,keenan allen,emeka egbuka,sam laporta,browns
