Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
123236-89675,RB,Jonathan,Jonathan Taylor,Taylor,27.389999389648438,10,10000,IND@KC,IND,KC,,,,,,RB/FLEX
123236-129458,WR,Jaxon,Jaxon Smith-Njigba,Smith-Njigba,20.289999389648436,10,9800,SEA@TEN,SEA,TEN,,,,,,WR/FLEX
123236-55050,RB,Christian,Christian McCaffrey,McCaffrey,22.990908536044035,11,9700,CAR@SF,SF,CAR,,,,,,RB/FLEX
123236-136855,RB,Bijan,Bijan Robinson,Robinson,20.139999389648438,10,9600,ATL@NO,ATL,NO,,,,,,RB/FLEX
123236-103020,WR,Puka,Puka Nacua,Nacua,18.422222561306423,9,9300,TB@LAR,LAR,TB,,,,,,WR/FLEX
123236-86997,WR,Amon-Ra,Amon-Ra St. Brown,St. Brown,16.139999389648438,10,9200,NYG@DET,DET,NYG,,,,,,WR/FLEX
123236-129368,RB,Jahmyr,Jahmyr Gibbs,Gibbs,19.410000610351563,10,9100,NYG@DET,DET,NYG,,,,,,RB/FLEX
123236-86631,WR,CeeDee,CeeDee Lamb,Lamb,16.150000254313152,6,9000,PHI@DAL,DAL,PHI,,,,,,WR/FLEX
123236-64401,RB,Saquon,Saquon Barkley,Barkley,13.989999389648437,10,9000,PHI@DAL,PHI,DAL,,,,,,RB/FLEX
123236-69531,QB,Jalen,Jalen Hurts,Hurts,20.43000030517578,10,9000,PHI@DAL,PHI,DAL,,,,,,QB
123236-85701,WR,Ja'Marr,Ja'Marr Chase,Chase,16.61999969482422,10,8900,NE@CIN,CIN,NE,IR,Suspension,,,,WR/FLEX
123236-112745,WR,Drake,Drake London,London,18,9,8600,ATL@NO,ATL,NO,D,Knee - pcl,,,,WR/FLEX
123236-72731,RB,Josh,Josh Jacobs,Jacobs,16.65,10,8500,MIN@GB,GB,MIN,Q,Knee,,,,RB/FLEX
123236-91750,TE,Trey,Trey McBride,McBride,15.530000305175781,10,8500,JAC@ARI,ARI,JAC,,,,,,TE/FLEX
123236-63115,QB,Lamar,Lamar Jackson,Jackson,20.468571254185267,7,8500,NYJ@BAL,BAL,NYJ,Q,Ankle,,,,QB
123236-39280,RB,Derrick,Derrick Henry,Henry,14.360000610351562,10,8400,NYJ@BAL,BAL,NYJ,,,,,,RB/FLEX
123236-152316,QB,Drake,Drake Maye,Maye,20.69454539905895,11,8400,NE@CIN,NE,CIN,,,,,,QB
123236-104433,RB,Kyren,Kyren Williams,Williams,15.769999694824218,10,8400,TB@LAR,LAR,TB,,,,,,RB/FLEX
123236-85671,WR,Justin,Justin Jefferson,Jefferson,12.109999847412109,10,8300,MIN@GB,MIN,GB,,,,,,WR/FLEX
123236-93541,RB,Javonte,Javonte Williams,Williams,15.919999694824218,10,8200,PHI@DAL,DAL,PHI,,,,,,RB/FLEX
