QB,RB1,RB2,WR1,WR2,WR3,TE,FLEX,DEF,lineup_id,player_ids,total_salary,strategy,anchor_player,mean,median,std,p10,p80,p90,cvar_score
Jacoby Brissett,James Cook III,De'Von Achane,Jaylen Waddle,Khalil Shakir,Michael Pittman Jr.,Darren Waller,Michael Wilson,Cleveland Browns,2,"123865-91626,123865-138820,123865-30231,123865-90573,123865-86518,123865-69213,123865-89612,123865-25011,123865-12529",59800,qb_anchor,Jacoby Brissett,113.22,111.32,21.08,88.92,131.31,139.18,143.74
Jacoby Brissett,James Cook III,Josh Jacobs,Jaylen Waddle,Khalil Shakir,Michael Wilson,Darren Waller,RJ Harvey,Cleveland Browns,4,"123865-91626,123865-72731,123865-30231,123865-90573,123865-110484,123865-86518,123865-89612,123865-25011,123865-12529",59900,qb_anchor,Jacoby Brissett,113.85,111.83,21.17,87.69,132.9,139.75,143.6
Jacoby Brissett,James Cook III,Josh Jacobs,Jaylen Waddle,Khalil Shakir,Michael Wilson,Colston Loveland,RJ Harvey,Cleveland Browns,1,"123865-91626,123865-72731,123865-30231,123865-90573,123865-110484,123865-86518,123865-89612,123865-166588,123865-12529",60000,qb_anchor,Jacoby Brissett,113.89,114.5,20.63,88.29,129.35,142.81,143.45
Jacoby Brissett,James Cook III,Josh Jacobs,Jaylen Waddle,Michael Pittman Jr.,Michael Wilson,AJ Barner,RJ Harvey,Cleveland Browns,3,"123865-91626,123865-72731,123865-30231,123865-90573,123865-110484,123865-69213,123865-89612,123865-137953,123865-12529",60000,qb_anchor,Jacoby Brissett,113.59,112.87,20.81,88.56,131.5,139.15,143.21
Jacoby Brissett,James Cook III,De'Von Achane,Jaylen Waddle,Khalil Shakir,Michael Pittman Jr.,Harold Fannin Jr.,Michael Wilson,Cleveland Browns,0,"123865-91626,123865-138820,123865-30231,123865-90573,123865-86518,123865-69213,123865-89612,123865-172699,123865-12529",60000,qb_anchor,Jacoby Brissett,112.97,112.25,20.16,88.15,130.05,140.7,142.31
