QB,RB1,RB2,WR1,WR2,WR3,TE,FLEX,DEF,lineup_id,player_ids,tier,temperature,milp_projection,total_salary,mean,median,p10,p90,std,skewness,fitness
Drake Maye,De'Von Achane,Christian McCaffrey,Tetairoa McMillan,Khalil Shakir,Troy Franklin,Kyle Pitts Sr.,RJ Harvey,Miami Dolphins,39,"123617-138820,123617-55050,123617-152316,123617-167620,123617-86518,123617-110484,123617-151903,123617-86080,123617-12539",2,0.49,119.29999999999998,60000,125.0993372799321,121.27413267920048,92.55273187432024,162.09672077503714,28.158149905133445,0.135847156635609,162.09672077503714
Bo Nix,De'Von Achane,Christian McCaffrey,Tetairoa McMillan,Wan'Dale Robinson,Troy Franklin,Kyle Pitts Sr.,RJ Harvey,Los Angeles Chargers,10,"123617-138820,123617-55050,123617-102965,123617-167620,123617-103539,123617-110484,123617-151903,123617-86080,123617-12548",1,0.0,119.79999999999998,60000,126.57503178040017,123.42884572278872,94.55595110873809,162.09364941138188,27.564158432076443,0.1141404721411782,162.09364941138188
Drake Maye,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Wan'Dale Robinson,Troy Franklin,Kyle Pitts Sr.,RJ Harvey,New Orleans Saints,9,"123617-138820,123617-55050,123617-152316,123617-90573,123617-103539,123617-110484,123617-151903,123617-86080,123617-12542",1,0.0,119.89999999999998,60000,124.76858317664498,121.40485409344797,92.33127913956687,162.05830744448636,27.934924923126697,0.1204130346673049,162.05830744448636
Drake Maye,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Alec Pierce,Kyle Pitts Sr.,RJ Harvey,New Orleans Saints,37,"123617-138820,123617-55050,123617-152316,123617-90573,123617-167620,123617-110484,123617-86312,123617-86080,123617-12542",2,0.47,119.29999999999998,60000,125.1070515173402,121.78195760169136,92.4597640868541,161.9522416389029,28.16833926306985,0.1180436618785045,161.9522416389029
Drake Maye,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Courtland Sutton,Wan'Dale Robinson,Kyle Pitts Sr.,RJ Harvey,Tennessee Titans,20,"123617-138820,123617-55050,123617-152316,123617-90573,123617-57403,123617-103539,123617-110484,123617-86080,123617-12534",2,0.3,119.5,60000,124.78284564223266,121.27273034933512,92.35467781373472,161.9167919167402,28.26589453186913,0.1241819992266634,161.9167919167402
Drake Maye,De'Von Achane,Christian McCaffrey,Tetairoa McMillan,Wan'Dale Robinson,Troy Franklin,Kyle Pitts Sr.,RJ Harvey,Arizona Cardinals,87,"123617-138820,123617-55050,123617-152316,123617-167620,123617-103539,123617-110484,123617-151903,123617-86080,123617-12546",2,0.97,118.89999999999998,59900,124.9721232295983,121.75125730354804,92.63471523434654,161.90650398521265,27.842785545222497,0.1156804487402636,161.90650398521265
Bo Nix,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Tre Tucker,Kyle Pitts Sr.,RJ Harvey,Los Angeles Chargers,23,"123617-138820,123617-55050,123617-102965,123617-90573,123617-167620,123617-110484,123617-103619,123617-86080,123617-12548",2,0.3299999999999999,119.5,60000,125.25968679290526,121.65581542812949,93.32019900492038,161.88095678133558,27.758408412879124,0.129829899148817,161.88095678133558
Bo Nix,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Troy Franklin,Alec Pierce,Kyle Pitts Sr.,RJ Harvey,Los Angeles Chargers,child_641756,"123617-86080,123617-12548,123617-138820,123617-55050,123617-110484,123617-102965,123617-90573,123617-151903,123617-86312",1,0.0,119.59999999999998,59600,124.96783248555204,121.37936574026423,92.68023891290954,161.70372006244884,27.751814196275333,0.12930566340305866,161.70372006244884
Jaxson Dart,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Troy Franklin,Kyle Pitts Sr.,RJ Harvey,Tennessee Titans,child_148778,"123617-86080,123617-12534,123617-138820,123617-55050,123617-110484,123617-151966,123617-90573,123617-167620,123617-151903",1,0.0,120.39999999999998,59200,124.18381513914903,120.79789831219864,91.91006540432438,161.68266370496139,27.555872493074027,0.12287460060651023,161.68266370496139
Jaxson Dart,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Troy Franklin,Kyle Pitts Sr.,RJ Harvey,Miami Dolphins,35,"123617-138820,123617-55050,123617-151966,123617-90573,123617-167620,123617-110484,123617-151903,123617-86080,123617-12539",2,0.45,119.3,59900,125.23525476494964,122.40595075099677,92.3980647317998,161.66111246125897,27.54508138223848,0.1027153986111386,161.66111246125897
Trevor Lawrence,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Wan'Dale Robinson,Troy Franklin,Kyle Pitts Sr.,RJ Harvey,Los Angeles Chargers,14,"123617-138820,123617-55050,123617-89951,123617-90573,123617-103539,123617-110484,123617-151903,123617-86080,123617-12548",1,0.0,119.7,60000,125.58634263189614,122.73970743073988,94.00297417979164,161.51951485266358,27.26964279150589,0.1043884301279869,161.51951485266358
Bo Nix,De'Von Achane,Christian McCaffrey,Tetairoa McMillan,Wan'Dale Robinson,Troy Franklin,Kyle Pitts Sr.,TreVeyon Henderson,Tennessee Titans,70,"123617-138820,123617-55050,123617-152647,123617-102965,123617-167620,123617-103539,123617-151903,123617-86080,123617-12534",2,0.8,119.0,59900,125.25750974543551,121.81063721275972,92.47704913874482,161.35998776562144,28.10237469664759,0.1226541375909767,161.35998776562144
Drake Maye,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Alec Pierce,Kyle Pitts Sr.,RJ Harvey,Tennessee Titans,child_680366,"123617-86080,123617-12534,123617-138820,123617-55050,123617-110484,123617-152316,123617-90573,123617-167620,123617-86312",2,0.47,119.29999999999998,59600,124.54549625408906,120.67222079103144,92.56448964145274,161.34385596006143,27.990613140063278,0.13837765695506546,161.34385596006143
Drake Maye,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Troy Franklin,Adonai Mitchell,Kyle Pitts Sr.,RJ Harvey,Los Angeles Chargers,51,"123617-138820,123617-55050,123617-152316,123617-90573,123617-110484,123617-151903,123617-151789,123617-86080,123617-12548",2,0.6100000000000001,119.09999999999998,60000,125.17681052966957,121.59385908163014,92.70462609351588,161.31372400585389,27.78136655189396,0.128969589791297,161.31372400585389
Drake Maye,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Troy Franklin,Alec Pierce,Kyle Pitts Sr.,RJ Harvey,Atlanta Falcons,22,"123617-138820,123617-55050,123617-152316,123617-90573,123617-110484,123617-151903,123617-86312,123617-86080,123617-12525",2,0.32,119.5,60000,124.39705731141431,121.33683058752185,92.34062571884934,161.30822067483143,27.41221133528284,0.1116373533846793,161.30822067483143
C.J. Stroud,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Troy Franklin,Kyle Pitts Sr.,TreVeyon Henderson,Tennessee Titans,75,"123617-138820,123617-55050,123617-152647,123617-90573,123617-129471,123617-167620,123617-151903,123617-86080,123617-12534",2,0.8500000000000001,119.0,59900,124.86154190270504,121.84541852598788,93.21652836557288,161.21736248224394,27.229333940480068,0.1107674313044171,161.21736248224394
C.J. Stroud,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Wan'Dale Robinson,Troy Franklin,Hunter Henry,RJ Harvey,Los Angeles Chargers,65,"123617-138820,123617-55050,123617-90573,123617-129471,123617-103539,123617-110484,123617-151903,123617-40845,123617-12548",2,0.75,119.09999999999998,59900,125.7591394847748,122.74774964956852,93.29464176441957,161.20484796338178,27.352014389049792,0.1100975523181892,161.20484796338178
Bo Nix,De'Von Achane,TreVeyon Henderson,Jaylen Waddle,Tetairoa McMillan,Wan'Dale Robinson,Kyle Pitts Sr.,RJ Harvey,Los Angeles Chargers,47,"123617-138820,123617-152647,123617-102965,123617-90573,123617-167620,123617-103539,123617-110484,123617-86080,123617-12548",2,0.5700000000000001,119.1,59900,125.626789042098,122.37149047180976,94.03570223424884,161.19441968329548,26.87621601097613,0.12112190826859,161.19441968329548
Jaxson Dart,De'Von Achane,Christian McCaffrey,Tetairoa McMillan,Khalil Shakir,Troy Franklin,Brenton Strange,RJ Harvey,Los Angeles Chargers,190,"123617-138820,123617-55050,123617-151966,123617-167620,123617-86518,123617-110484,123617-151903,123617-103587,123617-12548",3,2.899893380848079,117.6,60000,125.37787903000002,122.05351157334415,93.23484486834904,161.1635039014918,28.025057188878268,0.118621255052251,161.1635039014918
Trevor Lawrence,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Alec Pierce,Kyle Pitts Sr.,RJ Harvey,Los Angeles Chargers,48,"123617-138820,123617-55050,123617-89951,123617-90573,123617-167620,123617-110484,123617-86312,123617-86080,123617-12548",2,0.58,119.1,60000,125.40310681542968,122.21978653611188,93.66675510426388,161.13344762346586,26.96812160283659,0.1180401188558486,161.13344762346586
Bo Nix,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Troy Franklin,Alec Pierce,Hunter Henry,RJ Harvey,Los Angeles Chargers,15,"123617-138820,123617-55050,123617-102965,123617-90573,123617-110484,123617-151903,123617-86312,123617-40845,123617-12548",1,0.0,119.59999999999998,59900,125.34776096782068,122.1280996477732,93.31472394792443,161.1060544367949,27.6967077780566,0.1162470769395319,161.1060544367949
Drake Maye,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Wan'Dale Robinson,Alec Pierce,Kyle Pitts Sr.,RJ Harvey,Arizona Cardinals,child_569485,"123617-86080,123617-12546,123617-138820,123617-55050,123617-110484,123617-152316,123617-90573,123617-103539,123617-86312",2,0.8,119.0,59700,124.13977271821504,120.49187348973888,92.03587933634614,161.071139611796,28.111685403971734,0.12976451522044896,161.071139611796
Matthew Stafford,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Wan'Dale Robinson,Kyle Pitts Sr.,RJ Harvey,New York Giants,child_153710,"123617-86080,123617-12543,123617-138820,123617-55050,123617-110484,123617-6654,123617-90573,123617-167620,123617-103539",2,0.99,118.89999999999998,60000,124.90242176062574,121.40591043237976,93.17490877648304,161.0671268125275,28.154686444098346,0.12418931871922549,161.0671268125275
Drake Maye,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Wan'Dale Robinson,Alec Pierce,Hunter Henry,RJ Harvey,Arizona Cardinals,child_933602,"123617-40845,123617-12546,123617-138820,123617-55050,123617-110484,123617-152316,123617-90573,123617-103539,123617-86312",1,0.0,119.59999999999998,60000,124.70224872970441,121.2713049795966,92.2905202825956,161.0315357182973,27.664412841991084,0.12402011818230517,161.0315357182973
Matthew Stafford,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Wan'Dale Robinson,Brenton Strange,RJ Harvey,New York Giants,91,"123617-138820,123617-55050,123617-6654,123617-90573,123617-167620,123617-103539,123617-110484,123617-103587,123617-12543",2,1.01,118.9,60000,124.42517194754062,121.05792670433412,91.6819150698808,161.01665830920257,27.90293435963521,0.1206771015480586,161.01665830920257
Matthew Stafford,De'Von Achane,Christian McCaffrey,Tetairoa McMillan,Khalil Shakir,Troy Franklin,Hunter Henry,RJ Harvey,Miami Dolphins,55,"123617-138820,123617-55050,123617-6654,123617-167620,123617-86518,123617-110484,123617-151903,123617-40845,123617-12539",2,0.65,119.09999999999998,60000,124.97511894884704,121.4981254762844,93.39072537140083,160.9836313038159,27.171741915600904,0.1279635837614925,160.9836313038159
Matthew Stafford,De'Von Achane,TreVeyon Henderson,Jaylen Waddle,Tetairoa McMillan,Alec Pierce,Kyle Pitts Sr.,RJ Harvey,Los Angeles Chargers,88,"123617-138820,123617-6654,123617-152647,123617-90573,123617-167620,123617-110484,123617-86312,123617-86080,123617-12548",2,0.98,118.9,59900,125.0596307365253,121.76909007166206,93.19947030137548,160.93361872105675,27.24765574795948,0.1207641749184116,160.93361872105675
Drake Maye,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Troy Franklin,Kyle Pitts Sr.,Tyjae Spears,Los Angeles Chargers,46,"123617-138820,123617-55050,123617-152316,123617-90573,123617-167620,123617-151903,123617-86080,123617-107293,123617-12548",2,0.56,119.1,59900,124.91746568978674,120.8609842856978,92.7371710079864,160.92230193543273,28.533676990142833,0.1421646921106686,160.92230193543273
Bo Nix,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Wan'Dale Robinson,Alec Pierce,Kyle Pitts Sr.,RJ Harvey,Los Angeles Chargers,25,"123617-138820,123617-55050,123617-102965,123617-90573,123617-103539,123617-110484,123617-86312,123617-86080,123617-12548",2,0.35,119.4,59800,126.0286434910045,122.84367393608474,94.3449738901062,160.90829922332992,27.633858704176877,0.1152560555880077,160.90829922332992
Bo Nix,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Troy Franklin,Tre Tucker,Kyle Pitts Sr.,TreVeyon Henderson,Miami Dolphins,77,"123617-138820,123617-55050,123617-152647,123617-102965,123617-90573,123617-151903,123617-103619,123617-86080,123617-12539",2,0.8700000000000001,119.0,60000,125.25985020024224,122.0946931765428,93.25564633878976,160.8810342609605,27.8902218882118,0.1134862618298942,160.8810342609605
Matthew Stafford,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Troy Franklin,Kyle Pitts Sr.,RJ Harvey,Las Vegas Raiders,5,"123617-138820,123617-55050,123617-6654,123617-90573,123617-167620,123617-110484,123617-151903,123617-86080,123617-12537",1,0.0,120.0,59900,124.7076125762376,121.47733441654816,92.6705814163909,160.8687630646231,27.60124603567296,0.1170337801240745,160.8687630646231
Bo Nix,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Wan'Dale Robinson,Troy Franklin,Hunter Henry,RJ Harvey,Atlanta Falcons,21,"123617-138820,123617-55050,123617-102965,123617-90573,123617-103539,123617-110484,123617-151903,123617-40845,123617-12525",2,0.31,119.5,60000,125.03830235642512,121.96030443014496,93.0786364020588,160.8453087870136,27.421163105980355,0.1122489922978088,160.8453087870136
Matthew Stafford,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Troy Franklin,Alec Pierce,Hunter Henry,RJ Harvey,Atlanta Falcons,40,"123617-138820,123617-55050,123617-6654,123617-90573,123617-110484,123617-151903,123617-86312,123617-40845,123617-12525",2,0.5,119.29999999999998,60000,124.27203246589994,120.87962333431912,92.27284884159012,160.83702057326246,28.008251843668813,0.1211217733443675,160.83702057326246
Bo Nix,De'Von Achane,Christian McCaffrey,Wan'Dale Robinson,Khalil Shakir,Troy Franklin,Kyle Pitts Sr.,RJ Harvey,Los Angeles Chargers,child_543502,"123617-86080,123617-12548,123617-138820,123617-55050,123617-110484,123617-102965,123617-103539,123617-86518,123617-151903",2,0.3299999999999999,119.5,59500,124.76006624389265,121.54486944931737,92.73694235509468,160.8116497285593,27.861877774569123,0.11539770652177443,160.8116497285593
Bo Nix,De'Von Achane,Christian McCaffrey,Tetairoa McMillan,Khalil Shakir,Troy Franklin,Kyle Pitts Sr.,RJ Harvey,Los Angeles Chargers,child_462123,"123617-86080,123617-12548,123617-138820,123617-55050,123617-110484,123617-102965,123617-167620,123617-86518,123617-151903",2,0.49,119.29999999999998,59900,125.79786424187635,122.5041615750066,94.18549434972286,160.75922193790646,27.155191798722235,0.12129182114724488,160.75922193790646
Jaxson Dart,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Wan'Dale Robinson,Hunter Henry,Kyle Pitts Sr.,Los Angeles Chargers,196,"123617-138820,123617-55050,123617-151966,123617-90573,123617-167620,123617-103539,123617-40845,123617-86080,123617-12548",3,2.625570702569203,117.6,60000,125.30879558433296,121.82715256748762,92.57428125997517,160.7015670054077,28.312950471428124,0.122969982247482,160.7015670054077
Matthew Stafford,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Wan'Dale Robinson,Khalil Shakir,Hunter Henry,RJ Harvey,Las Vegas Raiders,98,"123617-138820,123617-55050,123617-6654,123617-90573,123617-103539,123617-86518,123617-110484,123617-40845,123617-12537",2,1.08,118.9,59900,124.0864926625515,121.0550259577746,91.76081967355144,160.67929726707112,27.461814392203586,0.110388434699986,160.67929726707112
Drake Maye,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Alec Pierce,Hunter Henry,RJ Harvey,Tennessee Titans,34,"123617-138820,123617-55050,123617-152316,123617-90573,123617-167620,123617-110484,123617-86312,123617-40845,123617-12534",2,0.4399999999999999,119.29999999999998,59900,124.65952524626502,121.02893388956532,92.61555006319304,160.64986967291176,28.22262074723074,0.1286411842902984,160.64986967291176
Bo Nix,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Wan'Dale Robinson,Alec Pierce,Hunter Henry,TreVeyon Henderson,Tennessee Titans,94,"123617-138820,123617-55050,123617-152647,123617-102965,123617-90573,123617-103539,123617-86312,123617-40845,123617-12534",2,1.04,118.9,60000,124.71977373567898,121.65083656658294,92.493819933948,160.64415070335113,27.544707236150103,0.1114165833306924,160.64415070335113
Trevor Lawrence,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Khalil Shakir,Hunter Henry,RJ Harvey,Miami Dolphins,child_559090,"123617-40845,123617-12539,123617-138820,123617-55050,123617-110484,123617-89951,123617-90573,123617-167620,123617-86518",3,1.566132582511916,117.9,60000,124.44528095187336,120.83900368911655,93.15078689001008,160.57382032976872,27.309596396223434,0.13205164991949522,160.57382032976872
Matthew Stafford,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Wan'Dale Robinson,Kyle Pitts Sr.,RJ Harvey,Tennessee Titans,3,"123617-138820,123617-55050,123617-6654,123617-90573,123617-167620,123617-103539,123617-110484,123617-86080,123617-12534",1,0.0,120.2,59900,125.5191242071737,122.2368294982016,93.9830050797728,160.51372880268755,27.489475758392615,0.1194018662931403,160.51372880268755
Drake Maye,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Wan'Dale Robinson,Khalil Shakir,Kyle Pitts Sr.,RJ Harvey,Las Vegas Raiders,50,"123617-138820,123617-55050,123617-152316,123617-90573,123617-103539,123617-86518,123617-110484,123617-86080,123617-12537",2,0.6000000000000001,119.1,59900,124.6799478927264,121.06441427872024,92.4971976310287,160.4920942307188,27.510167225335156,0.1314253593731873,160.4920942307188
Matthew Stafford,De'Von Achane,Christian McCaffrey,Tetairoa McMillan,Troy Franklin,Alec Pierce,Kyle Pitts Sr.,RJ Harvey,Los Angeles Chargers,16,"123617-138820,123617-55050,123617-6654,123617-167620,123617-110484,123617-151903,123617-86312,123617-86080,123617-12548",1,0.0,119.59999999999998,60000,124.92986415525831,121.57930187999683,93.42348483174912,160.48810037194357,27.137252715637352,0.1234672614199734,160.48810037194357
C.J. Stroud,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Khalil Shakir,Hunter Henry,RJ Harvey,Atlanta Falcons,124,"123617-138820,123617-55050,123617-90573,123617-129471,123617-167620,123617-86518,123617-110484,123617-40845,123617-12525",3,1.566132582511916,117.9,59900,124.3876365781556,120.55491944812616,92.47654983225142,160.48120809804513,27.372028559306077,0.1400231306103314,160.48120809804513
Bo Nix,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Troy Franklin,Kyle Pitts Sr.,RJ Harvey,Cleveland Browns,43,"123617-138820,123617-55050,123617-102965,123617-90573,123617-167620,123617-110484,123617-151903,123617-86080,123617-12529",2,0.53,119.2,60000,124.54992873900824,121.314623135511,92.17295472180686,160.47575315648126,27.54862151802288,0.1174398363773168,160.47575315648126
Bo Nix,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Wan'Dale Robinson,Hunter Henry,RJ Harvey,New Orleans Saints,41,"123617-138820,123617-55050,123617-102965,123617-90573,123617-167620,123617-103539,123617-110484,123617-40845,123617-12542",2,0.51,119.29999999999998,60000,124.89758981929454,121.44748430783092,93.21045540972676,160.43646897171777,27.153582847866453,0.1270589421216909,160.43646897171777
Matthew Stafford,De'Von Achane,TreVeyon Henderson,Jaylen Waddle,Wan'Dale Robinson,Troy Franklin,Kyle Pitts Sr.,RJ Harvey,Los Angeles Chargers,19,"123617-138820,123617-6654,123617-152647,123617-90573,123617-103539,123617-110484,123617-151903,123617-86080,123617-12548",1,0.0,119.5,59900,125.0835701041002,121.94672204195088,93.07858178953936,160.4235157512063,27.20970042448035,0.1152841822296255,160.4235157512063
Drake Maye,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Khalil Shakir,Troy Franklin,Kyle Pitts Sr.,RJ Harvey,Arizona Cardinals,18,"123617-138820,123617-55050,123617-152316,123617-90573,123617-86518,123617-110484,123617-151903,123617-86080,123617-12546",1,0.0,119.59999999999998,60000,124.69761644869676,121.53902505264249,92.56255725787332,160.3705125631028,28.18670650077797,0.1120596120716373,160.3705125631028
Matthew Stafford,De'Von Achane,Christian McCaffrey,Wan'Dale Robinson,Troy Franklin,Alec Pierce,Hunter Henry,RJ Harvey,Los Angeles Chargers,92,"123617-138820,123617-55050,123617-6654,123617-103539,123617-110484,123617-151903,123617-86312,123617-40845,123617-12548",2,1.02,118.89999999999998,59900,124.61061005027187,121.20959544834832,93.27712342374976,160.34363053397715,26.90661214423313,0.1264006997124873,160.34363053397715
Matthew Stafford,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Courtland Sutton,Troy Franklin,Kyle Pitts Sr.,RJ Harvey,Arizona Cardinals,27,"123617-138820,123617-55050,123617-6654,123617-90573,123617-57403,123617-110484,123617-151903,123617-86080,123617-12546",2,0.37,119.39999999999998,60000,123.57501431326324,120.47214124739746,91.13384977835965,160.3171722991775,27.76662925056052,0.1117482802059294,160.3171722991775
Matthew Stafford,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Khalil Shakir,Troy Franklin,Brenton Strange,RJ Harvey,Miami Dolphins,74,"123617-138820,123617-55050,123617-6654,123617-90573,123617-86518,123617-110484,123617-151903,123617-103587,123617-12539",2,0.8400000000000001,119.0,59900,124.34248858474074,121.27279773778542,91.8606147135499,160.31579241810104,27.28585418420219,0.1125011819762851,160.31579241810104
Drake Maye,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Khalil Shakir,Troy Franklin,Hunter Henry,RJ Harvey,Las Vegas Raiders,36,"123617-138820,123617-55050,123617-152316,123617-90573,123617-86518,123617-110484,123617-151903,123617-40845,123617-12537",2,0.46,119.29999999999998,60000,123.68921433607365,120.52841331190142,92.43945371045074,160.2921657485503,27.231998980700475,0.1160693721534103,160.2921657485503
Trevor Lawrence,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Troy Franklin,Hunter Henry,RJ Harvey,Miami Dolphins,78,"123617-138820,123617-55050,123617-89951,123617-90573,123617-167620,123617-110484,123617-151903,123617-40845,123617-12539",2,0.8799999999999999,119.0,59900,124.48018229978936,121.127330346568,92.92963430000228,160.26545285933904,27.05345855185191,0.1239343186674313,160.26545285933904
Drake Maye,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Wan'Dale Robinson,Alec Pierce,Kyle Pitts Sr.,RJ Harvey,Miami Dolphins,29,"123617-138820,123617-55050,123617-152316,123617-90573,123617-103539,123617-110484,123617-86312,123617-86080,123617-12539",2,0.39,119.4,59900,124.6508605974178,120.7477893587881,92.6819786536743,160.2552501914477,28.04955958490033,0.1391491095186677,160.2552501914477
