QB,RB1,RB2,WR1,WR2,WR3,TE,FLEX,DEF,lineup_id,player_ids,tier,temperature,milp_projection,total_salary,mean,median,p10,p90,std,skewness,fitness,lineupid
bo nix,devon achane,christian mccaffrey,jaylen waddle,tetairoa mcmillan,tre tucker,kyle pitts sr,rj harvey,chargers,30,"bo nix,devon achane,christian mccaffrey,rj harvey,jaylen waddle,tetairoa mcmillan,tre tucker,kyle pitts sr,chargers",2.0,0.5666666666666667,119.5,60000.0,129.45973495406494,126.72958234926364,103.59033126130772,157.08582861928076,22.27558587400918,0.1225625498805304,126.72958234926364,
matthew stafford,devon achane,christian mccaffrey,tetairoa mcmillan,wandale robinson,troy franklin,kyle pitts sr,rj harvey,chargers,child_306791,"matthew stafford,chargers,tetairoa mcmillan,wandale robinson,troy franklin,devon achane,christian mccaffrey,rj harvey,kyle pitts sr",,,,,128.85758841753068,126.72165139387036,105.50732217352413,155.4199929466673,20.35273091721679,0.10494596682617593,126.72165139387036,
bo nix,devon achane,christian mccaffrey,jaylen waddle,tetairoa mcmillan,troy franklin,kyle pitts sr,ashton jeanty,titans,46,"bo nix,devon achane,christian mccaffrey,ashton jeanty,jaylen waddle,tetairoa mcmillan,troy franklin,kyle pitts sr,titans",2.0,0.9933333333333334,119.3,59900.0,128.45198267080815,126.71971554561424,103.77577029483226,155.01033108930366,21.596953443519347,0.0802088650940589,126.71971554561424,
bo nix,devon achane,christian mccaffrey,jaylen waddle,wandale robinson,alec pierce,kyle pitts sr,rj harvey,chargers,41,"bo nix,devon achane,christian mccaffrey,rj harvey,jaylen waddle,wandale robinson,alec pierce,kyle pitts sr,chargers",2.0,0.8599999999999999,119.4,59800.0,127.45876802760246,125.8685497298484,104.48667448925671,151.5028652062929,19.58283231946195,0.0812047139970476,125.8685497298484,
matthew stafford,devon achane,christian mccaffrey,jaylen waddle,wandale robinson,michael pittman,kyle pitts sr,rj harvey,cardinals,37,"matthew stafford,devon achane,christian mccaffrey,rj harvey,jaylen waddle,wandale robinson,michael pittman,kyle pitts sr,cardinals",2.0,0.7533333333333334,119.4,59800.0,127.39730326708629,125.75397252106148,102.24454999531886,152.85906292043362,20.43340987658676,0.0804237156671428,125.75397252106148,
matthew stafford,devon achane,christian mccaffrey,jaylen waddle,wandale robinson,courtland sutton,hunter henry,rj harvey,titans,49,"matthew stafford,devon achane,christian mccaffrey,rj harvey,jaylen waddle,wandale robinson,courtland sutton,hunter henry,titans",2.0,1.0733333333333337,119.3,60000.0,128.35276650647333,125.68577899932254,103.90890744322704,154.83615972599077,21.651847002412612,0.1231759815619248,125.68577899932254,
matthew stafford,devon achane,christian mccaffrey,jaylen waddle,tetairoa mcmillan,khalil shakir,kyle pitts sr,rj harvey,giants,34,"matthew stafford,devon achane,christian mccaffrey,rj harvey,jaylen waddle,tetairoa mcmillan,khalil shakir,kyle pitts sr,giants",2.0,0.6733333333333333,119.4,59900.0,128.6220437786983,125.68225858369198,101.83591043612552,157.94231433134306,23.451344511385532,0.1253567868391967,125.68225858369198,
drake maye,devon achane,christian mccaffrey,jaylen waddle,troy franklin,alec pierce,hunter henry,rj harvey,dolphins,21,"drake maye,devon achane,christian mccaffrey,rj harvey,jaylen waddle,troy franklin,alec pierce,hunter henry,dolphins",2.0,0.3266666666666666,119.6,60000.0,128.2445071347668,125.66041002853392,103.49739357098233,154.0022833846917,21.323125068711335,0.1211875415965484,125.66041002853392,
matthew stafford,devon achane,christian mccaffrey,jaylen waddle,tetairoa mcmillan,troy franklin,hunter henry,rj harvey,titans,3,"matthew stafford,devon achane,christian mccaffrey,rj harvey,jaylen waddle,tetairoa mcmillan,troy franklin,hunter henry,titans",1.0,0.0,120.4,60000.0,128.66462884734727,125.6480552120996,103.9486696577459,157.79846084396783,21.888902224066765,0.1378129247583266,125.6480552120996,
bo nix,devon achane,christian mccaffrey,jaylen waddle,troy franklin,michael pittman,kyle pitts sr,rj harvey,chargers,0,"bo nix,devon achane,christian mccaffrey,rj harvey,jaylen waddle,troy franklin,michael pittman,kyle pitts sr,chargers",1.0,0.0,120.7,60000.0,128.66909896250976,125.44678693691662,103.2106673035456,157.91064061486887,22.735293780355573,0.1417317082736524,125.44678693691662,
drake maye,devon achane,rico dowdle,tetairoa mcmillan,wandale robinson,troy franklin,taysom hill,breece hall,dolphins,mutated_655897,"drake maye,dolphins,tetairoa mcmillan,wandale robinson,troy franklin,devon achane,rico dowdle,breece hall,taysom hill",,,,,128.09555678406642,125.41431156961403,102.16207656921885,157.12230430043965,21.904120712361074,0.12240825594698679,125.41431156961403,
matthew stafford,devon achane,christian mccaffrey,jaylen waddle,tetairoa mcmillan,michael pittman,kyle pitts sr,rj harvey,vikings,19,"matthew stafford,devon achane,christian mccaffrey,rj harvey,jaylen waddle,tetairoa mcmillan,michael pittman,kyle pitts sr,vikings",1.0,0.0,119.7,60000.0,128.35703550253822,125.29510954152876,102.37377266164148,157.19115290875564,22.590394475335067,0.1355410576983323,125.29510954152876,
matthew stafford,devon achane,christian mccaffrey,jaylen waddle,troy franklin,michael pittman,kyle pitts sr,ashton jeanty,titans,25,"matthew stafford,devon achane,christian mccaffrey,ashton jeanty,jaylen waddle,troy franklin,michael pittman,kyle pitts sr,titans",2.0,0.4333333333333333,119.5,59900.0,127.4880680680666,125.10871441266762,101.58317433147492,155.43750156424505,22.206687244614866,0.1071458173472489,125.10871441266762,
bo nix,devon achane,christian mccaffrey,jaylen waddle,troy franklin,alec pierce,hunter henry,rj harvey,chargers,22,"bo nix,devon achane,christian mccaffrey,rj harvey,jaylen waddle,troy franklin,alec pierce,hunter henry,chargers",2.0,0.3533333333333333,119.6,59900.0,127.17808818390256,124.92008809234564,101.86264388583828,155.42644692010282,21.48313247668185,0.1051057192896703,124.92008809234564,
drake maye,devon achane,treveyon henderson,jaylen waddle,troy franklin,michael pittman,kyle pitts sr,rj harvey,chargers,18,"drake maye,devon achane,treveyon henderson,rj harvey,jaylen waddle,troy franklin,michael pittman,kyle pitts sr,chargers",1.0,0.0,119.7,60000.0,127.0851007660832,124.859959433378,102.1969099486376,154.2771420749629,21.831811596346043,0.1019219739454694,124.859959433378,
matthew stafford,devon achane,christian mccaffrey,jaylen waddle,wandale robinson,troy franklin,kyle pitts sr,rj harvey,dolphins,2,"matthew stafford,devon achane,christian mccaffrey,rj harvey,jaylen waddle,wandale robinson,troy franklin,kyle pitts sr,dolphins",1.0,0.0,120.5,60000.0,126.48066107460322,124.69209230497428,104.09892027921178,153.0693599363596,19.35015685856309,0.0924317452670907,124.69209230497428,
trevor lawrence,devon achane,christian mccaffrey,jaylen waddle,wandale robinson,troy franklin,kyle pitts sr,rj harvey,chargers,20,"trevor lawrence,devon achane,christian mccaffrey,rj harvey,jaylen waddle,wandale robinson,troy franklin,kyle pitts sr,chargers",2.0,0.3,119.7,60000.0,127.2156384046608,124.69101591924776,103.56998132703428,154.98556095029258,19.96595099021045,0.1264463929942981,124.69101591924776,
cj stroud,devon achane,christian mccaffrey,jaylen waddle,tetairoa mcmillan,troy franklin,kyle pitts sr,rj harvey,chargers,15,"cj stroud,devon achane,christian mccaffrey,rj harvey,jaylen waddle,tetairoa mcmillan,troy franklin,kyle pitts sr,chargers",1.0,0.0,119.8,60000.0,126.3637392984714,124.4696642136846,101.88957444660674,153.77379706425234,20.724750572956605,0.0913919363284564,124.4696642136846,
baker mayfield,devon achane,james cook,tetairoa mcmillan,marvin harrison,wandale robinson,taysom hill,treveyon henderson,chargers,mutated_214445,"baker mayfield,chargers,tetairoa mcmillan,marvin harrison,wandale robinson,devon achane,james cook,treveyon henderson,taysom hill",,,,,125.92851075614914,124.37658321264908,100.45926166985136,152.44214226242522,20.61716605794801,0.07527356277473361,124.37658321264908,
matthew stafford,devon achane,christian mccaffrey,jaylen waddle,tetairoa mcmillan,troy franklin,kyle pitts sr,rj harvey,raiders,6,"matthew stafford,devon achane,christian mccaffrey,rj harvey,jaylen waddle,tetairoa mcmillan,troy franklin,kyle pitts sr,raiders",1.0,0.0,120.0,59900.0,126.9687891160466,124.35177593143052,100.77064829587036,155.79038383629208,22.910543062301528,0.1142274618938331,124.35177593143052,
matthew stafford,devon achane,christian mccaffrey,jaylen waddle,michael pittman,khalil shakir,kyle pitts sr,rj harvey,dolphins,14,"matthew stafford,devon achane,christian mccaffrey,rj harvey,jaylen waddle,michael pittman,khalil shakir,kyle pitts sr,dolphins",1.0,0.0,119.8,59900.0,127.175094699805,124.29052051252762,102.55412502073057,154.31515329328693,21.961792434800017,0.1313451165628252,124.29052051252762,
matthew stafford,devon achane,christian mccaffrey,jaylen waddle,michael pittman,jayden higgins,kyle pitts sr,rj harvey,chargers,45,"matthew stafford,devon achane,christian mccaffrey,rj harvey,jaylen waddle,michael pittman,jayden higgins,kyle pitts sr,chargers",2.0,0.9666666666666668,119.3,60000.0,125.3888204136257,124.0536128046297,101.88749313532271,151.27748992437154,21.2415400669676,0.0628583240568494,124.0536128046297,
matthew stafford,devon achane,christian mccaffrey,jaylen waddle,troy franklin,michael pittman,hunter henry,rj harvey,cardinals,23,"matthew stafford,devon achane,christian mccaffrey,rj harvey,jaylen waddle,troy franklin,michael pittman,hunter henry,cardinals",2.0,0.38,119.6,59900.0,126.02484324502583,123.48425858452003,100.82829612146897,152.64158289254797,21.727443102442017,0.116929757842525,123.48425858452003,
matthew stafford,devon achane,christian mccaffrey,jaylen waddle,troy franklin,tre tucker,kyle pitts sr,rj harvey,chargers,11,"matthew stafford,devon achane,christian mccaffrey,rj harvey,jaylen waddle,troy franklin,tre tucker,kyle pitts sr,chargers",1.0,0.0,119.9,60000.0,125.41696302590265,123.47398490387658,102.07861321914784,151.98839275830528,20.437565912754295,0.0950689593036864,123.47398490387658,
matthew stafford,devon achane,christian mccaffrey,jaylen waddle,troy franklin,michael pittman,oronde gadsden,rj harvey,titans,44,"matthew stafford,devon achane,christian mccaffrey,rj harvey,jaylen waddle,troy franklin,michael pittman,oronde gadsden,titans",2.0,0.9400000000000002,119.3,59900.0,125.90593739114996,123.23298115296308,100.9577697430267,155.13563330821913,21.48875193209025,0.124388621853613,123.23298115296308,
matthew stafford,devon achane,christian mccaffrey,jaylen waddle,tetairoa mcmillan,alec pierce,kyle pitts sr,rj harvey,dolphins,8,"matthew stafford,devon achane,christian mccaffrey,rj harvey,jaylen waddle,tetairoa mcmillan,alec pierce,kyle pitts sr,dolphins",1.0,0.0,119.9,60000.0,125.48459265900296,123.21726825646118,100.58154266551462,153.96052727561334,21.37250968856471,0.1060860158952179,123.21726825646118,
matthew stafford,devon achane,christian mccaffrey,jaylen waddle,troy franklin,courtland sutton,kyle pitts sr,rj harvey,cardinals,35,"matthew stafford,devon achane,christian mccaffrey,rj harvey,jaylen waddle,troy franklin,courtland sutton,kyle pitts sr,cardinals",2.0,0.7,119.4,60000.0,126.19939254536897,122.93957307236307,101.53431979729142,154.90418721028135,21.459380508657485,0.1519065040899362,122.93957307236307,
matthew stafford,devon achane,christian mccaffrey,jaylen waddle,troy franklin,michael pittman,kyle pitts sr,rj harvey,browns,42,"matthew stafford,devon achane,christian mccaffrey,rj harvey,jaylen waddle,troy franklin,michael pittman,kyle pitts sr,browns",2.0,0.8866666666666667,119.4,60000.0,125.5474366236637,122.25939446720888,100.10607125942128,153.28634888181443,21.54223231938401,0.1526323784697178,122.25939446720888,
justin herbert,devon achane,james cook,tetairoa mcmillan,troy franklin,wandale robinson,hunter henry,treveyon henderson,panthers,mutated_449346,"justin herbert,panthers,tetairoa mcmillan,troy franklin,wandale robinson,devon achane,james cook,treveyon henderson,hunter henry",,,,,124.42009548285687,121.65788257722457,99.71470300891055,151.25097318860912,21.30953819263666,0.12962331143275346,121.65788257722457,
matthew stafford,devon achane,treveyon henderson,jaylen waddle,wandale robinson,troy franklin,kyle pitts sr,rj harvey,chargers,29,"matthew stafford,devon achane,treveyon henderson,rj harvey,jaylen waddle,wandale robinson,troy franklin,kyle pitts sr,chargers",2.0,0.54,119.5,59900.0,123.03198251728224,120.57116652162046,100.55245755482026,147.05578859641273,19.6388100457676,0.1253037220649794,120.57116652162046,
matthew stafford,devon achane,treveyon henderson,jaylen waddle,troy franklin,michael pittman,hunter henry,rj harvey,chargers,28,"matthew stafford,devon achane,treveyon henderson,rj harvey,jaylen waddle,troy franklin,michael pittman,hunter henry,chargers",2.0,0.5133333333333333,119.5,60000.0,122.21263421330656,120.13982285939616,98.21442373738115,148.68251571568672,21.092995963089564,0.0982701251893087,120.13982285939616,
