player_ids,lineup_id,mean,median,p10,p90,std,skewness,fitness,lineupid,tier,temperature,total_salary,milp_projection
"drake maye,dolphins,courtland sutton,wandale robinson,brian thomas,devon achane,christian mccaffrey,treveyon henderson,taysom hill",,136.86515545868835,134.86248012507542,111.86877263559741,163.55786847862618,21.47642059839952,0.09324995869014467,134.86248012507542,child_377429,,,,
"drake maye,titans,tetairoa mcmillan,troy franklin,wandale robinson,devon achane,christian mccaffrey,treveyon henderson,hunter henry",,136.66755632665416,134.81887566889165,111.71617832337677,163.20848928210805,20.835310787363785,0.08872824968292307,134.81887566889165,child_856915,,,,
"drake maye,chargers,stefon diggs,wandale robinson,troy franklin,devon achane,christian mccaffrey,treveyon henderson,hunter henry",child_362749,136.68343655767072,134.7723580730808,111.4342814468774,161.46953225894262,20.88923667033683,0.09148627662894425,134.7723580730808,,,,,
"drake maye,titans,tetairoa mcmillan,troy franklin,wandale robinson,devon achane,christian mccaffrey,treveyon henderson,kyle pitts sr",,137.09405871859204,134.51933146749087,112.47895667579965,164.52944129831428,20.89693888729538,0.12321073746674502,134.51933146749087,child_973460,,,,
"drake maye,cardinals,wandale robinson,tetairoa mcmillan,michael pittman,devon achane,christian mccaffrey,treveyon henderson,evan engram",child_540947,137.00282042116967,134.500188354837,111.88144841376769,164.80151046741113,21.726076518851396,0.11519024450462415,134.500188354837,,,,,
"drake maye,titans,wandale robinson,stefon diggs,michael pittman,devon achane,christian mccaffrey,treveyon henderson,hunter henry",,137.27410508416946,134.24011714180648,112.17943064916156,166.20631029817363,21.380476154377956,0.141904601209816,134.24011714180648,child_249488,,,,
"drake maye,titans,tetairoa mcmillan,troy franklin,wandale robinson,devon achane,christian mccaffrey,treveyon henderson,evan engram",child_458164,136.403784881693,134.03969842453435,111.41799495469394,164.5532784822202,21.57920708809007,0.10955390749567637,134.03969842453435,,,,,
"drake maye,cardinals,tetairoa mcmillan,troy franklin,wandale robinson,devon achane,christian mccaffrey,treveyon henderson,hunter henry",child_929723,136.39899917031343,133.40456603236555,112.18816185856501,164.84414514611623,20.8602478988654,0.14354734193311042,133.40456603236555,,,,,
"drake maye,titans,jaylen waddle,tetairoa mcmillan,troy franklin,devon achane,christian mccaffrey,treveyon henderson,kyle pitts sr",,135.09833280630392,132.7371446785695,109.57622137188446,163.20281979702156,22.30496021942357,0.1058593292481303,132.7371446785695,child_125573,,,,
"drake maye,dolphins,stefon diggs,wandale robinson,troy franklin,devon achane,christian mccaffrey,travis etienne,taysom hill",mutated_316778,134.55479725060965,132.7168120075483,109.27645984042718,160.54205876760759,21.48098999805667,0.0855633396425226,132.7168120075483,,,,,
"drake maye,dolphins,courtland sutton,keenan allen,brian thomas,devon achane,christian mccaffrey,treveyon henderson,taysom hill",mutated_458550,134.56636611011345,132.48167369139554,107.86200014322873,163.31219762485267,22.9068774192339,0.09100727177103074,132.48167369139554,,,,,
"drake maye,chargers,wandale robinson,tetairoa mcmillan,michael pittman,devon achane,christian mccaffrey,travis etienne,kyle pitts sr",mutated_483907,134.45186875930528,131.9017276956966,111.14461794543803,161.89180351453945,20.7451324930476,0.12292720060782117,131.9017276956966,,,,,
"bo nix,dolphins,wandale robinson,tetairoa mcmillan,michael pittman,devon achane,christian mccaffrey,treveyon henderson,harold fannin",mutated_716995,134.73472033989677,131.90079106057905,109.73037439678224,163.6841481491074,21.34291284863168,0.13278081110186427,131.90079106057905,,,,,
"drake maye,chargers,jaylen waddle,troy franklin,michael pittman,devon achane,christian mccaffrey,treveyon henderson,hunter henry",child_429873,134.3083717452404,131.38539729191103,109.07523811133409,163.70583048833808,22.278796095286694,0.13119983866398235,131.38539729191103,,,,,
"drake maye,dolphins,wandale robinson,tetairoa mcmillan,michael pittman,devon achane,christian mccaffrey,rj harvey,taysom hill",child_910575,134.23224990668095,131.33560367839775,109.83999220067231,161.3885005553618,21.288564367073594,0.13606583226266594,131.33560367839775,,,,,
"drake maye,chargers,tetairoa mcmillan,alec pierce,troy franklin,devon achane,christian mccaffrey,treveyon henderson,hunter henry",child_353963,133.6352213824321,131.2675670558636,108.70934155412986,160.85056050032094,21.387138396201035,0.11070458715454244,131.2675670558636,,,,,
"drake maye,chargers,tetairoa mcmillan,mack hollins,wandale robinson,devon achane,christian mccaffrey,treveyon henderson,evan engram",mutated_614714,133.33357293896836,131.23199427704748,108.03123042192007,160.47771618701958,21.848979800197927,0.09618658084446782,131.23199427704748,,,,,
"drake maye,titans,tetairoa mcmillan,wandale robinson,troy franklin,devon achane,christian mccaffrey,rj harvey,brenton strange",,133.8014901370785,131.16372974690773,109.3644462240888,161.33280313428384,21.98392574474674,0.11998586698288341,131.16372974690773,child_554849,,,,
"drake maye,dolphins,jaylen waddle,troy franklin,michael pittman,devon achane,christian mccaffrey,treveyon henderson,kyle pitts sr",child_990654,133.44881207740465,131.15475805782322,107.74856120337415,160.51599621210735,21.565804776093405,0.10637460755114006,131.15475805782322,,,,,
"bo nix,dolphins,wandale robinson,troy franklin,michael pittman,devon achane,christian mccaffrey,treveyon henderson,hunter henry",,133.92230903818643,130.96379257760648,108.85600201624085,160.42758793995878,21.674104520047827,0.1365000550700221,130.96379257760648,child_150192,,,,
"drake maye,devon achane,christian mccaffrey,rj harvey,jaylen waddle,wandale robinson,michael pittman,hunter henry,giants",39,132.54993916005327,130.7199583064573,106.90362823762408,159.3073402768745,20.43099974644023,0.0895688354122178,130.7199583064573,,2.0,0.8066666666666666,60000.0,119.4
"drake maye,devon achane,christian mccaffrey,rj harvey,jaylen waddle,tetairoa mcmillan,troy franklin,kyle pitts sr,titans",1,132.46064686369874,130.5810851696206,107.55770110773604,159.82648660644773,20.809252717860335,0.0903233633404309,130.5810851696206,,1.0,0.0,60000.0,120.6
"drake maye,devon achane,christian mccaffrey,rj harvey,jaylen waddle,wandale robinson,troy franklin,hunter henry,titans",9,132.28955329706537,130.41632739205,108.3158895676234,158.74081523492373,19.898356563864343,0.0941397295300846,130.41632739205,,1.0,0.0,59900.0,119.9
"drake maye,dolphins,wandale robinson,tetairoa mcmillan,michael pittman,devon achane,christian mccaffrey,quinshon judkins,taysom hill",mutated_739229,132.49965325770737,130.1914231202336,107.33733505237126,161.7097178387361,21.85431020245479,0.10561898847827732,130.1914231202336,,,,,
"drake maye,devon achane,christian mccaffrey,rj harvey,jaylen waddle,wandale robinson,courtland sutton,kyle pitts sr,titans",27,131.9388569021015,130.1411184718505,108.94685968744992,157.35795556696922,19.239425203137213,0.0934403398890451,130.1411184718505,,2.0,0.4866666666666667,60000.0,119.5
"bo nix,chargers,courtland sutton,wandale robinson,brian thomas,devon achane,christian mccaffrey,ashton jeanty,hunter henry",,131.94852030426316,130.01306013297608,106.58169708081672,159.10643392192767,21.658864074223416,0.08936111167485003,130.01306013297608,child_455571,,,,
"drake maye,chargers,jauan jennings,john metchie,wandale robinson,devon achane,christian mccaffrey,rj harvey,kyle pitts sr",mutated_531192,131.7001709265052,129.83335836762285,108.91355141014935,156.31011759253192,19.189293758978696,0.09728406799801374,129.83335836762285,,,,,
"drake maye,cardinals,tetairoa mcmillan,wandale robinson,troy franklin,devon achane,christian mccaffrey,rj harvey,kyle pitts sr",,132.47191225995834,129.8076432493371,107.6544310974075,160.62178961099585,21.174409173169405,0.12582495165896757,129.8076432493371,child_516241,,,,
"drake maye,devon achane,christian mccaffrey,rj harvey,tetairoa mcmillan,troy franklin,michael pittman,kyle pitts sr,dolphins",33,132.0297038045543,129.7021740442155,105.87116641034022,159.38470707708467,22.154991535955617,0.1050566756733539,129.7021740442155,,2.0,0.6466666666666667,59900.0,119.5
"drake maye,devon achane,christian mccaffrey,rj harvey,jaylen waddle,wandale robinson,troy franklin,kyle pitts sr,saints",12,131.34494248960792,129.506925735531,108.95214779276984,157.45320247942854,19.5657538121062,0.0939405029690009,129.506925735531,,1.0,0.0,60000.0,119.9
"drake maye,chargers,jaylen waddle,tetairoa mcmillan,michael pittman,devon achane,christian mccaffrey,rj harvey,kyle pitts sr",child_944005,131.75844116296142,129.19590430149154,106.80441234445344,160.33488105844873,21.779932596168322,0.11765586739789541,129.19590430149154,,,,,
"drake maye,devon achane,christian mccaffrey,rj harvey,jaylen waddle,wandale robinson,michael pittman,kyle pitts sr,raiders",48,131.90874164179962,129.05852277009984,108.43463971273812,158.170724684016,20.465354205526545,0.1392704393520878,129.05852277009984,,2.0,1.0466666666666666,59800.0,119.3
"drake maye,devon achane,christian mccaffrey,rj harvey,jaylen waddle,troy franklin,michael pittman,hunter henry,raiders",32,131.38033773982465,128.51974456989583,106.03278695684682,160.00841548417773,21.99682676567877,0.1300457197940999,128.51974456989583,,2.0,0.6200000000000001,59900.0,119.5
"drake maye,devon achane,christian mccaffrey,rj harvey,jaylen waddle,troy franklin,michael pittman,kyle pitts sr,cardinals",13,130.73859158362458,128.35769092624426,104.95165298128413,157.99651482199917,21.41302001725945,0.1111893911022945,128.35769092624426,,1.0,0.0,59900.0,119.8
"bo nix,devon achane,christian mccaffrey,rj harvey,tetairoa mcmillan,wandale robinson,troy franklin,kyle pitts sr,chargers",16,131.38999706198695,128.3280198323647,107.71268877423536,159.6993921103957,21.13296115553931,0.1448910641100406,128.3280198323647,,1.0,0.0,60000.0,119.8
"bo nix,devon achane,christian mccaffrey,rj harvey,jaylen waddle,wandale robinson,troy franklin,hunter henry,falcons",31,129.7757525215268,128.253930686667,105.83713031900254,156.272654766046,20.817752756653665,0.073102118785296,128.253930686667,,2.0,0.5933333333333333,60000.0,119.5
"drake maye,dolphins,tetairoa mcmillan,michael pittman,troy franklin,devon achane,rico dowdle,treveyon henderson,taysom hill",mutated_936940,130.08202201348368,128.203793650884,102.66831744540701,158.2945534614642,22.14673531053676,0.08480836277959579,128.203793650884,,,,,
"drake maye,devon achane,christian mccaffrey,rj harvey,jaylen waddle,tetairoa mcmillan,alec pierce,hunter henry,titans",47,130.30769983265273,128.16030944554393,106.26508111523962,157.85133017153183,20.875888277010375,0.1028646234648428,128.16030944554393,,2.0,1.02,59900.0,119.3
"bo nix,devon achane,christian mccaffrey,rj harvey,jaylen waddle,tetairoa mcmillan,wandale robinson,kyle pitts sr,dolphins",5,129.45785455027033,127.79326899964914,105.9777745233669,155.70478352833663,19.52238941370801,0.0852654618933255,127.79326899964914,,1.0,0.0,60000.0,120.1
"bo nix,devon achane,christian mccaffrey,ashton jeanty,jaylen waddle,troy franklin,michael pittman,kyle pitts sr,dolphins",43,129.76826370590567,127.67235891321452,103.92111416882784,158.23596995559154,22.127213964214643,0.0947206817849175,127.67235891321452,,2.0,0.9133333333333332,60000.0,119.4
"matthew stafford,devon achane,christian mccaffrey,rj harvey,wandale robinson,troy franklin,michael pittman,kyle pitts sr,chargers",7,129.04017804569608,127.23443367673627,105.0803851392215,154.52120522126398,20.870944745130807,0.0865195318664754,127.23443367673627,,1.0,0.0,60000.0,120.0
"drake maye,devon achane,christian mccaffrey,rj harvey,jaylen waddle,troy franklin,alec pierce,kyle pitts sr,falcons",26,128.88666067601417,127.12812936533784,104.532558989268,154.89753049558593,20.000610788533113,0.0879238803889209,127.12812936533784,,2.0,0.46,60000.0,119.5
"justin herbert,chargers,wandale robinson,tetairoa mcmillan,michael pittman,devon achane,christian mccaffrey,treveyon henderson,hunter henry",mutated_525380,129.13478826742968,126.83048878782763,105.21356763784547,154.5031638013149,20.090137097526313,0.11469804652979586,126.83048878782763,,,,,
"drake maye,devon achane,christian mccaffrey,rj harvey,jaylen waddle,wandale robinson,alec pierce,kyle pitts sr,dolphins",38,129.49069449674738,126.8145878163332,106.219856561074,154.57641324466144,19.672937798968693,0.1360298450470616,126.8145878163332,,2.0,0.78,59900.0,119.4
"bo nix,devon achane,christian mccaffrey,rj harvey,jaylen waddle,tetairoa mcmillan,troy franklin,hunter henry,cardinals",36,129.73261607925716,126.80643556984052,104.38897434650428,160.10247342330604,21.57882304946962,0.1356042682544987,126.80643556984052,,2.0,0.7266666666666667,59900.0,119.4
"justin herbert,panthers,wandale robinson,stefon diggs,michael pittman,devon achane,christian mccaffrey,treveyon henderson,hunter henry",mutated_545546,128.66952590533097,126.78284271453828,106.41923332776038,154.20489362313916,20.167224932817668,0.09355194862345877,126.78284271453828,,,,,
"bo nix,devon achane,christian mccaffrey,rj harvey,jaylen waddle,tetairoa mcmillan,tre tucker,kyle pitts sr,chargers",30,129.45973495406494,126.72958234926364,103.59033126130772,157.08582861928076,22.27558587400918,0.1225625498805304,126.72958234926364,,2.0,0.5666666666666667,60000.0,119.5
"matthew stafford,chargers,tetairoa mcmillan,wandale robinson,troy franklin,devon achane,christian mccaffrey,rj harvey,kyle pitts sr",child_306791,128.85758841753068,126.72165139387036,105.50732217352413,155.4199929466673,20.35273091721679,0.10494596682617593,126.72165139387036,,,,,
"bo nix,devon achane,christian mccaffrey,ashton jeanty,jaylen waddle,tetairoa mcmillan,troy franklin,kyle pitts sr,titans",46,128.45198267080815,126.71971554561424,103.77577029483226,155.01033108930366,21.596953443519347,0.0802088650940589,126.71971554561424,,2.0,0.9933333333333334,59900.0,119.3
"bo nix,devon achane,christian mccaffrey,rj harvey,jaylen waddle,wandale robinson,alec pierce,kyle pitts sr,chargers",41,127.45876802760246,125.8685497298484,104.48667448925671,151.5028652062929,19.58283231946195,0.0812047139970476,125.8685497298484,,2.0,0.8599999999999999,59800.0,119.4
"matthew stafford,devon achane,christian mccaffrey,rj harvey,jaylen waddle,wandale robinson,michael pittman,kyle pitts sr,cardinals",37,127.39730326708629,125.75397252106148,102.24454999531886,152.85906292043362,20.43340987658676,0.0804237156671428,125.75397252106148,,2.0,0.7533333333333334,59800.0,119.4
"matthew stafford,devon achane,christian mccaffrey,rj harvey,jaylen waddle,wandale robinson,courtland sutton,hunter henry,titans",49,128.35276650647333,125.68577899932254,103.90890744322704,154.83615972599077,21.651847002412612,0.1231759815619248,125.68577899932254,,2.0,1.0733333333333337,60000.0,119.3
"matthew stafford,devon achane,christian mccaffrey,rj harvey,jaylen waddle,tetairoa mcmillan,khalil shakir,kyle pitts sr,giants",34,128.6220437786983,125.68225858369198,101.83591043612552,157.94231433134306,23.451344511385532,0.1253567868391967,125.68225858369198,,2.0,0.6733333333333333,59900.0,119.4
"drake maye,devon achane,christian mccaffrey,rj harvey,jaylen waddle,troy franklin,alec pierce,hunter henry,dolphins",21,128.2445071347668,125.66041002853392,103.49739357098233,154.0022833846917,21.323125068711335,0.1211875415965484,125.66041002853392,,2.0,0.3266666666666666,60000.0,119.6
"matthew stafford,devon achane,christian mccaffrey,rj harvey,jaylen waddle,tetairoa mcmillan,troy franklin,hunter henry,titans",3,128.66462884734727,125.6480552120996,103.9486696577459,157.79846084396783,21.888902224066765,0.1378129247583266,125.6480552120996,,1.0,0.0,60000.0,120.4
"bo nix,devon achane,christian mccaffrey,rj harvey,jaylen waddle,troy franklin,michael pittman,kyle pitts sr,chargers",0,128.66909896250976,125.44678693691662,103.2106673035456,157.91064061486887,22.735293780355573,0.1417317082736524,125.44678693691662,,1.0,0.0,60000.0,120.7
"drake maye,dolphins,tetairoa mcmillan,wandale robinson,troy franklin,devon achane,rico dowdle,breece hall,taysom hill",mutated_655897,128.09555678406642,125.41431156961403,102.16207656921885,157.12230430043965,21.904120712361074,0.12240825594698679,125.41431156961403,,,,,
"matthew stafford,devon achane,christian mccaffrey,rj harvey,jaylen waddle,tetairoa mcmillan,michael pittman,kyle pitts sr,vikings",19,128.35703550253822,125.29510954152876,102.37377266164148,157.19115290875564,22.590394475335067,0.1355410576983323,125.29510954152876,,1.0,0.0,60000.0,119.7
"matthew stafford,devon achane,christian mccaffrey,ashton jeanty,jaylen waddle,troy franklin,michael pittman,kyle pitts sr,titans",25,127.4880680680666,125.10871441266762,101.58317433147492,155.43750156424505,22.206687244614866,0.1071458173472489,125.10871441266762,,2.0,0.4333333333333333,59900.0,119.5
"bo nix,devon achane,christian mccaffrey,rj harvey,jaylen waddle,troy franklin,alec pierce,hunter henry,chargers",22,127.17808818390256,124.92008809234564,101.86264388583828,155.42644692010282,21.48313247668185,0.1051057192896703,124.92008809234564,,2.0,0.3533333333333333,59900.0,119.6
"drake maye,devon achane,treveyon henderson,rj harvey,jaylen waddle,troy franklin,michael pittman,kyle pitts sr,chargers",18,127.0851007660832,124.859959433378,102.1969099486376,154.2771420749629,21.831811596346043,0.1019219739454694,124.859959433378,,1.0,0.0,60000.0,119.7
"matthew stafford,devon achane,christian mccaffrey,rj harvey,jaylen waddle,wandale robinson,troy franklin,kyle pitts sr,dolphins",2,126.48066107460322,124.69209230497428,104.09892027921178,153.0693599363596,19.35015685856309,0.0924317452670907,124.69209230497428,,1.0,0.0,60000.0,120.5
"trevor lawrence,devon achane,christian mccaffrey,rj harvey,jaylen waddle,wandale robinson,troy franklin,kyle pitts sr,chargers",20,127.2156384046608,124.69101591924776,103.56998132703428,154.98556095029258,19.96595099021045,0.1264463929942981,124.69101591924776,,2.0,0.3,60000.0,119.7
"cj stroud,devon achane,christian mccaffrey,rj harvey,jaylen waddle,tetairoa mcmillan,troy franklin,kyle pitts sr,chargers",15,126.3637392984714,124.4696642136846,101.88957444660674,153.77379706425234,20.724750572956605,0.0913919363284564,124.4696642136846,,1.0,0.0,60000.0,119.8
"baker mayfield,chargers,tetairoa mcmillan,marvin harrison,wandale robinson,devon achane,james cook,treveyon henderson,taysom hill",mutated_214445,125.92851075614914,124.37658321264908,100.45926166985136,152.44214226242522,20.61716605794801,0.07527356277473361,124.37658321264908,,,,,
"matthew stafford,devon achane,christian mccaffrey,rj harvey,jaylen waddle,tetairoa mcmillan,troy franklin,kyle pitts sr,raiders",6,126.9687891160466,124.35177593143052,100.77064829587036,155.79038383629208,22.910543062301528,0.1142274618938331,124.35177593143052,,1.0,0.0,59900.0,120.0
"matthew stafford,devon achane,christian mccaffrey,rj harvey,jaylen waddle,michael pittman,khalil shakir,kyle pitts sr,dolphins",14,127.175094699805,124.29052051252762,102.55412502073057,154.31515329328693,21.961792434800017,0.1313451165628252,124.29052051252762,,1.0,0.0,59900.0,119.8
"matthew stafford,devon achane,christian mccaffrey,rj harvey,jaylen waddle,michael pittman,jayden higgins,kyle pitts sr,chargers",45,125.3888204136257,124.0536128046297,101.88749313532271,151.27748992437154,21.2415400669676,0.0628583240568494,124.0536128046297,,2.0,0.9666666666666668,60000.0,119.3
"matthew stafford,devon achane,christian mccaffrey,rj harvey,jaylen waddle,troy franklin,michael pittman,hunter henry,cardinals",23,126.02484324502583,123.48425858452003,100.82829612146897,152.64158289254797,21.727443102442017,0.116929757842525,123.48425858452003,,2.0,0.38,59900.0,119.6
"matthew stafford,devon achane,christian mccaffrey,rj harvey,jaylen waddle,troy franklin,tre tucker,kyle pitts sr,chargers",11,125.41696302590265,123.47398490387658,102.07861321914784,151.98839275830528,20.437565912754295,0.0950689593036864,123.47398490387658,,1.0,0.0,60000.0,119.9
"matthew stafford,devon achane,christian mccaffrey,rj harvey,jaylen waddle,troy franklin,michael pittman,oronde gadsden,titans",44,125.90593739114996,123.23298115296308,100.9577697430267,155.13563330821913,21.48875193209025,0.124388621853613,123.23298115296308,,2.0,0.9400000000000002,59900.0,119.3
"matthew stafford,devon achane,christian mccaffrey,rj harvey,jaylen waddle,tetairoa mcmillan,alec pierce,kyle pitts sr,dolphins",8,125.48459265900296,123.21726825646118,100.58154266551462,153.96052727561334,21.37250968856471,0.1060860158952179,123.21726825646118,,1.0,0.0,60000.0,119.9
"matthew stafford,devon achane,christian mccaffrey,rj harvey,jaylen waddle,troy franklin,courtland sutton,kyle pitts sr,cardinals",35,126.19939254536897,122.93957307236307,101.53431979729142,154.90418721028135,21.459380508657485,0.1519065040899362,122.93957307236307,,2.0,0.7,60000.0,119.4
"matthew stafford,devon achane,christian mccaffrey,rj harvey,jaylen waddle,troy franklin,michael pittman,kyle pitts sr,browns",42,125.5474366236637,122.25939446720888,100.10607125942128,153.28634888181443,21.54223231938401,0.1526323784697178,122.25939446720888,,2.0,0.8866666666666667,60000.0,119.4
"justin herbert,panthers,tetairoa mcmillan,troy franklin,wandale robinson,devon achane,james cook,treveyon henderson,hunter henry",mutated_449346,124.42009548285687,121.65788257722457,99.71470300891055,151.25097318860912,21.30953819263666,0.12962331143275346,121.65788257722457,,,,,
"matthew stafford,devon achane,treveyon henderson,rj harvey,jaylen waddle,wandale robinson,troy franklin,kyle pitts sr,chargers",29,123.03198251728224,120.57116652162046,100.55245755482026,147.05578859641273,19.6388100457676,0.1253037220649794,120.57116652162046,,2.0,0.54,59900.0,119.5
"matthew stafford,devon achane,treveyon henderson,rj harvey,jaylen waddle,troy franklin,michael pittman,hunter henry,chargers",28,122.21263421330656,120.13982285939616,98.21442373738115,148.68251571568672,21.092995963089564,0.0982701251893087,120.13982285939616,,2.0,0.5133333333333333,60000.0,119.5
