lineup_id,tier,temperature,player_ids,total_salary,milp_projection,mean,median,p10,p90,std,skewness,fitness
0,1,0.0,"123617-138820,123617-55050,123617-102965,123617-90573,123617-167620,123617-110484,123617-103619,123617-86080,123617-12548",60000,131.19999999999996,126.56415786613951,123.00592080360146,95.3085875724218,163.67543041763335,27.911531659009224,0.12748268729958911,163.67543041763335
1,1,0.0,"123617-138820,123617-55050,123617-152316,123617-90573,123617-110484,123617-151903,123617-86312,123617-86080,123617-12525",60000,119.5,125.24216217662266,121.43094302707635,92.7161404811584,163.07718939399243,28.079980041362365,0.1357272741623143,163.07718939399243
2,1,0.0,"123617-138820,123617-55050,123617-30231,123617-90573,123617-103539,123617-110484,123617-86312,123617-86080,123617-12548",60000,118.5,125.75145866867344,122.61142586462093,93.99685416560537,162.7679647939681,27.230826875986434,0.11531169502684308,162.7679647939681
3,1,0.0,"123617-138820,123617-55050,123617-6654,123617-90573,123617-167620,123617-110484,123617-86312,123617-86080,123617-12539",60000,119.9,126.24175794524442,122.70300107039043,94.01011006437102,162.61129796928543,28.35859712251571,0.12478603435726168,162.61129796928543
4,1,0.0,"123617-138820,123617-55050,123617-152316,123617-90573,123617-110484,123617-151903,123617-151789,123617-86080,123617-12548",60000,119.09999999999998,125.54124242017899,122.61936381491867,92.55939057679059,162.57964875949142,28.44526967975045,0.10271931460506904,162.57964875949142
5,1,0.0,"123617-138820,123617-55050,123617-102965,123617-90573,123617-103539,123617-110484,123617-151903,123617-40845,123617-12525",60000,130.1,125.14845905536832,121.7445170803576,93.67768578307778,162.546138081093,27.627617370409475,0.12320794549067818,162.546138081093
6,1,0.0,"123617-138820,123617-55050,123617-102965,123617-90573,123617-167620,123617-103539,123617-110484,123617-86080,123617-12539",60000,120.1,126.18664306389047,122.56430990625952,94.32228879912165,162.53920212026233,27.503661317001292,0.13170367086333393,162.53920212026233
7,1,0.0,"123617-138820,123617-55050,123617-152316,123617-90573,123617-167620,123617-110484,123617-86312,123617-86080,123617-12542",60000,119.29999999999998,124.63875003216334,121.22948894171225,91.98916649182975,162.51730598630502,29.557364724798845,0.1153438786642133,162.51730598630502
8,1,0.0,"123617-138820,123617-55050,123617-102965,123617-90573,123617-86518,123617-110484,123617-86312,123617-40845,123617-12548",60000,119.2,125.21797889469396,121.94815769694341,93.49560162700013,162.46208839476125,27.910842027311823,0.11715236661620242,162.46208839476125
9,1,0.0,"123617-138820,123617-152647,123617-102965,123617-90573,123617-167620,123617-103539,123617-110484,123617-86080,123617-12548",59900,119.1,126.23834982635782,122.88733826510085,93.71059128007812,162.4415844453078,27.452877968615734,0.12206412621248165,162.4415844453078
