QB,RB1,RB2,WR1,WR2,WR3,TE,FLEX,DEF,lineup_id,player_ids,tier,temperature,milp_projection,total_salary,mean,median,p10,p90,std,skewness
drake maye,devon achane,christian mccaffrey,jaylen waddle,troy franklin,quentin johnston,kyle pitts sr,rj harvey,dolphins,88,"drake maye,devon achane,christian mccaffrey,rj harvey,jaylen waddle,troy franklin,quentin johnston,kyle pitts sr,dolphins",2,0.98,119.1,59900,130.17646589122992,127.84508632179748,104.88000843666943,158.09864418418167,21.294166051749382,0.10948442703821747
bo nix,devon achane,christian mccaffrey,jaylen waddle,tetairoa mcmillan,tre tucker,kyle pitts sr,rj harvey,chargers,30,"bo nix,devon achane,christian mccaffrey,rj harvey,jaylen waddle,tetairoa mcmillan,tre tucker,kyle pitts sr,chargers",2,0.4,119.5,60000,130.17640706024147,127.61324554267381,104.86906902286961,159.19017197144683,21.69786499297591,0.11812966475722002
drake maye,devon achane,christian mccaffrey,jaylen waddle,tetairoa mcmillan,alec pierce,hunter henry,rj harvey,titans,47,"drake maye,devon achane,christian mccaffrey,rj harvey,jaylen waddle,tetairoa mcmillan,alec pierce,hunter henry,titans",2,0.5700000000000001,119.3,59900,130.334049335354,127.61157184930383,105.55135606388535,157.44024578073862,21.65501421153622,0.12572042019717672
bo nix,devon achane,christian mccaffrey,jaylen waddle,tetairoa mcmillan,troy franklin,brenton strange,rj harvey,dolphins,98,"bo nix,devon achane,christian mccaffrey,rj harvey,jaylen waddle,tetairoa mcmillan,troy franklin,brenton strange,dolphins",2,1.08,119.0,59800,130.07928809717407,127.43499151775463,103.93061624308748,158.3116934495505,21.966187616587504,0.1203803147626144
matthew stafford,devon achane,christian mccaffrey,jaylen waddle,troy franklin,tre tucker,kyle pitts sr,treveyon henderson,titans,68,"matthew stafford,devon achane,christian mccaffrey,treveyon henderson,jaylen waddle,troy franklin,tre tucker,kyle pitts sr,titans",2,0.78,119.1,59900,129.0593129572485,127.37361168135628,103.02811370673568,157.54874398476304,21.23376672771056,0.0793877646631737
bo nix,devon achane,christian mccaffrey,davante adams,wandale robinson,troy franklin,kyle pitts sr,rj harvey,titans,81,"bo nix,devon achane,christian mccaffrey,rj harvey,davante adams,wandale robinson,troy franklin,kyle pitts sr,titans",2,0.91,119.1,59900,129.08613969441993,127.36437189328751,105.85891769541549,154.08102931088538,19.128641787257155,0.09000993485483104
drake maye,devon achane,christian mccaffrey,jaylen waddle,troy franklin,michael pittman,hunter henry,rj harvey,raiders,32,"drake maye,devon achane,christian mccaffrey,rj harvey,jaylen waddle,troy franklin,michael pittman,hunter henry,raiders",2,0.42,119.5,59900,129.8150471117192,127.24455315700511,105.43807368117074,157.13013742433054,20.520438601336995,0.12526505912727431
bo nix,devon achane,christian mccaffrey,jaylen waddle,wandale robinson,michael pittman,hunter henry,rj harvey,dolphins,85,"bo nix,devon achane,christian mccaffrey,rj harvey,jaylen waddle,wandale robinson,michael pittman,hunter henry,dolphins",2,0.95,119.1,59700,129.8065487845141,127.24337110055862,105.93577460869953,158.7656809445631,20.867709383295455,0.12282985338138214
matthew stafford,devon achane,christian mccaffrey,jaylen waddle,wandale robinson,courtland sutton,hunter henry,rj harvey,titans,49,"matthew stafford,devon achane,christian mccaffrey,rj harvey,jaylen waddle,wandale robinson,courtland sutton,hunter henry,titans",2,0.59,119.3,60000,129.3794383692163,127.20929260280556,105.8386865200956,155.62377096297774,20.130877149166192,0.10780184839092453
drake maye,devon achane,treveyon henderson,jaylen waddle,tetairoa mcmillan,wandale robinson,kyle pitts sr,rj harvey,dolphins,86,"drake maye,devon achane,treveyon henderson,rj harvey,jaylen waddle,tetairoa mcmillan,wandale robinson,kyle pitts sr,dolphins",2,0.96,119.1,60000,129.54340838025632,127.00676971791572,105.64104987314207,156.61933511785432,21.18352432181822,0.11974582811642756
matthew stafford,devon achane,christian mccaffrey,tetairoa mcmillan,troy franklin,courtland sutton,kyle pitts sr,rj harvey,dolphins,89,"matthew stafford,devon achane,christian mccaffrey,rj harvey,tetairoa mcmillan,troy franklin,courtland sutton,kyle pitts sr,dolphins",2,0.99,119.1,60000,128.71558531198767,126.96598691828586,101.7891020539369,156.55858092328998,21.613345980132024,0.08094990915844837
drake maye,devon achane,christian mccaffrey,jaylen waddle,troy franklin,alec pierce,hunter henry,rj harvey,dolphins,21,"drake maye,devon achane,christian mccaffrey,rj harvey,jaylen waddle,troy franklin,alec pierce,hunter henry,dolphins",2,0.31,119.6,60000,129.1605349888752,126.96066028624546,104.79977831364559,155.07434576984417,20.843663063560356,0.10554165531852493
matthew stafford,devon achane,christian mccaffrey,tetairoa mcmillan,troy franklin,michael pittman,hunter henry,rj harvey,dolphins,57,"matthew stafford,devon achane,christian mccaffrey,rj harvey,tetairoa mcmillan,troy franklin,michael pittman,hunter henry,dolphins",2,0.67,119.3,59900,129.37687434786272,126.95075450624734,103.74843102451678,158.78287241096143,22.455503918953692,0.10804121120468863
bo nix,devon achane,christian mccaffrey,jaylen waddle,tetairoa mcmillan,troy franklin,hunter henry,rj harvey,cardinals,36,"bo nix,devon achane,christian mccaffrey,rj harvey,jaylen waddle,tetairoa mcmillan,troy franklin,hunter henry,cardinals",2,0.46,119.4,59900,129.96873070721128,126.93858251134279,104.11329485479352,158.8600053544967,22.293833724634283,0.13591866851147422
bo nix,devon achane,christian mccaffrey,tetairoa mcmillan,michael pittman,khalil shakir,kyle pitts sr,rj harvey,chargers,69,"bo nix,devon achane,christian mccaffrey,rj harvey,tetairoa mcmillan,michael pittman,khalil shakir,kyle pitts sr,chargers",2,0.79,119.1,59900,130.21073565685808,126.83369927821371,104.65574772894206,159.19274022097417,23.06016804856237,0.14644456933412917
cj stroud,devon achane,christian mccaffrey,jaylen waddle,troy franklin,michael pittman,kyle pitts sr,treveyon henderson,dolphins,90,"cj stroud,devon achane,christian mccaffrey,treveyon henderson,jaylen waddle,troy franklin,michael pittman,kyle pitts sr,dolphins",2,1.0,119.1,60000,128.53025349580983,126.72108867011866,101.89183802142492,156.21361011213625,21.07594828686407,0.08584025739039991
jaxson dart,devon achane,christian mccaffrey,jaylen waddle,tetairoa mcmillan,troy franklin,kyle pitts sr,rj harvey,dolphins,54,"jaxson dart,devon achane,christian mccaffrey,rj harvey,jaylen waddle,tetairoa mcmillan,troy franklin,kyle pitts sr,dolphins",2,0.64,119.3,59900,128.50153604757057,126.68042295471331,101.34083938876019,158.06721352792408,21.92332370185932,0.08306738146200027
bo nix,devon achane,christian mccaffrey,jaylen waddle,tetairoa mcmillan,troy franklin,kyle pitts sr,ashton jeanty,titans,46,"bo nix,devon achane,christian mccaffrey,ashton jeanty,jaylen waddle,tetairoa mcmillan,troy franklin,kyle pitts sr,titans",2,0.56,119.3,59900,128.8174103908498,126.63470689672712,104.02014679717895,156.05297164452026,20.643188997377305,0.10573480165298042
bo nix,devon achane,christian mccaffrey,jaylen waddle,tetairoa mcmillan,troy franklin,oronde gadsden,rj harvey,titans,92,"bo nix,devon achane,christian mccaffrey,rj harvey,jaylen waddle,tetairoa mcmillan,troy franklin,oronde gadsden,titans",2,1.02,119.1,59900,128.9911638246223,126.56824497321807,103.73503857357265,157.77891963225463,21.794659962664984,0.11117029839211891
bo nix,devon achane,christian mccaffrey,jaylen waddle,troy franklin,michael pittman,oronde gadsden,rj harvey,dolphins,65,"bo nix,devon achane,christian mccaffrey,rj harvey,jaylen waddle,troy franklin,michael pittman,oronde gadsden,dolphins",2,0.75,119.2,60000,129.17035261286424,126.4915038211691,103.37214720258902,156.09738872683695,23.105820661927854,0.11593826641739455
bo nix,devon achane,christian mccaffrey,jaylen waddle,troy franklin,michael pittman,kyle pitts sr,rj harvey,chargers,0,"bo nix,devon achane,christian mccaffrey,rj harvey,jaylen waddle,troy franklin,michael pittman,kyle pitts sr,chargers",1,0.0,120.7,60000,129.24779711424142,126.4639578680396,103.28364528771033,158.86499928031398,22.761167166384027,0.1223065243470148
bo nix,devon achane,christian mccaffrey,jaylen waddle,wandale robinson,troy franklin,hunter henry,rj harvey,falcons,31,"bo nix,devon achane,christian mccaffrey,rj harvey,jaylen waddle,wandale robinson,troy franklin,hunter henry,falcons",2,0.41,119.5,60000,129.04661351496355,126.442512896475,106.64005077626344,154.66831038002695,19.49019876210656,0.13361077792349307
drake maye,devon achane,christian mccaffrey,jaylen waddle,troy franklin,alec pierce,kyle pitts sr,rj harvey,falcons,26,"drake maye,devon achane,christian mccaffrey,rj harvey,jaylen waddle,troy franklin,alec pierce,kyle pitts sr,falcons",2,0.36,119.5,60000,128.91110670144673,126.40355020167343,102.80005500417687,158.30498258619085,21.976951918948284,0.11409937597448687
matthew stafford,devon achane,christian mccaffrey,jaylen waddle,wandale robinson,troy franklin,hunter henry,rj harvey,saints,17,"matthew stafford,devon achane,christian mccaffrey,rj harvey,jaylen waddle,wandale robinson,troy franklin,hunter henry,saints",1,0.0,119.7,60000,127.71493643936212,126.16814900872268,104.8571435930397,151.66905458468298,19.23702639672897,0.08040678422640485
bo nix,devon achane,christian mccaffrey,jaylen waddle,wandale robinson,alec pierce,kyle pitts sr,rj harvey,chargers,41,"bo nix,devon achane,christian mccaffrey,rj harvey,jaylen waddle,wandale robinson,alec pierce,kyle pitts sr,chargers",2,0.51,119.4,59800,128.53671546983136,126.16728837598106,104.76924560111793,155.00935403191662,20.242470335247003,0.11705226954066784
matthew stafford,devon achane,christian mccaffrey,jaylen waddle,wandale robinson,michael pittman,hunter henry,rj harvey,raiders,80,"matthew stafford,devon achane,christian mccaffrey,rj harvey,jaylen waddle,wandale robinson,michael pittman,hunter henry,raiders",2,0.9000000000000001,119.1,59800,127.92124018498534,126.11310533215408,104.68435599978791,152.76128231491379,19.79077490239507,0.09136250913613489
matthew stafford,devon achane,christian mccaffrey,jaylen waddle,michael pittman,khalil shakir,kyle pitts sr,rj harvey,dolphins,14,"matthew stafford,devon achane,christian mccaffrey,rj harvey,jaylen waddle,michael pittman,khalil shakir,kyle pitts sr,dolphins",1,0.0,119.8,59900,127.44316341882298,125.97789710740741,101.51934016176735,156.79823353686112,22.1422471086377,0.06617514041038593
bo nix,devon achane,christian mccaffrey,jaylen waddle,troy franklin,michael pittman,kyle pitts sr,ashton jeanty,dolphins,43,"bo nix,devon achane,christian mccaffrey,ashton jeanty,jaylen waddle,troy franklin,michael pittman,kyle pitts sr,dolphins",2,0.53,119.4,60000,127.95771076582866,125.82225303997727,104.08629710723737,155.51248527927234,20.954781397654124,0.10190789802705644
drake maye,devon achane,christian mccaffrey,jaylen waddle,troy franklin,adonai mitchell,kyle pitts sr,rj harvey,chargers,96,"drake maye,devon achane,christian mccaffrey,rj harvey,jaylen waddle,troy franklin,adonai mitchell,kyle pitts sr,chargers",2,1.06,119.1,60000,127.93121458369299,125.77869403023597,104.75615188661261,153.85809697488634,19.90819253641799,0.10812234960654639
bo nix,devon achane,christian mccaffrey,davante adams,troy franklin,michael pittman,hunter henry,rj harvey,titans,79,"bo nix,devon achane,christian mccaffrey,rj harvey,davante adams,troy franklin,michael pittman,hunter henry,titans",2,0.8900000000000001,119.1,60000,129.08388961353504,125.76881260026752,102.93298346159105,158.11252680300413,22.6321146430249,0.14647667995483585
matthew stafford,devon achane,christian mccaffrey,tetairoa mcmillan,troy franklin,michael pittman,kyle pitts sr,rj harvey,falcons,61,"matthew stafford,devon achane,christian mccaffrey,rj harvey,tetairoa mcmillan,troy franklin,michael pittman,kyle pitts sr,falcons",2,0.71,119.2,59900,128.52817092831987,125.76379474202983,101.90552023014983,157.99758822706235,22.350282145071294,0.12368417402281605
matthew stafford,devon achane,christian mccaffrey,jaylen waddle,tetairoa mcmillan,troy franklin,kyle pitts sr,rj harvey,raiders,6,"matthew stafford,devon achane,christian mccaffrey,rj harvey,jaylen waddle,tetairoa mcmillan,troy franklin,kyle pitts sr,raiders",1,0.0,120.0,59900,128.38290940023316,125.71682775620721,103.15434151040695,157.66352794682302,22.458006171085657,0.1187140845770401
bo nix,devon achane,christian mccaffrey,jaylen waddle,tetairoa mcmillan,troy franklin,kyle pitts sr,rj harvey,browns,62,"bo nix,devon achane,christian mccaffrey,rj harvey,jaylen waddle,tetairoa mcmillan,troy franklin,kyle pitts sr,browns",2,0.72,119.2,60000,128.16148953894245,125.57717502188689,102.57017001958819,155.6948037880218,21.711591842623392,0.11902925109259514
cj stroud,devon achane,christian mccaffrey,jaylen waddle,wandale robinson,troy franklin,hunter henry,rj harvey,chargers,82,"cj stroud,devon achane,christian mccaffrey,rj harvey,jaylen waddle,wandale robinson,troy franklin,hunter henry,chargers",2,0.9200000000000002,119.1,59900,127.68253431927486,125.50783880621447,104.21031198128382,153.24844237870644,19.973321396836234,0.1088800139873016
matthew stafford,devon achane,christian mccaffrey,jaylen waddle,wandale robinson,michael pittman,kyle pitts sr,rj harvey,cardinals,37,"matthew stafford,devon achane,christian mccaffrey,rj harvey,jaylen waddle,wandale robinson,michael pittman,kyle pitts sr,cardinals",2,0.47,119.4,59800,127.0855448478919,125.46854949370598,104.19164160562872,153.9693162711008,19.378724471892202,0.08344178465054715
trevor lawrence,devon achane,christian mccaffrey,jaylen waddle,wandale robinson,troy franklin,kyle pitts sr,rj harvey,chargers,20,"trevor lawrence,devon achane,christian mccaffrey,rj harvey,jaylen waddle,wandale robinson,troy franklin,kyle pitts sr,chargers",2,0.3,119.7,60000,127.90028987470933,125.22950862608357,105.01736666509096,155.2750407345726,19.82258584951215,0.1347342505615375
matthew stafford,devon achane,christian mccaffrey,jaylen waddle,troy franklin,courtland sutton,kyle pitts sr,rj harvey,cardinals,35,"matthew stafford,devon achane,christian mccaffrey,rj harvey,jaylen waddle,troy franklin,courtland sutton,kyle pitts sr,cardinals",2,0.45,119.4,60000,127.26407384746128,125.21703031805353,102.22438106483871,155.62412059524502,22.66632288762959,0.09031211368320102
bo nix,devon achane,christian mccaffrey,jaylen waddle,troy franklin,courtland sutton,hunter henry,rj harvey,dolphins,91,"bo nix,devon achane,christian mccaffrey,rj harvey,jaylen waddle,troy franklin,courtland sutton,hunter henry,dolphins",2,1.01,119.1,59900,128.79105289810525,125.15397929779112,104.29323128530717,158.35285417831673,22.27552394598787,0.16327668023131783
matthew stafford,devon achane,christian mccaffrey,jaylen waddle,tetairoa mcmillan,wandale robinson,kyle pitts sr,rj harvey,titans,4,"matthew stafford,devon achane,christian mccaffrey,rj harvey,jaylen waddle,tetairoa mcmillan,wandale robinson,kyle pitts sr,titans",1,0.0,120.2,59900,127.49957926651943,125.078929504325,103.97339686355976,153.58746535181854,20.05978494207931,0.12067177036961371
bo nix,devon achane,treveyon henderson,jaylen waddle,tetairoa mcmillan,wandale robinson,kyle pitts sr,rj harvey,chargers,70,"bo nix,devon achane,treveyon henderson,rj harvey,jaylen waddle,tetairoa mcmillan,wandale robinson,kyle pitts sr,chargers",2,0.8,119.1,59900,127.20494127677605,124.92253559291248,103.40694220660268,155.60662892425924,20.69622152832657,0.11028127432534882
matthew stafford,devon achane,christian mccaffrey,wandale robinson,troy franklin,michael pittman,kyle pitts sr,rj harvey,chargers,7,"matthew stafford,devon achane,christian mccaffrey,rj harvey,wandale robinson,troy franklin,michael pittman,kyle pitts sr,chargers",1,0.0,120.0,60000,128.5535978069742,124.92053060353015,104.69514499975944,156.41431833571545,21.24900230338466,0.170975895789016
drake maye,devon achane,christian mccaffrey,jaylen waddle,tetairoa mcmillan,troy franklin,kyle pitts sr,tyjae spears,chargers,71,"drake maye,devon achane,christian mccaffrey,tyjae spears,jaylen waddle,tetairoa mcmillan,troy franklin,kyle pitts sr,chargers",2,0.81,119.1,59900,127.26702146284977,124.78376235817524,100.07062043101182,157.8765255665343,22.99878680085309,0.10797348252223546
matthew stafford,devon achane,christian mccaffrey,jaylen waddle,troy franklin,courtland sutton,hunter henry,rj harvey,raiders,78,"matthew stafford,devon achane,christian mccaffrey,rj harvey,jaylen waddle,troy franklin,courtland sutton,hunter henry,raiders",2,0.8799999999999999,119.1,60000,126.74533227084683,124.60099739990768,101.05663963822266,154.2105350270993,21.408867594914287,0.10016105996416819
matthew stafford,devon achane,christian mccaffrey,jaylen waddle,troy franklin,michael pittman,kyle pitts sr,ashton jeanty,titans,25,"matthew stafford,devon achane,christian mccaffrey,ashton jeanty,jaylen waddle,troy franklin,michael pittman,kyle pitts sr,titans",2,0.35,119.5,59900,126.92415635661878,124.56059448337015,100.87019752974223,156.09602070368823,22.209895863349438,0.10641931361546614
matthew stafford,devon achane,christian mccaffrey,jaylen waddle,tetairoa mcmillan,michael pittman,kyle pitts sr,rj harvey,vikings,19,"matthew stafford,devon achane,christian mccaffrey,rj harvey,jaylen waddle,tetairoa mcmillan,michael pittman,kyle pitts sr,vikings",1,0.0,119.7,60000,128.283995280086,124.54399356762639,102.55706965925937,160.36766152377425,22.82369400619883,0.16386487268204022
matthew stafford,devon achane,christian mccaffrey,jaylen waddle,troy franklin,michael pittman,kyle pitts sr,rj harvey,browns,42,"matthew stafford,devon achane,christian mccaffrey,rj harvey,jaylen waddle,troy franklin,michael pittman,kyle pitts sr,browns",2,0.52,119.4,60000,126.33039878851879,124.486490409884,100.58894720290603,153.4784078075776,21.29831686979697,0.08657530967856104
matthew stafford,devon achane,christian mccaffrey,jaylen waddle,tetairoa mcmillan,troy franklin,hunter henry,rj harvey,titans,3,"matthew stafford,devon achane,christian mccaffrey,rj harvey,jaylen waddle,tetairoa mcmillan,troy franklin,hunter henry,titans",1,0.0,120.4,60000,126.91708843727183,124.42303279201687,100.65001052153762,157.3245225104534,22.101723729547977,0.11284439511478629
