QB,RB1,RB2,WR1,WR2,WR3,TE,FLEX,DEF,lineup_id,player_ids,total_salary,strategy,anchor_player,mean,median,std,p10,p80,p90,cvar_score
Jacoby Brissett,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Wan'Dale Robinson,Alec Pierce,Kyle Pitts Sr.,RJ Harvey,Los Angeles Chargers,41,"123617-138820,123617-55050,123617-30231,123617-90573,123617-103539,123617-110484,123617-86312,123617-86080,123617-12548",60000,qb_anchor,Jacoby Brissett,126.06442191346301,120.68121144717087,27.598249043952876,98.1462549958039,146.09658785811936,165.45145565074958,170.16363047822307
Jacoby Brissett,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Wan'Dale Robinson,Darnell Mooney,Kyle Pitts Sr.,RJ Harvey,Miami Dolphins,43,"123617-138820,123617-55050,123617-30231,123617-90573,123617-103539,123617-69777,123617-110484,123617-86080,123617-12539",59800,qb_anchor,Jacoby Brissett,124.01931592973624,116.97897046775054,27.06919066218573,95.86348992858257,144.39063030752592,161.36732466128396,167.75709445477236
Matthew Stafford,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Alec Pierce,Kyle Pitts Sr.,RJ Harvey,Miami Dolphins,30,"123617-138820,123617-55050,123617-6654,123617-90573,123617-167620,123617-110484,123617-86312,123617-86080,123617-12539",60000,qb_anchor,Matthew Stafford,125.98342653082145,124.71141484699143,26.584997031081457,96.03683923135085,146.16229711797854,161.10473302641083,166.93352286444366
Jacoby Brissett,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Courtland Sutton,Wan'Dale Robinson,Kyle Pitts Sr.,RJ Harvey,Miami Dolphins,40,"123617-138820,123617-55050,123617-30231,123617-90573,123617-57403,123617-103539,123617-110484,123617-86080,123617-12539",60000,qb_anchor,Jacoby Brissett,124.79987397358259,118.1406006964254,26.1848058003728,97.71412115222074,146.96819240429443,162.42562636274928,166.7371523299155
Jacoby Brissett,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Courtland Sutton,Darnell Mooney,Kyle Pitts Sr.,RJ Harvey,Miami Dolphins,44,"123617-138820,123617-55050,123617-30231,123617-90573,123617-57403,123617-69777,123617-110484,123617-86080,123617-12539",60000,qb_anchor,Jacoby Brissett,122.9336720570463,116.87968200767475,26.148450798163722,96.11615998979538,144.63806156404516,162.4315464240306,166.15569162950175
Daniel Jones,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Wan'Dale Robinson,Kyle Pitts Sr.,Kenneth Gainwell,Miami Dolphins,58,"123617-138820,123617-55050,123617-63519,123617-90573,123617-167620,123617-103539,123617-90912,123617-86080,123617-12539",60000,qb_anchor,Daniel Jones,121.24089167047966,115.6318236898205,26.36308461776815,95.31816097429206,141.7649699142318,161.16477124553907,164.21239305748736
Drake Maye,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Wan'Dale Robinson,Troy Franklin,Kyle Pitts Sr.,Bhayshul Tuten,Los Angeles Chargers,45,"123617-138820,123617-55050,123617-152316,123617-90573,123617-103539,123617-151903,123617-160620,123617-86080,123617-12548",60000,qb_anchor,Drake Maye,123.91217897836127,120.16300764723812,26.06233853541064,94.95897327500036,146.66159340855836,157.1965730648566,163.69159517479633
Matthew Stafford,De'Von Achane,Christian McCaffrey,Tetairoa McMillan,Wan'Dale Robinson,Khalil Shakir,Kyle Pitts Sr.,RJ Harvey,Miami Dolphins,34,"123617-138820,123617-55050,123617-6654,123617-167620,123617-103539,123617-86518,123617-110484,123617-86080,123617-12539",59900,qb_anchor,Matthew Stafford,125.4002586726686,123.4496597273411,25.37179110129919,96.6122549866559,143.5936936619997,155.98764388256944,163.0982960076908
C.J. Stroud,De'Von Achane,Christian McCaffrey,Tetairoa McMillan,Wan'Dale Robinson,Jerry Jeudy,Kyle Pitts Sr.,TreVeyon Henderson,Los Angeles Chargers,20,"123617-138820,123617-55050,123617-152647,123617-129471,123617-167620,123617-103539,123617-90561,123617-86080,123617-12548",60000,qb_anchor,C.J. Stroud,123.65945012387834,118.56996997011504,25.229568307025144,97.40179416832753,143.63338993435912,158.6062597432147,162.80309626059528
C.J. Stroud,De'Von Achane,Christian McCaffrey,Wan'Dale Robinson,Khalil Shakir,Alec Pierce,Kyle Pitts Sr.,TreVeyon Henderson,Los Angeles Chargers,23,"123617-138820,123617-55050,123617-152647,123617-129471,123617-103539,123617-86518,123617-86312,123617-86080,123617-12548",59900,qb_anchor,C.J. Stroud,123.82807065233037,118.83129500477318,25.203360510060833,99.01404305685908,143.88267769224433,157.0549034671018,162.74505096314195
C.J. Stroud,De'Von Achane,Christian McCaffrey,Tetairoa McMillan,Wan'Dale Robinson,Troy Franklin,Kyle Pitts Sr.,RJ Harvey,Los Angeles Rams,24,"123617-138820,123617-55050,123617-129471,123617-167620,123617-103539,123617-110484,123617-151903,123617-86080,123617-12538",59500,qb_anchor,C.J. Stroud,122.7919640998019,117.26376020162532,25.31174254122012,95.65947187900976,143.20393951897958,155.02600938858345,162.71045278776415
C.J. Stroud,De'Von Achane,Christian McCaffrey,Tetairoa McMillan,Wan'Dale Robinson,Troy Franklin,Kyle Pitts Sr.,Woody Marks,Seattle Seahawks,22,"123617-138820,123617-55050,123617-129471,123617-167620,123617-103539,123617-138774,123617-151903,123617-86080,123617-12550",60000,qb_anchor,C.J. Stroud,122.8243042411765,118.03843671818777,24.94097480723937,97.6834347504812,142.53180985821106,155.47982473474346,162.38840282661914
Bo Nix,De'Von Achane,Christian McCaffrey,Tetairoa McMillan,Wan'Dale Robinson,Alec Pierce,Kyle Pitts Sr.,Ashton Jeanty,Miami Dolphins,19,"123617-138820,123617-55050,123617-102965,123617-167031,123617-167620,123617-103539,123617-86312,123617-86080,123617-12539",59600,qb_anchor,Bo Nix,123.69482751525253,119.02077315182599,24.113510415734435,98.27983402724053,143.75082606208377,155.14616095595764,162.02775140084503
Matthew Stafford,De'Von Achane,Christian McCaffrey,Tetairoa McMillan,Alec Pierce,Tre Tucker,Kyle Pitts Sr.,TreVeyon Henderson,Miami Dolphins,33,"123617-138820,123617-55050,123617-6654,123617-152647,123617-167620,123617-86312,123617-103619,123617-86080,123617-12539",60000,qb_anchor,Matthew Stafford,124.42355384674237,121.26795659593066,25.048812927687536,96.4879334792789,142.35402296242816,154.12005885640446,161.98369043056906
Sam Darnold,De'Von Achane,Christian McCaffrey,Davante Adams,Troy Franklin,Alec Pierce,Kyle Pitts Sr.,RJ Harvey,Miami Dolphins,26,"123617-138820,123617-55050,123617-45889,123617-63589,123617-110484,123617-151903,123617-86312,123617-86080,123617-12539",60000,qb_anchor,Sam Darnold,121.97588472125557,118.01734081804815,25.177341862849833,95.01392527589589,141.92199267534536,157.60208217743136,161.80660088871042
Bo Nix,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Wan'Dale Robinson,Alec Pierce,Kyle Pitts Sr.,Woody Marks,Los Angeles Rams,17,"123617-138820,123617-55050,123617-102965,123617-90573,123617-103539,123617-138774,123617-86312,123617-86080,123617-12538",60000,qb_anchor,Bo Nix,124.56357103873486,119.84970548551344,23.838498156238952,98.99447770538833,143.61709641543845,158.02126214403592,161.54206301931458
C.J. Stroud,De'Von Achane,Christian McCaffrey,Wan'Dale Robinson,Troy Franklin,Alec Pierce,Kyle Pitts Sr.,TreVeyon Henderson,Los Angeles Chargers,21,"123617-138820,123617-55050,123617-152647,123617-129471,123617-103539,123617-151903,123617-86312,123617-86080,123617-12548",59800,qb_anchor,C.J. Stroud,123.91154747083692,119.9781337217814,24.771402547672448,97.69453912352047,143.31417339113113,153.4928677914352,161.52616098723553
Matthew Stafford,De'Von Achane,Christian McCaffrey,Tetairoa McMillan,Alec Pierce,Tre Tucker,Brenton Strange,TreVeyon Henderson,Miami Dolphins,31,"123617-138820,123617-55050,123617-6654,123617-152647,123617-167620,123617-86312,123617-103619,123617-103587,123617-12539",60000,qb_anchor,Matthew Stafford,123.5770395162156,119.40500357510516,24.989923880469128,97.11395505331616,141.6742638647341,154.02638697446517,161.23133653336808
Jacoby Brissett,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Wan'Dale Robinson,Alec Pierce,Kyle Pitts Sr.,Kimani Vidal,Miami Dolphins,42,"123617-138820,123617-55050,123617-30231,123617-90573,123617-128633,123617-103539,123617-86312,123617-86080,123617-12539",59600,qb_anchor,Jacoby Brissett,123.31218815825856,120.12868256575865,24.505967774532074,96.19185958329736,138.9940385491638,155.48527877581955,161.04301736031044
Bo Nix,De'Von Achane,Christian McCaffrey,Tetairoa McMillan,Khalil Shakir,Troy Franklin,Kyle Pitts Sr.,RJ Harvey,Los Angeles Rams,18,"123617-138820,123617-55050,123617-102965,123617-167620,123617-86518,123617-110484,123617-151903,123617-86080,123617-12538",60000,qb_anchor,Bo Nix,125.2707295950875,122.62180668662984,23.291957044372694,99.51956309183015,143.12200414889762,155.1760089369474,161.00333976009324
Bo Nix,De'Von Achane,Christian McCaffrey,Nico Collins,Tetairoa McMillan,Wan'Dale Robinson,Kyle Pitts Sr.,Bhayshul Tuten,Miami Dolphins,16,"123617-138820,123617-55050,123617-91419,123617-102965,123617-167620,123617-103539,123617-160620,123617-86080,123617-12539",60000,qb_anchor,Bo Nix,123.61761392861762,119.19902952726747,24.31540116333195,99.68987208422868,140.9154512304997,153.7389410613835,160.95059172788666
Matthew Stafford,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Courtland Sutton,Alec Pierce,Zach Ertz,RJ Harvey,Miami Dolphins,32,"123617-138820,123617-55050,123617-6654,123617-90573,123617-57403,123617-110484,123617-86312,123617-29780,123617-12539",59900,qb_anchor,Matthew Stafford,122.7600747013012,118.52919695036408,24.26523727161304,96.36485994641183,141.99538309160357,156.97022844174484,160.8649044076088
Daniel Jones,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Wan'Dale Robinson,Khalil Shakir,Kyle Pitts Sr.,Kimani Vidal,Miami Dolphins,57,"123617-138820,123617-55050,123617-63519,123617-90573,123617-128633,123617-103539,123617-86518,123617-86080,123617-12539",60000,qb_anchor,Daniel Jones,122.23125178982744,119.18189212148837,24.895264380519563,94.95691175003834,143.05818833220678,156.2214500158851,160.74633201955072
Drake Maye,Christian McCaffrey,TreVeyon Henderson,Tetairoa McMillan,Wan'Dale Robinson,Troy Franklin,Kyle Pitts Sr.,Woody Marks,Los Angeles Chargers,47,"123617-55050,123617-152316,123617-152647,123617-167620,123617-103539,123617-138774,123617-151903,123617-86080,123617-12548",60000,qb_anchor,Drake Maye,121.30655308937044,117.40475031268261,24.65839353359637,95.50060757690191,139.35355422773034,155.9689799655953,160.2719072713866
Drake Maye,De'Von Achane,Christian McCaffrey,Tetairoa McMillan,Alec Pierce,Jayden Higgins,Kyle Pitts Sr.,RJ Harvey,Los Angeles Rams,48,"123617-138820,123617-55050,123617-152316,123617-167620,123617-110484,123617-86312,123617-147315,123617-86080,123617-12538",59800,qb_anchor,Drake Maye,121.46258111336472,115.88353621763447,24.427063827338475,93.99719281196022,142.92588425076158,154.88698122041853,160.04971905841103
Drake Maye,De'Von Achane,Christian McCaffrey,Tetairoa McMillan,Wan'Dale Robinson,Khalil Shakir,Kyle Pitts Sr.,Bhayshul Tuten,Los Angeles Rams,46,"123617-138820,123617-55050,123617-152316,123617-167620,123617-103539,123617-86518,123617-160620,123617-86080,123617-12538",60000,qb_anchor,Drake Maye,121.90215090357701,118.3091094878171,24.34381731387521,95.85277624061952,141.64057586510566,155.99017994156455,160.0410842734698
Bo Nix,De'Von Achane,Christian McCaffrey,Tetairoa McMillan,Wan'Dale Robinson,Alec Pierce,Kyle Pitts Sr.,Woody Marks,Los Angeles Rams,15,"123617-138820,123617-55050,123617-102965,123617-167620,123617-103539,123617-138774,123617-86312,123617-86080,123617-12538",59800,qb_anchor,Bo Nix,123.5482447665426,118.6996177878224,22.916753000710443,98.55035542795062,140.72730099742373,155.9903516669024,159.95263472597816
Trevor Lawrence,De'Von Achane,Christian McCaffrey,Tetairoa McMillan,Wan'Dale Robinson,Alec Pierce,Kyle Pitts Sr.,RJ Harvey,Seattle Seahawks,2,"123617-138820,123617-55050,123617-89951,123617-167620,123617-103539,123617-110484,123617-86312,123617-86080,123617-12550",59900,qb_anchor,Trevor Lawrence,123.02195632740226,118.47767714760202,23.569552973288616,97.7299683493435,144.73547273234112,156.01497834789677,159.7708114756127
Drake Maye,De'Von Achane,Christian McCaffrey,Wan'Dale Robinson,Khalil Shakir,Jerry Jeudy,Kyle Pitts Sr.,Kimani Vidal,Los Angeles Chargers,49,"123617-138820,123617-55050,123617-152316,123617-128633,123617-103539,123617-86518,123617-90561,123617-86080,123617-12548",60000,qb_anchor,Drake Maye,121.28519270305543,115.92523567103584,24.508341748945117,95.61987657953344,141.05691244101862,154.9992955437992,159.68866082078594
Sam Darnold,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Wan'Dale Robinson,Darnell Mooney,Juwan Johnson,RJ Harvey,Miami Dolphins,29,"123617-138820,123617-55050,123617-63589,123617-90573,123617-103539,123617-69777,123617-110484,123617-64808,123617-12539",60000,qb_anchor,Sam Darnold,120.85585388532252,117.12732226717819,24.293258753877453,95.15439141299646,139.89190637749454,155.36875295146348,159.50174940555596
Jaxson Dart,De'Von Achane,Christian McCaffrey,Tetairoa McMillan,Wan'Dale Robinson,Jerry Jeudy,Kyle Pitts Sr.,TreVeyon Henderson,Miami Dolphins,5,"123617-138820,123617-55050,123617-152647,123617-151966,123617-167620,123617-103539,123617-90561,123617-86080,123617-12539",59900,qb_anchor,Jaxson Dart,123.46902177896625,120.95739000736648,23.38890063827528,98.87087139413053,142.38318020230906,155.71252735911693,159.4700957549036
Jaxson Dart,De'Von Achane,Christian McCaffrey,Tetairoa McMillan,Wan'Dale Robinson,Jerry Jeudy,Brenton Strange,TreVeyon Henderson,Miami Dolphins,6,"123617-138820,123617-55050,123617-152647,123617-151966,123617-167620,123617-103539,123617-90561,123617-103587,123617-12539",59900,qb_anchor,Jaxson Dart,122.62250744843948,117.41868813419467,23.440787489392935,96.91822542985769,141.6451357594303,155.36157711858647,159.42639884782062
Sam Darnold,De'Von Achane,Christian McCaffrey,Tetairoa McMillan,Troy Franklin,Alec Pierce,Kyle Pitts Sr.,Woody Marks,Seattle Seahawks,25,"123617-138820,123617-55050,123617-63589,123617-167620,123617-138774,123617-151903,123617-86312,123617-86080,123617-12550",60000,qb_anchor,Sam Darnold,121.27734475787814,117.60709801777588,23.89508216663114,95.6290775179698,139.93711342683366,155.03900013302098,159.35140811197098
Jaxson Dart,De'Von Achane,Christian McCaffrey,Tetairoa McMillan,Wan'Dale Robinson,Alec Pierce,Zach Ertz,RJ Harvey,Los Angeles Rams,7,"123617-138820,123617-55050,123617-151966,123617-167620,123617-103539,123617-110484,123617-86312,123617-29780,123617-12538",59900,qb_anchor,Jaxson Dart,122.39578219530685,118.52958503139692,23.359467684534987,95.81498428025492,140.43267521710868,155.92695666621864,159.29953276860238
Daniel Jones,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Wan'Dale Robinson,Khalil Shakir,Juwan Johnson,RJ Harvey,Miami Dolphins,59,"123617-138820,123617-55050,123617-63519,123617-90573,123617-103539,123617-86518,123617-110484,123617-64808,123617-12539",60000,qb_anchor,Daniel Jones,121.46758809543236,117.94511572969601,24.504459222498912,94.29027231999414,138.6610081864702,156.60580126985843,159.29602518729865
Daniel Jones,De'Von Achane,Christian McCaffrey,Wan'Dale Robinson,Khalil Shakir,Alec Pierce,Kyle Pitts Sr.,TreVeyon Henderson,Miami Dolphins,56,"123617-138820,123617-55050,123617-152647,123617-63519,123617-103539,123617-86518,123617-86312,123617-86080,123617-12539",59800,qb_anchor,Daniel Jones,121.7289280299959,118.70490073229969,24.361549930429646,95.33292015209608,140.69874593750808,155.56112046656784,159.07161565123266
