QB,RB1,RB2,WR1,WR2,WR3,TE,FLEX,DEF,lineup_id,player_ids,tier,temperature,milp_projection,total_salary,mean,median,p10,p90,std,skewness
Bo Nix,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Tre Tucker,Kyle Pitts Sr.,RJ Harvey,Los Angeles Chargers,19,"123617-138820,123617-55050,123617-102965,123617-90573,123617-167620,123617-110484,123617-103619,123617-86080,123617-12548",1,0.0,131.19999999999996,60000,126.57425144531983,123.31579465660009,95.21047475183623,162.06366979623425,27.15402622118723,0.11999902932174727
Bo Nix,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Khalil Shakir,Alec Pierce,Hunter Henry,RJ Harvey,Los Angeles Chargers,40,"123617-138820,123617-55050,123617-102965,123617-90573,123617-86518,123617-110484,123617-86312,123617-40845,123617-12548",1,0.0,119.2,60000,125.90893651687114,123.26010631222195,94.33365886937995,159.9867633342469,27.210543824259094,0.09734572824993183
Matthew Stafford,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Troy Franklin,Tre Tucker,Kyle Pitts Sr.,RJ Harvey,Los Angeles Chargers,6,"123617-138820,123617-55050,123617-6654,123617-90573,123617-110484,123617-151903,123617-103619,123617-86080,123617-12548",1,0.0,119.89999999999998,60000,126.42452981615105,123.12513627135857,94.63978472146796,163.48275719276037,27.809721791767164,0.11864173145986803
Trevor Lawrence,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Alec Pierce,Kyle Pitts Sr.,RJ Harvey,Los Angeles Chargers,47,"123617-138820,123617-55050,123617-89951,123617-90573,123617-167620,123617-110484,123617-86312,123617-86080,123617-12548",1,0.0,119.1,60000,126.48119784143911,123.12435684860914,93.126914472846,162.75777060967658,28.703057192287297,0.11695064293471771
Drake Maye,De'Von Achane,TreVeyon Henderson,Jaylen Waddle,Tetairoa McMillan,Wan'Dale Robinson,Kyle Pitts Sr.,RJ Harvey,Miami Dolphins,44,"123617-138820,123617-152316,123617-152647,123617-90573,123617-167620,123617-103539,123617-110484,123617-86080,123617-12539",1,0.0,119.1,60000,126.31809054576483,123.0392022490967,93.58520057094648,164.38420527276264,28.40594648673626,0.11542964421900737
Drake Maye,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Troy Franklin,Kyle Pitts Sr.,RJ Harvey,Tennessee Titans,0,"123617-138820,123617-55050,123617-152316,123617-90573,123617-167620,123617-110484,123617-151903,123617-86080,123617-12534",1,0.0,120.59999999999998,60000,126.12339901682986,122.80807078401871,94.41540860028383,161.8008491707332,27.995783836299886,0.11842241146727367
Bo Nix,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Wan'Dale Robinson,Kyle Pitts Sr.,RJ Harvey,Miami Dolphins,3,"123617-138820,123617-55050,123617-102965,123617-90573,123617-167620,123617-103539,123617-110484,123617-86080,123617-12539",1,0.0,120.1,60000,125.88676504367434,122.80484745801074,93.75462839145118,160.96458495387813,27.34717890040643,0.11269599679321221
Bo Nix,De'Von Achane,Christian McCaffrey,Wan'Dale Robinson,Khalil Shakir,Troy Franklin,Kyle Pitts Sr.,RJ Harvey,Seattle Seahawks,85,"123617-138820,123617-55050,123617-102965,123617-103539,123617-86518,123617-110484,123617-151903,123617-86080,123617-12550",1,0.0,118.89999999999998,60000,125.78301159805382,122.79377170017774,94.23722929064779,161.4103941957978,27.35877514847615,0.10926073560140986
Bo Nix,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Alec Pierce,Hunter Henry,RJ Harvey,Atlanta Falcons,80,"123617-138820,123617-55050,123617-102965,123617-90573,123617-167620,123617-110484,123617-86312,123617-40845,123617-12525",1,0.0,118.9,60000,125.15377054654566,122.70274332927895,93.63781112765835,160.0898342948492,26.70126551345272,0.09179442135549074
Bo Nix,De'Von Achane,Christian McCaffrey,Tetairoa McMillan,Khalil Shakir,Troy Franklin,Kyle Pitts Sr.,RJ Harvey,Los Angeles Chargers,30,"123617-138820,123617-55050,123617-102965,123617-167620,123617-86518,123617-110484,123617-151903,123617-86080,123617-12548",1,0.0,119.29999999999998,59900,126.41760078364824,122.69015515658812,94.02731975604912,164.05268733772272,28.051067633783283,0.13288070442534508
C.J. Stroud,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Courtland Sutton,Wan'Dale Robinson,Brenton Strange,RJ Harvey,Los Angeles Chargers,180,"123617-138820,123617-55050,123617-90573,123617-129471,123617-57403,123617-103539,123617-110484,123617-103587,123617-12548",2,0.6090909090909091,117.7,60000,124.4077599345336,122.61538849539508,92.343860379547,158.91208871320305,26.834316983982735,0.06679400262761961
Drake Maye,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Alec Pierce,Kyle Pitts Sr.,RJ Harvey,New Orleans Saints,32,"123617-138820,123617-55050,123617-152316,123617-90573,123617-167620,123617-110484,123617-86312,123617-86080,123617-12542",1,0.0,119.29999999999998,60000,125.12574623866573,122.595492144307,93.86781782579159,160.33776062966254,26.701304214817416,0.09476144213789396
C.J. Stroud,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Troy Franklin,Kyle Pitts Sr.,RJ Harvey,Los Angeles Chargers,9,"123617-138820,123617-55050,123617-90573,123617-129471,123617-167620,123617-110484,123617-151903,123617-86080,123617-12548",1,0.0,119.79999999999998,60000,126.3325753208934,122.59337376436932,93.92934802004693,162.98093389673164,27.420376414028418,0.13636579965441625
Bo Nix,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Courtland Sutton,Alec Pierce,Kyle Pitts Sr.,RJ Harvey,Los Angeles Chargers,43,"123617-138820,123617-55050,123617-102965,123617-90573,123617-57403,123617-110484,123617-86312,123617-86080,123617-12548",1,0.0,119.2,60000,125.38691742937326,122.57520117669324,94.03187859332618,159.6259033374689,26.887127425065877,0.10457481040011567
Drake Maye,De'Von Achane,Christian McCaffrey,Wan'Dale Robinson,Troy Franklin,Alec Pierce,Kyle Pitts Sr.,RJ Harvey,Los Angeles Chargers,53,"123617-138820,123617-55050,123617-152316,123617-103539,123617-110484,123617-151903,123617-86312,123617-86080,123617-12548",1,0.0,119.09999999999998,59900,126.06976136035658,122.48728215579763,94.0162541972589,162.17436545359772,28.176825425977654,0.12714275474255804
Matthew Stafford,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Wan'Dale Robinson,Troy Franklin,Kyle Pitts Sr.,RJ Harvey,Miami Dolphins,1,"123617-138820,123617-55050,123617-6654,123617-90573,123617-103539,123617-110484,123617-151903,123617-86080,123617-12539",1,0.0,120.5,60000,125.55438063602548,122.42612912622167,93.39050145892816,162.33908667640216,28.06503164857233,0.11146438560894878
Jaxson Dart,De'Von Achane,Christian McCaffrey,Tetairoa McMillan,Wan'Dale Robinson,Alec Pierce,Hunter Henry,RJ Harvey,Los Angeles Chargers,146,"123617-138820,123617-55050,123617-151966,123617-167620,123617-103539,123617-110484,123617-86312,123617-40845,123617-12548",2,0.5303030303030303,117.8,60000,125.44246619269589,122.33584984506544,94.068914260126,160.51997853950903,26.747104680596852,0.11614776196259036
Bo Nix,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Wan'Dale Robinson,Hunter Henry,RJ Harvey,New Orleans Saints,34,"123617-138820,123617-55050,123617-102965,123617-90573,123617-167620,123617-103539,123617-110484,123617-40845,123617-12542",1,0.0,119.29999999999998,60000,125.30586634915582,122.2891779824054,93.1900104424651,161.99576313834385,27.372115222652535,0.11021027575734714
Jacoby Brissett,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Wan'Dale Robinson,Alec Pierce,Kyle Pitts Sr.,RJ Harvey,Los Angeles Chargers,95,"123617-138820,123617-55050,123617-30231,123617-90573,123617-103539,123617-110484,123617-86312,123617-86080,123617-12548",1,0.0,118.5,60000,125.07195821714583,122.24825238829848,93.28743786914116,160.4524209625392,26.94008238432473,0.10481429821054833
Bo Nix,De'Von Achane,TreVeyon Henderson,Jaylen Waddle,Tetairoa McMillan,Troy Franklin,Hunter Henry,RJ Harvey,Los Angeles Chargers,29,"123617-138820,123617-152647,123617-102965,123617-90573,123617-167620,123617-110484,123617-151903,123617-40845,123617-12548",1,0.0,119.29999999999998,60000,125.52110586881868,122.23148154893809,95.19925947630445,161.04039683053787,26.52809917521331,0.12400527825809202
Drake Maye,De'Von Achane,Christian McCaffrey,Tetairoa McMillan,Khalil Shakir,Troy Franklin,Kyle Pitts Sr.,RJ Harvey,Miami Dolphins,31,"123617-138820,123617-55050,123617-152316,123617-167620,123617-86518,123617-110484,123617-151903,123617-86080,123617-12539",1,0.0,119.29999999999998,60000,125.19977302306155,122.19105619185326,92.65049364720726,161.60387527060414,27.953174849087087,0.10763417205564935
Tyler Shough,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Troy Franklin,Hunter Henry,RJ Harvey,Los Angeles Chargers,132,"123617-138820,123617-55050,123617-90573,123617-167620,123617-88431,123617-110484,123617-151903,123617-40845,123617-12548",1,0.0,117.89999999999998,60000,125.08000374554672,122.10399759137293,93.05293985841263,160.4454664470918,27.333457999628394,0.10887777734578069
Bo Nix,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Courtland Sutton,Troy Franklin,Hunter Henry,RJ Harvey,Miami Dolphins,55,"123617-138820,123617-55050,123617-102965,123617-90573,123617-57403,123617-110484,123617-151903,123617-40845,123617-12539",1,0.0,119.09999999999998,59900,124.12326800874035,122.0643492739917,92.45933805688065,158.1778875192796,26.866461480679583,0.0766352776389732
Matthew Stafford,De'Von Achane,Christian McCaffrey,Tetairoa McMillan,Troy Franklin,Alec Pierce,Kyle Pitts Sr.,RJ Harvey,Los Angeles Chargers,14,"123617-138820,123617-55050,123617-6654,123617-167620,123617-110484,123617-151903,123617-86312,123617-86080,123617-12548",1,0.0,137.79999999999995,60000,125.35125341320108,122.05602386747421,93.57194366575449,159.88306001764275,27.31512751592996,0.12063753111916165
C.J. Stroud,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Wan'Dale Robinson,Troy Franklin,Hunter Henry,TreVeyon Henderson,Las Vegas Raiders,105,"123617-138820,123617-55050,123617-152647,123617-90573,123617-129471,123617-103539,123617-151903,123617-40845,123617-12537",2,0.3303030303030303,118.2,60000,124.86560163688097,122.04793398513479,92.54043617041583,161.32826348258246,27.603068239701027,0.10207805984747642
Trevor Lawrence,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Troy Franklin,Hunter Henry,RJ Harvey,Miami Dolphins,71,"123617-138820,123617-55050,123617-89951,123617-90573,123617-167620,123617-110484,123617-151903,123617-40845,123617-12539",1,0.0,119.0,59900,125.20193658041063,122.02586470570924,94.09246117782206,159.46966247425155,27.42464447487867,0.11581086776204941
Drake Maye,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Troy Franklin,Alec Pierce,Kyle Pitts Sr.,RJ Harvey,Atlanta Falcons,17,"123617-138820,123617-55050,123617-152316,123617-90573,123617-110484,123617-151903,123617-86312,123617-86080,123617-12525",1,0.0,119.5,60000,124.85312666626709,121.99599218939157,92.55234537695092,160.87918475229307,27.258673493585462,0.10481560951775071
Bo Nix,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Wan'Dale Robinson,Quentin Johnston,Kyle Pitts Sr.,RJ Harvey,Los Angeles Chargers,38,"123617-138820,123617-55050,123617-102965,123617-90573,123617-103539,123617-110484,123617-120639,123617-86080,123617-12548",1,0.0,128.0,60000,125.23241125695199,121.94236696509853,94.27865920083987,160.9064123732141,27.09792722875585,0.12141313481579227
Drake Maye,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Troy Franklin,Alec Pierce,Hunter Henry,RJ Harvey,Miami Dolphins,15,"123617-138820,123617-55050,123617-152316,123617-90573,123617-110484,123617-151903,123617-86312,123617-40845,123617-12539",1,0.0,132.2,60000,124.95626773062146,121.9171260078642,92.39813268594489,160.35623571079458,27.93691965811447,0.10878585613408975
Bo Nix,De'Von Achane,Christian McCaffrey,Tetairoa McMillan,Wan'Dale Robinson,Troy Franklin,Kyle Pitts Sr.,TreVeyon Henderson,Tennessee Titans,65,"123617-138820,123617-55050,123617-152647,123617-102965,123617-167620,123617-103539,123617-151903,123617-86080,123617-12534",1,0.0,119.0,59900,124.92809152031319,121.86300267877724,92.82366329530807,161.63599499380481,27.928101481509778,0.10974927327463493
Matthew Stafford,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Stefon Diggs,Wan'Dale Robinson,Kyle Pitts Sr.,RJ Harvey,Tennessee Titans,37,"123617-138820,123617-55050,123617-6654,123617-90573,123617-25079,123617-103539,123617-110484,123617-86080,123617-12534",1,0.0,129.89999999999998,60000,124.96110109162628,121.80996826704327,93.06786078558932,159.2243549399912,27.707768092399103,0.1137274144230849
Matthew Stafford,De'Von Achane,Christian McCaffrey,Tetairoa McMillan,Wan'Dale Robinson,Khalil Shakir,Kyle Pitts Sr.,RJ Harvey,Miami Dolphins,78,"123617-138820,123617-55050,123617-6654,123617-167620,123617-103539,123617-86518,123617-110484,123617-86080,123617-12539",1,0.0,118.9,59900,124.99554531114471,121.76963315284118,92.90640952115977,161.23469627954674,27.341559577803594,0.11798566753750167
Matthew Stafford,De'Von Achane,Christian McCaffrey,Wan'Dale Robinson,Khalil Shakir,Troy Franklin,Kyle Pitts Sr.,TreVeyon Henderson,Tennessee Titans,63,"123617-138820,123617-55050,123617-6654,123617-152647,123617-103539,123617-86518,123617-151903,123617-86080,123617-12534",1,0.0,119.0,60000,124.75992729298889,121.75644576012878,93.22433542915296,161.0579695425449,26.934817403473804,0.11150925910760938
Matthew Stafford,De'Von Achane,Breece Hall,Jaylen Waddle,Tetairoa McMillan,Troy Franklin,Kyle Pitts Sr.,RJ Harvey,Los Angeles Chargers,77,"123617-138820,123617-6654,123617-103064,123617-90573,123617-167620,123617-110484,123617-151903,123617-86080,123617-12548",1,0.0,132.5,60000,124.52003548742584,121.75463077311318,93.6466756195267,159.33637391305092,26.982439279102074,0.10248905540776941
Drake Maye,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Troy Franklin,Adonai Mitchell,Kyle Pitts Sr.,RJ Harvey,Los Angeles Chargers,57,"123617-138820,123617-55050,123617-152316,123617-90573,123617-110484,123617-151903,123617-151789,123617-86080,123617-12548",1,0.0,119.09999999999998,60000,124.82485042801574,121.62317383330523,92.60694884827794,160.45320042337758,27.57693436850712,0.11609980108473633
Bo Nix,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Jayden Higgins,Kyle Pitts Sr.,TreVeyon Henderson,New York Giants,117,"123617-138820,123617-55050,123617-152647,123617-102965,123617-90573,123617-167620,123617-147315,123617-86080,123617-12543",2,0.3606060606060606,118.0,60000,124.26733838706869,121.60134938150276,90.8596287387323,160.78635428500078,27.51487952480439,0.09689262870159293
Matthew Stafford,De'Von Achane,TreVeyon Henderson,Jaylen Waddle,Tetairoa McMillan,Wan'Dale Robinson,Hunter Henry,RJ Harvey,Miami Dolphins,76,"123617-138820,123617-6654,123617-152647,123617-90573,123617-167620,123617-103539,123617-110484,123617-40845,123617-12539",1,0.0,118.9,60000,124.81860707274382,121.59994808115218,93.50913952916875,159.90703628434318,27.432165285498026,0.11733156891166655
Bo Nix,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Wan'Dale Robinson,Troy Franklin,Hunter Henry,RJ Harvey,Atlanta Falcons,18,"123617-138820,123617-55050,123617-102965,123617-90573,123617-103539,123617-110484,123617-151903,123617-40845,123617-12525",1,0.0,132.39999999999998,60000,125.07131014248336,121.58141526442722,93.07353578688733,160.72846281582954,27.5545373138565,0.12665409105966557
Bo Nix,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Khalil Shakir,Hunter Henry,RJ Harvey,Arizona Cardinals,67,"123617-138820,123617-55050,123617-102965,123617-90573,123617-167620,123617-86518,123617-110484,123617-40845,123617-12546",1,0.0,119.0,60000,124.33096060405438,121.57565767614165,92.08915429590245,159.5001439997312,27.11655147035814,0.10160963612665261
Drake Maye,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Wan'Dale Robinson,Khalil Shakir,Hunter Henry,RJ Harvey,Tennessee Titans,20,"123617-138820,123617-55050,123617-152316,123617-90573,123617-103539,123617-86518,123617-110484,123617-40845,123617-12534",1,0.0,130.2,60000,125.35813722309307,121.55692515360846,92.82371317588682,162.1034801609428,28.01367722806618,0.13569129245468245
