lineup_id,tier,temperature,player_ids,total_salary,milp_projection,mean,median,p10,p90,std,skewness,fitness
78,3,1.800444853193164,"123617-138820,123617-55050,123617-6654,123617-103064,123617-103539,123617-86518,123617-86312,123617-86080,123617-12539",60000,117.2,122.94153046628911,119.5385816043775,90.87114395773183,159.993692919189,27.94241994212522,0.12178432895074415,159.993692919189
79,3,1.896385616164548,"123617-138820,123617-55050,123617-152647,123617-102965,123617-167620,123617-86518,123617-151903,123617-103587,123617-12537",60000,117.4,123.62232602516193,120.49967430671659,91.15593473639737,159.9892457906194,27.40128625173769,0.11396004150160333,159.9892457906194
80,1,0.0,"123617-138820,123617-55050,123617-152316,123617-90573,123617-86518,123617-110484,123617-151903,123617-40845,123617-12537",60000,119.29999999999998,123.26908295436863,119.35192662160122,92.17079519753808,159.97580133207222,27.397333404930155,0.14297582450350851,159.97580133207222
81,1,0.0,"123617-138820,123617-55050,123617-45889,123617-102965,123617-103539,123617-110484,123617-151903,123617-86080,123617-12534",59900,133.49999999999997,124.2881088929938,120.7398291684691,93.05775694879051,159.96753078018907,27.68439078444534,0.1281689653983041,159.96753078018907
82,3,2.763489876785627,"123617-138820,123617-55050,123617-102965,123617-90573,123617-57403,123617-103539,123617-63759,123617-86080,123617-12550",60000,117.1,123.25352951178306,119.00658544286685,91.82891389578754,159.92913203432877,27.506888637703327,0.15439565429784657,159.92913203432877
83,1,0.0,"123617-138820,123617-55050,123617-102965,123617-90573,123617-103539,123617-110484,123617-120639,123617-86080,123617-12548",60000,128.0,124.5273234873755,121.21905271785383,94.15294437439607,159.9188432763634,26.304644042541284,0.12576755511959625,159.9188432763634
84,3,2.7346847986559246,"123617-138820,123617-152647,123617-151966,123617-167620,123617-103539,123617-110484,123617-151903,123617-40845,123617-12550",60000,117.0,124.2923450699488,121.11670303198105,93.25743790749291,159.90730533547278,27.399058880042364,0.11590332543432375,159.90730533547278
85,1,0.0,"123617-138820,123617-55050,123617-90573,123617-14377,123617-103539,123617-110484,123617-151903,123617-86080,123617-12550",60000,118.09999999999998,125.15187094819359,122.02194301227755,93.25679766935725,159.9000772789935,27.4417160259148,0.11405729630611554,159.9000772789935
86,1,0.0,"123617-138820,123617-55050,123617-89951,123617-90573,123617-167620,123617-110484,123617-151903,123617-40845,123617-12539",59900,119.0,124.91456962805373,121.70568406071904,93.49134594494605,159.8868617709458,27.00561457741288,0.11882290470140075,159.8868617709458
87,3,2.637657889041548,"123617-138820,123617-55050,123617-90573,123617-129471,123617-167620,123617-103539,123617-110484,123617-86811,123617-12525",59900,117.0,124.02676905265044,120.6835950998244,92.39493852356169,159.84792495725912,27.12149906189157,0.12326656226475072,159.84792495725912
88,2,0.8333333333333333,"123617-138820,123617-55050,123617-30231,123617-90573,123617-137530,123617-86518,123617-110484,123617-151903,123617-12534",60000,117.2,123.26488577568979,119.38185548286611,92.23043150059195,159.84761497198187,27.18534699632201,0.14283541399523145,159.84761497198187
