id,name,position,team,opponent,game,salary,fppg,injury_status,fpProjPts,espnScoreProjection,espnSimulationProjection,espnOutsideProjection,espnLowScore,espnHighScore,tdOdds,tdProbability,espnOutsideProjection_fp,espnScoreProjection_fp,espnSimulationProjection_fp,espnLowScore_fp,espnHighScore_fp,consensus,floor_shootout,ceiling_shootout,floor_defensive,ceiling_defensive,floor_blowout_favorite,ceiling_blowout_favorite,floor_blowout_underdog,ceiling_blowout_underdog,floor_competitive,ceiling_competitive,mu_shootout,sigma_shootout,shift_shootout,mu_defensive,sigma_defensive,shift_defensive,mu_blowout_favorite,sigma_blowout_favorite,shift_blowout_favorite,mu_blowout_underdog,sigma_blowout_underdog,shift_blowout_underdog,mu_competitive,sigma_competitive,shift_competitive,td_odds_floor_mult,td_odds_ceiling_mult,game_id,shootout_prob,defensive_prob,blowout_prob,competitive_prob,is_favorite
123865-63519,Daniel Jones,QB,IND,JAC,IND@JAC,7500,19.886666615804035,,16.4,,,,,,3000,3.23,,,,,,16.4,6.9363,31.307919999999992,6.9363,25.717219999999994,7.398720000000001,25.717219999999994,7.398720000000001,30.18978,7.86114,27.953499999999995,2.6935432949353175,0.5892553423603233,0.0,2.5951881478122907,0.5125084132726664,0.0,2.627457408381076,0.48732857546015307,0.0,2.707628733418666,0.5498865927831007,0.0,2.6994605237588187,0.4962072611620997,0.0,1.001615,1.004845,JAX@IND,0.25589659435594847,0.2495228259058379,0.08743730299730458,0.4071432767409091,True
123865-103064,Breece Hall,RB,NYJ,MIA,MIA@NYJ,7500,13.538333892822266,,14.1,,,,,,550,15.38,,,,,,14.1,6.944940000000002,20.831685,7.330770000000001,22.815655,7.330770000000001,25.791610000000002,5.7874500000000015,20.831685,6.559110000000001,23.80764,2.50247848764841,0.4344769130573765,0.0,2.574997987386411,0.4488753024502248,0.0,2.6362991484325775,0.4967088525735989,0.0,2.411317709251433,0.5056100463997233,0.0,2.540664977040697,0.5088749363563598,0.0,1.00769,1.02307,NYJ@MIA,0.19497581895052088,0.3513678698952266,0.08269967570372865,0.37095663545052393,False
123865-69017,Jordan Love,QB,GB,CHI,CHI@GB,7400,17.263333638509113,,17.2,,,,,,2800,3.45,,,,,,17.2,7.3359000000000005,32.536559999999994,7.3359000000000005,26.726459999999996,7.824960000000001,26.726459999999996,7.824960000000001,31.37454,8.31402,29.050499999999996,2.7410148266085232,0.5825057916733319,0.0,2.6426596794854964,0.505758862585675,0.0,2.674928940054282,0.4805790247731618,0.0,2.7551002650918717,0.5431370420961094,0.0,2.746932055432025,0.48945771047510844,0.0,1.001725,1.005175,CHI@GB,0.2092019684965326,0.320705430262647,0.3107920757201413,0.15930052552067914,True
123865-56018,Deebo Samuel Sr.,WR,WAS,MIN,WAS@MIN,7400,11.209091186523438,,9.1,,,,,,1100,8.33,,,,,,9.1,3.2899499999999997,20.814314999999997,3.2899499999999997,15.79017,3.50928,15.79017,3.7286099999999998,19.378845000000002,3.7286099999999998,17.943375,2.1215436351749783,0.7229634316677662,0.0,1.9834169468608995,0.615182604093043,0.0,2.015686207429685,0.5900027662805297,0.0,2.1483957246609093,0.6462509090418835,0.0,2.1099152040928453,0.6162243992995997,0.0,1.004165,1.012495,MIN@WAS,0.23877322019874606,0.2639776831796673,0.06301791260740049,0.43423118401418626,True
123865-152655,Emeka Egbuka,WR,TB,NO,NO@TB,7300,12.75,,11.5,,,,,,550,15.38,,,,,,11.5,4.488750000000001,24.631874999999994,4.488750000000001,18.686249999999998,4.788000000000001,18.686249999999998,5.087250000000001,22.933124999999997,5.087250000000001,21.234374999999996,2.368042047980247,0.670130817865707,0.0,2.229915359666168,0.5623499902909839,0.0,2.2621846202349536,0.5371701524784706,0.0,2.394894137466178,0.5934182952398244,0.0,2.3564136168981134,0.5633917854975404,0.0,1.00769,1.02307,NO@TB,0.14653447877801315,0.39022245740895156,0.3700878139141052,0.09315524989893008,True
123865-63589,Sam Darnold,QB,SEA,ATL,SEA@ATL,7300,15.28499984741211,,16.1,,,,,,5000,1.96,,,,,,16.1,6.786450000000002,30.847179999999998,6.786450000000002,25.338755,7.238880000000002,25.338755,7.238880000000002,29.745495000000002,7.691310000000001,27.542125,2.673944260025496,0.5914992288500607,0.0,2.575589112902469,0.5147522997624039,0.0,2.6078583734712546,0.4895724619498905,0.0,2.6880296985088443,0.5521304792728381,0.0,2.6798614888489976,0.49845114765183707,0.0,1.00098,1.00294,ATL@SEA,0.20929869009750393,0.3030319432933151,0.3580654901890779,0.1296038764201031,True
123865-151794,Brock Bowers,TE,LV,DEN,DEN@LV,7300,13.333333333333334,,11.1,,,,,,1000,9.09,,,,,,11.1,4.28895,23.168179999999992,4.28895,19.031004999999993,4.57488,19.031004999999993,4.57488,21.513309999999997,4.86081,20.685874999999996,2.3084496578699163,0.6615988230604601,0.0,2.210094510746889,0.5848518939728031,0.0,2.2423637713156745,0.5596720561602898,0.0,2.3036649323618406,0.6075056062836639,0.0,2.3143668866934175,0.5685507418622364,0.0,1.004545,1.013635,LV@DEN,0.10787868917105227,0.41982201230795435,0.41608102642715816,0.05621827209383513,False
123865-89493,Chase Brown,RB,CIN,BUF,CIN@BUF,7300,12.425000508626304,,13.6,,,,,,950,9.52,,,,,,13.6,6.645240000000001,20.255760000000002,7.014420000000001,22.18488,7.014420000000001,25.07856,5.537700000000001,20.255760000000002,6.276060000000001,23.14944,2.4606338573201483,0.4385187116248774,0.0,2.5331533570581497,0.4529171010177256,0.0,2.5944545181043157,0.5007506511410997,0.0,2.3694730789231713,0.5096518449672242,0.0,2.4988203467124355,0.5129167349238606,0.0,1.00476,1.01428,CIN@BUF,0.4685293868961084,0.11162202482062322,0.24847225564099837,0.1713763326422698,False
123865-73048,DK Metcalf,WR,PIT,BAL,PIT@BAL,7200,10.266666412353516,,9.6,,,,,,1200,7.69,,,,,,9.6,3.5397,21.60964,3.5397,16.393520000000002,3.77568,16.393520000000002,4.01166,20.119320000000002,4.01166,18.629,2.1762440476010294,0.7088005409614183,0.0,2.03811735928695,0.6010197133866952,0.0,2.0703866198557357,0.5758398755741819,0.0,2.20309613708696,0.6320880183355356,0.0,2.164615616518896,0.6020615085932517,0.0,1.003845,1.011535,PIT@BAL,0.21030732243453845,0.33455411305577293,0.2376963248421554,0.2174422396675333,False
123865-133472,Ladd McConkey,WR,LAC,PHI,PHI@LAC,7200,11.108333587646484,,10.3,,,,,,1200,7.69,,,,,,10.3,3.8893500000000003,22.723095,3.8893500000000003,17.238210000000002,4.14864,17.238210000000002,4.40793,21.155985,4.40793,19.588875,2.2484652313520033,0.6916503243015295,0.0,2.110338543037924,0.5838694967268063,0.0,2.1426078036067095,0.5586896589142929,0.0,2.275317320837934,0.6149378016756468,0.0,2.2368368002698693,0.5849112919333629,0.0,1.003845,1.011535,LAC@PHI,0.20221948685449184,0.3295274644285589,0.06197252047882672,0.4062805282381225,False
