QB,RB1,RB2,WR1,WR2,WR3,TE,FLEX,DEF,lineup_id,player_ids,tier,temperature,milp_projection,total_salary,mean,median,p10,p90,std,skewness,fitness
drake maye,devon achane,christian mccaffrey,jaylen waddle,michael pittman,khalil shakir,kyle pitts sr,treveyon henderson,titans,child_125523,"kyle pitts sr,drake maye,devon achane,christian mccaffrey,treveyon henderson,titans,jaylen waddle,michael pittman,khalil shakir",2,0.7,119.2,59900,133.01606891291496,129.84819619496704,106.41722592557042,162.19859567448273,22.618313692188377,0.1400578646604408,129.84819619496704
drake maye,devon achane,christian mccaffrey,jaylen waddle,michael pittman,khalil shakir,hunter henry,rj harvey,titans,child_787263,"hunter henry,drake maye,devon achane,christian mccaffrey,rj harvey,titans,jaylen waddle,michael pittman,khalil shakir",2,0.9400000000000002,119.1,60000,131.47301475036122,129.82729065210935,105.87500264812743,160.27473969825263,21.520143447861106,0.0764736583768185,129.82729065210935
drake maye,devon achane,christian mccaffrey,wandale robinson,troy franklin,alec pierce,kyle pitts sr,rj harvey,chargers,67,"drake maye,devon achane,christian mccaffrey,rj harvey,wandale robinson,troy franklin,alec pierce,kyle pitts sr,chargers",2,0.77,119.1,59900,132.00199328688095,129.78163270717093,108.59056215398546,157.56880173244406,20.2823264136346,0.1094726775631321,129.78163270717093
drake maye,devon achane,christian mccaffrey,wandale robinson,jakobi meyers,michael pittman,kyle pitts sr,rj harvey,titans,child_952526,"kyle pitts sr,drake maye,devon achane,christian mccaffrey,rj harvey,titans,wandale robinson,jakobi meyers,michael pittman",2,0.7,119.2,59900,132.33615114345517,129.73075073032828,109.08165870946765,159.0735364669273,20.3373084665954,0.1281094013697206,129.73075073032828
matthew stafford,devon achane,christian mccaffrey,wandale robinson,troy franklin,michael pittman,kyle pitts sr,treveyon henderson,titans,60,"matthew stafford,devon achane,christian mccaffrey,treveyon henderson,wandale robinson,troy franklin,michael pittman,kyle pitts sr,titans",2,0.7,119.2,59900,131.97801756666962,129.64299217790065,108.35040944633428,158.55465799342582,20.57017611715504,0.1135150897819301,129.64299217790065
drake maye,devon achane,christian mccaffrey,jaylen waddle,troy franklin,courtland sutton,kyle pitts sr,rj harvey,raiders,55,"drake maye,devon achane,christian mccaffrey,rj harvey,jaylen waddle,troy franklin,courtland sutton,kyle pitts sr,raiders",2,0.65,119.3,60000,131.60060328066228,129.6171709701007,106.2478568792629,158.91451714599305,21.450526521304045,0.092465437088069,129.6171709701007
drake maye,devon achane,christian mccaffrey,troy franklin,michael pittman,alec pierce,hunter henry,rj harvey,chargers,83,"drake maye,devon achane,christian mccaffrey,rj harvey,troy franklin,michael pittman,alec pierce,hunter henry,chargers",2,0.93,119.1,60000,131.76422930654033,129.50725317568944,107.4505068719077,159.01852880144386,21.084935768553304,0.1070421155475848,129.50725317568944
drake maye,devon achane,christian mccaffrey,tetairoa mcmillan,troy franklin,christian kirk,kyle pitts sr,treveyon henderson,dolphins,mutated_750371,"kyle pitts sr,drake maye,devon achane,christian mccaffrey,treveyon henderson,dolphins,tetairoa mcmillan,troy franklin,christian kirk",2,0.9400000000000002,119.1,60000,131.18362268370052,129.30103005937153,105.45541130374856,159.75355941150352,21.969531633835075,0.0856910677799625,129.30103005937153
drake maye,devon achane,christian mccaffrey,jaylen waddle,wandale robinson,troy franklin,hunter henry,rj harvey,titans,9,"drake maye,devon achane,christian mccaffrey,rj harvey,jaylen waddle,wandale robinson,troy franklin,hunter henry,titans",1,0.0,119.9,59900,132.2547091034717,129.21065565804344,109.3916772702199,158.68899868888084,19.913062946906297,0.1528671633060441,129.21065565804344
matthew stafford,devon achane,christian mccaffrey,stefon diggs,troy franklin,michael pittman,kyle pitts sr,treveyon henderson,titans,child_113407,"kyle pitts sr,matthew stafford,devon achane,christian mccaffrey,treveyon henderson,titans,stefon diggs,troy franklin,michael pittman",2,0.9400000000000002,119.1,60000,131.21535458115784,129.1829274938392,106.38059374355988,157.6299662424096,22.32393666864559,0.0910425037253049,129.1829274938392
drake maye,devon achane,christian mccaffrey,jaylen waddle,tetairoa mcmillan,alec pierce,hunter henry,rj harvey,titans,47,"drake maye,devon achane,christian mccaffrey,rj harvey,jaylen waddle,tetairoa mcmillan,alec pierce,hunter henry,titans",2,0.5700000000000001,119.3,59900,131.11265551138297,129.09684105581596,105.62543822289356,157.28535027937605,21.00371438911634,0.095974189051607,129.09684105581596
drake maye,devon achane,christian mccaffrey,wandale robinson,troy franklin,alec pierce,kyle pitts sr,rj harvey,chargers,child_470443,"kyle pitts sr,drake maye,devon achane,christian mccaffrey,rj harvey,chargers,wandale robinson,troy franklin,alec pierce",2,0.43,119.5,59900,131.13669036954303,128.9543237170775,108.804950883381,156.2602304556406,19.25702097616091,0.1133283624277699,128.9543237170775
drake maye,devon achane,christian mccaffrey,jaylen waddle,troy franklin,adonai mitchell,kyle pitts sr,rj harvey,chargers,96,"drake maye,devon achane,christian mccaffrey,rj harvey,jaylen waddle,troy franklin,adonai mitchell,kyle pitts sr,chargers",2,1.06,119.1,60000,130.08953872903527,128.61836810216073,104.92453968042297,158.25142640055577,21.113289436564088,0.0696798398608015,128.61836810216073
bo nix,devon achane,christian mccaffrey,tetairoa mcmillan,troy franklin,michael pittman,kyle pitts sr,rj harvey,rams,97,"bo nix,devon achane,christian mccaffrey,rj harvey,tetairoa mcmillan,troy franklin,michael pittman,kyle pitts sr,rams",2,1.07,119.0,59900,130.94930411482872,128.48946034460522,103.90002923272584,161.9092162368745,23.17492973585285,0.1061424478201541,128.48946034460522
bo nix,devon achane,christian mccaffrey,tetairoa mcmillan,michael pittman,khalil shakir,kyle pitts sr,rj harvey,chargers,69,"bo nix,devon achane,christian mccaffrey,rj harvey,tetairoa mcmillan,michael pittman,khalil shakir,kyle pitts sr,chargers",2,0.79,119.1,59900,131.21980893103142,128.3688428406563,105.49248492404114,160.2776711125298,21.6164015061908,0.1318890236915069,128.3688428406563
drake maye,devon achane,christian mccaffrey,jaylen waddle,troy franklin,khalil shakir,hunter henry,rj harvey,giants,95,"drake maye,devon achane,christian mccaffrey,rj harvey,jaylen waddle,troy franklin,khalil shakir,hunter henry,giants",2,1.05,119.1,59900,130.32430865177025,128.26319733596574,104.56533304514288,158.97961932307393,21.744620440239643,0.0947871829480319,128.26319733596574
drake maye,devon achane,christian mccaffrey,jaylen waddle,troy franklin,alec pierce,hunter henry,rj harvey,dolphins,21,"drake maye,devon achane,christian mccaffrey,rj harvey,jaylen waddle,troy franklin,alec pierce,hunter henry,dolphins",2,0.31,119.6,60000,129.93934500364134,128.25340814932778,105.39698197520842,155.90458157868585,20.555777771476382,0.0820176630170128,128.25340814932778
bo nix,devon achane,christian mccaffrey,davante adams,troy franklin,michael pittman,hunter henry,rj harvey,titans,79,"bo nix,devon achane,christian mccaffrey,rj harvey,davante adams,troy franklin,michael pittman,hunter henry,titans",2,0.8900000000000001,119.1,60000,130.06667602151867,128.09351423096743,104.7658647665474,159.25863670054758,22.49499544421942,0.0877155896938975,128.09351423096743
bo nix,devon achane,christian mccaffrey,jaylen waddle,troy franklin,michael pittman,kyle pitts sr,treveyon henderson,titans,10,"bo nix,devon achane,christian mccaffrey,treveyon henderson,jaylen waddle,troy franklin,michael pittman,kyle pitts sr,titans",1,0.0,119.9,59900,129.92068849033845,127.97423064598762,104.64911733769551,156.78708368248186,21.46637400776855,0.090674738250923,127.97423064598762
bo nix,devon achane,christian mccaffrey,wandale robinson,troy franklin,michael pittman,kyle pitts sr,rj harvey,seahawks,87,"bo nix,devon achane,christian mccaffrey,rj harvey,wandale robinson,troy franklin,michael pittman,kyle pitts sr,seahawks",2,0.97,119.1,59900,129.80051886019373,127.83546328579138,106.17927103249502,157.44720532859114,20.476886160962728,0.0959645699524643,127.83546328579138
drake maye,devon achane,christian mccaffrey,jaylen waddle,tetairoa mcmillan,alec pierce,kyle pitts sr,rj harvey,saints,52,"drake maye,devon achane,christian mccaffrey,rj harvey,jaylen waddle,tetairoa mcmillan,alec pierce,kyle pitts sr,saints",2,0.6200000000000001,119.3,60000,130.14282694389425,127.78754768479052,105.51294294776436,157.48629590063314,20.735622341033647,0.1135861379208701,127.78754768479052
matthew stafford,devon achane,christian mccaffrey,tetairoa mcmillan,wandale robinson,michael pittman,kyle pitts sr,rj harvey,dolphins,73,"matthew stafford,devon achane,christian mccaffrey,rj harvey,tetairoa mcmillan,wandale robinson,michael pittman,kyle pitts sr,dolphins",2,0.8300000000000001,119.1,59800,130.63484867218818,127.782163390611,105.1824431977212,159.20852635694908,21.70736228105079,0.1314155651268332,127.782163390611
bo nix,devon achane,christian mccaffrey,jaylen waddle,tetairoa mcmillan,troy franklin,oronde gadsden,rj harvey,titans,92,"bo nix,devon achane,christian mccaffrey,rj harvey,jaylen waddle,tetairoa mcmillan,troy franklin,oronde gadsden,titans",2,1.02,119.1,59900,129.68354976693558,127.71051458034466,102.0728810995596,158.25875238123012,23.410252474308805,0.0842808162259759,127.71051458034466
bo nix,devon achane,christian mccaffrey,tetairoa mcmillan,wandale robinson,troy franklin,kyle pitts sr,rj harvey,chargers,16,"bo nix,devon achane,christian mccaffrey,rj harvey,tetairoa mcmillan,wandale robinson,troy franklin,kyle pitts sr,chargers",1,0.0,119.8,60000,130.76211476105115,127.64944679217515,107.18109606671074,158.66691431127873,21.207186953196334,0.1467742032804995,127.64944679217515
bo nix,devon achane,christian mccaffrey,jaylen waddle,tetairoa mcmillan,troy franklin,kyle pitts sr,rj harvey,browns,62,"bo nix,devon achane,christian mccaffrey,rj harvey,jaylen waddle,tetairoa mcmillan,troy franklin,kyle pitts sr,browns",2,0.72,119.2,60000,129.39972366777974,127.56714021742256,103.71228122569434,155.9395699663069,21.55364780179608,0.0850242829988379,127.56714021742256
bo nix,devon achane,christian mccaffrey,jaylen waddle,tetairoa mcmillan,tre tucker,kyle pitts sr,rj harvey,chargers,30,"bo nix,devon achane,christian mccaffrey,rj harvey,jaylen waddle,tetairoa mcmillan,tre tucker,kyle pitts sr,chargers",2,0.4,119.5,60000,130.8755113481063,127.45963872425678,104.99792944144664,161.25894730598256,22.711970877614867,0.1503996567385633,127.45963872425678
bo nix,devon achane,christian mccaffrey,jaylen waddle,troy franklin,tre tucker,kyle pitts sr,treveyon henderson,dolphins,99,"bo nix,devon achane,christian mccaffrey,treveyon henderson,jaylen waddle,troy franklin,tre tucker,kyle pitts sr,dolphins",2,1.09,119.0,60000,129.75137947959018,127.41909097459398,104.45610855679068,157.37958465555397,22.09890007411606,0.1055386692176574,127.41909097459398
