QB,RB1,RB2,WR1,WR2,WR3,TE,FLEX,DEF,lineup_id,player_ids,tier,temperature,milp_projection,total_salary,mean,median,p10,p90,std,skewness
Matthew Stafford,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Wan'Dale Robinson,Alec Pierce,Hunter Henry,RJ Harvey,Miami Dolphins,44,"123617-138820,123617-55050,123617-6654,123617-90573,123617-103539,123617-110484,123617-86312,123617-40845,123617-12539",2,0.54,119.2,59900,125.23819524311116,122.38659731278753,93.29917797581504,161.0746770516233,26.98971482591406,0.10565498556456349
Trevor Lawrence,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Wan'Dale Robinson,Troy Franklin,Kyle Pitts Sr.,RJ Harvey,Los Angeles Chargers,14,"123617-138820,123617-55050,123617-89951,123617-90573,123617-103539,123617-110484,123617-151903,123617-86080,123617-12548",1,0.0,119.7,60000,125.65632644030092,122.32500712801995,94.21105847045943,161.45474237556112,27.224257457994433,0.12236584661385218
Bo Nix,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Wan'Dale Robinson,Hunter Henry,RJ Harvey,New Orleans Saints,41,"123617-138820,123617-55050,123617-102965,123617-90573,123617-167620,123617-103539,123617-110484,123617-40845,123617-12542",2,0.51,119.29999999999998,60000,125.43189017768456,122.32123655421817,92.70884293990198,161.72014995585025,28.414447192289206,0.10947436712091041
C.J. Stroud,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Troy Franklin,Kyle Pitts Sr.,RJ Harvey,Los Angeles Chargers,11,"123617-138820,123617-55050,123617-90573,123617-129471,123617-167620,123617-110484,123617-151903,123617-86080,123617-12548",1,0.0,119.79999999999998,60000,126.23011475315799,122.28968962274678,94.12507209824794,161.5851211160633,27.359872714021215,0.14402205637425533
C.J. Stroud,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Wan'Dale Robinson,Troy Franklin,Hunter Henry,RJ Harvey,Los Angeles Chargers,65,"123617-138820,123617-55050,123617-90573,123617-129471,123617-103539,123617-110484,123617-151903,123617-40845,123617-12548",2,0.75,119.09999999999998,59900,126.01198834243009,122.27443827478479,94.98453901152733,162.92999177279142,27.42795355630467,0.1362679158681227
Bo Nix,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Troy Franklin,Alec Pierce,Hunter Henry,RJ Harvey,Los Angeles Chargers,15,"123617-138820,123617-55050,123617-102965,123617-90573,123617-110484,123617-151903,123617-86312,123617-40845,123617-12548",1,0.0,119.59999999999998,59900,125.37664274293914,122.25028927992335,93.15965222270646,162.13848098943097,27.229970556799735,0.11481295789484765
Trevor Lawrence,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Alec Pierce,Kyle Pitts Sr.,RJ Harvey,Los Angeles Chargers,48,"123617-138820,123617-55050,123617-89951,123617-90573,123617-167620,123617-110484,123617-86312,123617-86080,123617-12548",2,0.58,119.1,60000,125.29717501060277,122.2367795171578,93.43529043106854,160.04274884490124,27.298424312628917,0.11210886966941744
Bo Nix,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Troy Franklin,Hunter Henry,RJ Harvey,Arizona Cardinals,26,"123617-138820,123617-55050,123617-102965,123617-90573,123617-167620,123617-110484,123617-151903,123617-40845,123617-12546",2,0.36,119.39999999999998,59900,125.73178919862212,122.20042141063954,94.14226809676661,162.6485479214113,27.998094385400453,0.12612886217799213
Jaxson Dart,De'Von Achane,Christian McCaffrey,Tetairoa McMillan,Khalil Shakir,Troy Franklin,Brenton Strange,RJ Harvey,Los Angeles Chargers,190,"123617-138820,123617-55050,123617-151966,123617-167620,123617-86518,123617-110484,123617-151903,123617-103587,123617-12548",3,2.9067768184276703,117.6,60000,124.76145502252031,122.16986065831868,92.38947587543684,161.70827742480517,27.834286465112605,0.09310798634805749
Bo Nix,De'Von Achane,Christian McCaffrey,Wan'Dale Robinson,Khalil Shakir,Troy Franklin,Kyle Pitts Sr.,RJ Harvey,Seattle Seahawks,89,"123617-138820,123617-55050,123617-102965,123617-103539,123617-86518,123617-110484,123617-151903,123617-86080,123617-12550",2,0.99,118.89999999999998,60000,125.63469422818258,122.0693505267259,93.1891788464925,162.2678528819202,27.44461255417481,0.12991051319885846
Drake Maye,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Troy Franklin,Kyle Pitts Sr.,Tyjae Spears,Los Angeles Chargers,46,"123617-138820,123617-55050,123617-152316,123617-90573,123617-167620,123617-151903,123617-86080,123617-107293,123617-12548",2,0.56,119.1,59900,124.56219349125148,122.06057452639031,92.34565536293967,158.39325108911987,26.98150894148733,0.09271605121441612
Drake Maye,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Troy Franklin,Kyle Pitts Sr.,RJ Harvey,Tennessee Titans,0,"123617-138820,123617-55050,123617-152316,123617-90573,123617-167620,123617-110484,123617-151903,123617-86080,123617-12534",1,0.0,120.59999999999998,60000,125.20596139331786,122.03609442764561,92.89961194992708,161.81819459853034,27.831582407435235,0.11389460071898114
Bo Nix,De'Von Achane,Christian McCaffrey,Tetairoa McMillan,Wan'Dale Robinson,Troy Franklin,Kyle Pitts Sr.,TreVeyon Henderson,Tennessee Titans,70,"123617-138820,123617-55050,123617-152647,123617-102965,123617-167620,123617-103539,123617-151903,123617-86080,123617-12534",2,0.8,119.0,59900,124.649464475311,121.99858349138228,93.40260574379893,159.11642347989317,27.238358327146134,0.0973216135895688
Matthew Stafford,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Wan'Dale Robinson,Kyle Pitts Sr.,RJ Harvey,Tennessee Titans,3,"123617-138820,123617-55050,123617-6654,123617-90573,123617-167620,123617-103539,123617-110484,123617-86080,123617-12534",1,0.0,120.2,59900,125.22195477973837,121.98791311544922,93.52372849121957,160.87391337132388,27.33451952325207,0.11831346300190564
Drake Maye,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Wan'Dale Robinson,Troy Franklin,Kyle Pitts Sr.,RJ Harvey,New Orleans Saints,9,"123617-138820,123617-55050,123617-152316,123617-90573,123617-103539,123617-110484,123617-151903,123617-86080,123617-12542",1,0.0,119.89999999999998,60000,125.92003301074327,121.96517311447585,93.09376430282767,162.74048016155982,28.05587432953503,0.14096370156976554
C.J. Stroud,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Khalil Shakir,Troy Franklin,Kyle Pitts Sr.,RJ Harvey,Seattle Seahawks,97,"123617-138820,123617-55050,123617-90573,123617-129471,123617-86518,123617-110484,123617-151903,123617-86080,123617-12550",2,1.07,118.89999999999998,60000,125.17009724230253,121.95979154047839,93.60763280685518,161.02022100627258,27.177274208903043,0.11812463888569338
Bo Nix,De'Von Achane,Christian McCaffrey,Tetairoa McMillan,Khalil Shakir,Quentin Johnston,Hunter Henry,RJ Harvey,Los Angeles Chargers,148,"123617-138820,123617-55050,123617-102965,123617-167620,123617-86518,123617-110484,123617-120639,123617-40845,123617-12548",3,1.871607886562612,117.79999999999998,60000,124.64248140476678,121.9560791750569,92.95998505591233,160.0462265040599,27.12219103947058,0.09904812726229961
Bo Nix,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Tre Tucker,Kyle Pitts Sr.,RJ Harvey,Los Angeles Chargers,23,"123617-138820,123617-55050,123617-102965,123617-90573,123617-167620,123617-110484,123617-103619,123617-86080,123617-12548",2,0.3299999999999999,119.5,60000,125.89975390257372,121.86529418036508,94.24950690677488,163.05656740740974,27.855372643977915,0.14483596302133306
Jaxson Dart,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Khalil Shakir,Tre Tucker,Hunter Henry,RJ Harvey,Los Angeles Chargers,195,"123617-138820,123617-55050,123617-151966,123617-90573,123617-86518,123617-110484,123617-103619,123617-40845,123617-12548",3,1.6479673654651752,117.6,59900,125.3636090542,121.84745791996457,93.59994251215379,161.19012694631098,27.394144462064876,0.12835411374516761
Matthew Stafford,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Alec Pierce,Kyle Pitts Sr.,RJ Harvey,Miami Dolphins,7,"123617-138820,123617-55050,123617-6654,123617-90573,123617-167620,123617-110484,123617-86312,123617-86080,123617-12539",1,0.0,119.9,60000,125.02685782240039,121.83684723763454,92.0627795610166,161.06173598697367,28.42864183780448,0.11221114969072352
Matthew Stafford,De'Von Achane,Christian McCaffrey,Wan'Dale Robinson,Troy Franklin,Alec Pierce,Hunter Henry,RJ Harvey,Los Angeles Chargers,92,"123617-138820,123617-55050,123617-6654,123617-103539,123617-110484,123617-151903,123617-86312,123617-40845,123617-12548",2,1.02,118.89999999999998,59900,125.17328172157293,121.83439735006323,93.98692889485484,160.4200154987546,27.17547472864643,0.12286388388240721
Matthew Stafford,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Wan'Dale Robinson,Troy Franklin,Hunter Henry,RJ Harvey,New Orleans Saints,12,"123617-138820,123617-55050,123617-6654,123617-90573,123617-103539,123617-110484,123617-151903,123617-40845,123617-12542",1,0.0,119.69999999999996,60000,124.42416701406947,121.81577160476436,92.42133625249231,160.28847579763638,27.159802928266433,0.09603881943452647
Drake Maye,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Wan'Dale Robinson,Alec Pierce,Kyle Pitts Sr.,RJ Harvey,Miami Dolphins,29,"123617-138820,123617-55050,123617-152316,123617-90573,123617-103539,123617-110484,123617-86312,123617-86080,123617-12539",2,0.39,119.4,59900,125.6166112311325,121.81438127739244,93.82333967444369,162.51583831650794,27.744113662297483,0.13704636594345582
Drake Maye,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Khalil Shakir,Troy Franklin,Kyle Pitts Sr.,RJ Harvey,Arizona Cardinals,18,"123617-138820,123617-55050,123617-152316,123617-90573,123617-86518,123617-110484,123617-151903,123617-86080,123617-12546",1,0.0,119.59999999999998,60000,124.7735951589231,121.79550373173629,92.4163853978626,161.06788523516786,27.53261740061666,0.10816593946931138
Matthew Stafford,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Troy Franklin,Kyle Pitts Sr.,RJ Harvey,Las Vegas Raiders,5,"123617-138820,123617-55050,123617-6654,123617-90573,123617-167620,123617-110484,123617-151903,123617-86080,123617-12537",1,0.0,120.0,59900,125.33798623812963,121.73906252974378,93.23782796262653,161.31273036189353,27.667981510658542,0.13007539805530952
Drake Maye,De'Von Achane,TreVeyon Henderson,Tetairoa McMillan,Wan'Dale Robinson,Troy Franklin,Brenton Strange,RJ Harvey,Los Angeles Chargers,140,"123617-138820,123617-152316,123617-152647,123617-167620,123617-103539,123617-110484,123617-151903,123617-103587,123617-12548",3,1.744848416372081,117.8,60000,124.98115673598844,121.71430397720313,93.2193145184985,160.7564867770655,27.853552504379127,0.11728675393459026
Drake Maye,De'Von Achane,Christian McCaffrey,Tetairoa McMillan,Wan'Dale Robinson,Troy Franklin,Kyle Pitts Sr.,RJ Harvey,Arizona Cardinals,87,"123617-138820,123617-55050,123617-152316,123617-167620,123617-103539,123617-110484,123617-151903,123617-86080,123617-12546",2,0.97,118.89999999999998,59900,124.8742925213612,121.71300079732633,92.25846118923465,160.13351950467518,28.118894457487986,0.11242588960296142
Drake Maye,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Courtland Sutton,Wan'Dale Robinson,Kyle Pitts Sr.,RJ Harvey,Tennessee Titans,20,"123617-138820,123617-55050,123617-152316,123617-90573,123617-57403,123617-103539,123617-110484,123617-86080,123617-12534",2,0.3,119.5,60000,124.9259444491431,121.63040421452945,92.94442290388778,160.95109908483408,27.924742043431387,0.11801506454341085
C.J. Stroud,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Khalil Shakir,Hunter Henry,RJ Harvey,Atlanta Falcons,124,"123617-138820,123617-55050,123617-90573,123617-129471,123617-167620,123617-86518,123617-110484,123617-40845,123617-12525",3,1.5449980133720094,117.9,59900,124.52673766167976,121.58684545145334,91.77619141494253,159.87323659500004,27.479221405152316,0.10698600833265211
Drake Maye,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Wan'Dale Robinson,Troy Franklin,Hunter Henry,RJ Harvey,Tennessee Titans,6,"123617-138820,123617-55050,123617-152316,123617-90573,123617-103539,123617-110484,123617-151903,123617-40845,123617-12534",1,0.0,119.89999999999998,59900,125.10155696844367,121.55653651094872,92.94432216921635,161.33203663803565,27.91059989713886,0.12701340962070687
Bo Nix,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Troy Franklin,Tre Tucker,Kyle Pitts Sr.,TreVeyon Henderson,Miami Dolphins,77,"123617-138820,123617-55050,123617-152647,123617-102965,123617-90573,123617-151903,123617-103619,123617-86080,123617-12539",2,0.8700000000000001,119.0,60000,124.69052755344066,121.46227000433655,93.17538435730512,160.54838780679083,27.405043893632374,0.11779793389983248
Drake Maye,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Alec Pierce,Kyle Pitts Sr.,RJ Harvey,New Orleans Saints,37,"123617-138820,123617-55050,123617-152316,123617-90573,123617-167620,123617-110484,123617-86312,123617-86080,123617-12542",2,0.47,119.29999999999998,60000,124.27697295219615,121.424743799732,92.63967347712958,159.64345666934318,27.257283788536434,0.10464098971093028
Bo Nix,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Troy Franklin,Tre Tucker,Kyle Pitts Sr.,RJ Harvey,Seattle Seahawks,66,"123617-138820,123617-55050,123617-102965,123617-90573,123617-110484,123617-151903,123617-103619,123617-86080,123617-12550",2,0.76,118.99999999999996,59900,124.83696287884379,121.38591254179875,92.84539179728951,160.1628793608283,27.21064238527496,0.12682722767738047
Trevor Lawrence,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Wan'Dale Robinson,Troy Franklin,Kyle Pitts Sr.,TreVeyon Henderson,Tennessee Titans,81,"123617-138820,123617-55050,123617-152647,123617-89951,123617-90573,123617-103539,123617-151903,123617-86080,123617-12534",2,0.91,118.9,59900,124.67706400591305,121.37588561147692,93.37784711154043,159.84503551610635,26.835629852724757,0.12301475361499481
Bo Nix,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Troy Franklin,Kyle Pitts Sr.,RJ Harvey,Cleveland Browns,43,"123617-138820,123617-55050,123617-102965,123617-90573,123617-167620,123617-110484,123617-151903,123617-86080,123617-12529",2,0.53,119.2,60000,124.63404206150456,121.36255739068469,93.64608667755013,160.9748026750283,26.67003035604122,0.12266520236932636
Matthew Stafford,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Troy Franklin,Hunter Henry,RJ Harvey,Tennessee Titans,2,"123617-138820,123617-55050,123617-6654,123617-90573,123617-167620,123617-110484,123617-151903,123617-40845,123617-12534",1,0.0,120.39999999999998,60000,124.39740411199328,121.34802770770247,92.63953915209574,158.98459854402978,27.166235540788563,0.11224876555724275
Bo Nix,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Khalil Shakir,Troy Franklin,Kyle Pitts Sr.,TreVeyon Henderson,Tennessee Titans,13,"123617-138820,123617-55050,123617-152647,123617-102965,123617-90573,123617-86518,123617-151903,123617-86080,123617-12534",1,0.0,119.7,60000,124.767384155737,121.32923689682548,92.5957820008185,160.96361850129418,27.812438139335043,0.123619052802457
Bo Nix,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Wan'Dale Robinson,Alec Pierce,Kyle Pitts Sr.,RJ Harvey,Los Angeles Chargers,25,"123617-138820,123617-55050,123617-102965,123617-90573,123617-103539,123617-110484,123617-86312,123617-86080,123617-12548",2,0.35,119.4,59800,124.84306619305346,121.29319038920205,93.88236569211493,159.56042862186234,26.723611972986827,0.13283667669773633
Trevor Lawrence,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Troy Franklin,Kyle Pitts Sr.,RJ Harvey,Atlanta Falcons,99,"123617-138820,123617-55050,123617-89951,123617-90573,123617-167620,123617-110484,123617-151903,123617-86080,123617-12525",2,1.09,118.9,59900,124.60277728286094,121.27590003466558,92.88960779033772,160.90208917686044,27.256122627400643,0.12205981363067547
Bo Nix,De'Von Achane,Christian McCaffrey,Davante Adams,Wan'Dale Robinson,Troy Franklin,Kyle Pitts Sr.,RJ Harvey,Tennessee Titans,56,"123617-138820,123617-55050,123617-45889,123617-102965,123617-103539,123617-110484,123617-151903,123617-86080,123617-12534",2,0.66,119.09999999999998,59900,123.93164160285436,121.25066473546966,92.00612404057824,158.9761616935933,26.895695249491716,0.09968051922492564
Drake Maye,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Alec Pierce,Hunter Henry,RJ Harvey,Tennessee Titans,34,"123617-138820,123617-55050,123617-152316,123617-90573,123617-167620,123617-110484,123617-86312,123617-40845,123617-12534",2,0.4399999999999999,119.29999999999998,59900,124.04372396906558,121.2114301522353,91.39447831492488,160.83254575838293,27.717116776331444,0.10218573020007894
Matthew Stafford,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Wan'Dale Robinson,Brenton Strange,RJ Harvey,New York Giants,91,"123617-138820,123617-55050,123617-6654,123617-90573,123617-167620,123617-103539,123617-110484,123617-103587,123617-12543",2,1.01,118.9,60000,124.019457418718,121.20419183788943,91.40982540846743,160.9996906330366,27.515058925869635,0.10231726518970562
Matthew Stafford,De'Von Achane,Christian McCaffrey,Tetairoa McMillan,Khalil Shakir,Troy Franklin,Hunter Henry,RJ Harvey,Miami Dolphins,55,"123617-138820,123617-55050,123617-6654,123617-167620,123617-86518,123617-110484,123617-151903,123617-40845,123617-12539",2,0.65,119.09999999999998,60000,124.57282218460642,121.18579419688511,92.07029262227061,161.42894010559212,27.934903118982533,0.12124717144337373
Bo Nix,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Troy Franklin,Brenton Strange,RJ Harvey,Miami Dolphins,76,"123617-138820,123617-55050,123617-102965,123617-90573,123617-167620,123617-110484,123617-151903,123617-103587,123617-12539",2,0.8599999999999999,119.0,59800,124.4986067153028,121.15327870014146,93.34049279765945,159.5028587799041,27.043649200152597,0.12370105788616968
Matthew Stafford,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Alec Pierce,Hunter Henry,RJ Harvey,New Orleans Saints,63,"123617-138820,123617-55050,123617-6654,123617-90573,123617-167620,123617-110484,123617-86312,123617-40845,123617-12542",2,0.73,119.09999999999998,60000,124.53615110743694,121.14111922446035,92.9029935826216,160.37307584796986,27.247678656514108,0.12459894018035665
Drake Maye,De'Von Achane,Christian McCaffrey,Tetairoa McMillan,Wan'Dale Robinson,Tre Tucker,Hunter Henry,RJ Harvey,Miami Dolphins,198,"123617-138820,123617-55050,123617-152316,123617-167620,123617-103539,123617-110484,123617-103619,123617-40845,123617-12539",3,1.9642401998523524,117.59999999999998,59800,124.2479067469436,121.12149865030707,92.36464791487029,159.32839761175822,26.98388319333695,0.11586205270146288
Drake Maye,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Khalil Shakir,Troy Franklin,Hunter Henry,RJ Harvey,Las Vegas Raiders,36,"123617-138820,123617-55050,123617-152316,123617-90573,123617-86518,123617-110484,123617-151903,123617-40845,123617-12537",2,0.46,119.29999999999998,60000,124.17550661972184,121.12042531990355,92.0606521716697,160.0065588799112,27.749769269631024,0.11009393520117437
Drake Maye,De'Von Achane,Christian McCaffrey,Tetairoa McMillan,Khalil Shakir,Troy Franklin,Kyle Pitts Sr.,RJ Harvey,Miami Dolphins,39,"123617-138820,123617-55050,123617-152316,123617-167620,123617-86518,123617-110484,123617-151903,123617-86080,123617-12539",2,0.49,119.29999999999998,60000,124.63867492071407,121.11694334352805,93.41679169530708,159.5866124156414,27.56734097358306,0.12775013667661253
Matthew Stafford,De'Von Achane,TreVeyon Henderson,Jaylen Waddle,Tetairoa McMillan,Alec Pierce,Kyle Pitts Sr.,RJ Harvey,Los Angeles Chargers,88,"123617-138820,123617-6654,123617-152647,123617-90573,123617-167620,123617-110484,123617-86312,123617-86080,123617-12548",2,0.98,118.9,59900,124.34116402003443,121.1115711476064,93.30888379285639,160.06789675746188,27.760944957013802,0.11633584078023512
Trevor Lawrence,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Troy Franklin,Alec Pierce,Brenton Strange,RJ Harvey,Seattle Seahawks,172,"123617-138820,123617-55050,123617-89951,123617-90573,123617-110484,123617-151903,123617-86312,123617-103587,123617-12550",3,2.9797049369892896,117.59999999999998,59900,124.04866028742046,121.10729214927062,92.69049938818094,158.84769511244443,27.45312265701023,0.10714147803505895
Trevor Lawrence,De'Von Achane,Christian McCaffrey,Tetairoa McMillan,Wan'Dale Robinson,Khalil Shakir,Kyle Pitts Sr.,RJ Harvey,Los Angeles Rams,170,"123617-138820,123617-55050,123617-89951,123617-167620,123617-103539,123617-86518,123617-110484,123617-86080,123617-12538",3,1.8121876787854,117.6,60000,123.25102565411095,121.08452776106512,92.3429305094848,158.15155022379233,25.972301146836493,0.08341570817300165
Drake Maye,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Troy Franklin,Quentin Johnston,Kyle Pitts Sr.,RJ Harvey,Miami Dolphins,62,"123617-138820,123617-55050,123617-152316,123617-90573,123617-110484,123617-151903,123617-120639,123617-86080,123617-12539",2,0.72,119.09999999999998,59900,123.87197493693165,121.07948269485192,91.91974640735752,159.11409768856976,27.059577717164863,0.10319792390212924
Trevor Lawrence,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Troy Franklin,Hunter Henry,RJ Harvey,Miami Dolphins,78,"123617-138820,123617-55050,123617-89951,123617-90573,123617-167620,123617-110484,123617-151903,123617-40845,123617-12539",2,0.8799999999999999,119.0,59900,124.83898238174582,121.07504687028668,93.27138944125649,160.45015694804133,27.271364882819842,0.13801786333878385
C.J. Stroud,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Wan'Dale Robinson,Khalil Shakir,Hunter Henry,TreVeyon Henderson,New York Giants,185,"123617-138820,123617-55050,123617-152647,123617-90573,123617-129471,123617-103539,123617-86518,123617-40845,123617-12543",3,2.5590831322635927,117.6,60000,123.317521334303,121.06688000580874,90.90525699520012,157.32208744247,26.654491015898873,0.08443760292221641
Drake Maye,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Wan'Dale Robinson,Khalil Shakir,Kyle Pitts Sr.,RJ Harvey,Las Vegas Raiders,50,"123617-138820,123617-55050,123617-152316,123617-90573,123617-103539,123617-86518,123617-110484,123617-86080,123617-12537",2,0.6000000000000001,119.1,59900,124.22424485003879,121.01772507445963,92.33827765216927,159.2848939067573,28.001379976921815,0.11451291965688488
Matthew Stafford,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Wan'Dale Robinson,Alec Pierce,Kyle Pitts Sr.,RJ Harvey,Atlanta Falcons,52,"123617-138820,123617-55050,123617-6654,123617-90573,123617-103539,123617-110484,123617-86312,123617-86080,123617-12525",2,0.6200000000000001,119.1,59900,124.36922129304246,121.0054793253828,92.04511056501562,159.9983860719843,27.49058942715158,0.12235976156762222
