QB,RB1,RB2,WR1,WR2,WR3,TE,FLEX,DEF,lineup_id,player_ids,tier,temperature,milp_projection,total_salary,mean,median,p10,p90,std,skewness,fitness,actual_only,actual_with_consensus,players_actual,players_consensus,players_missing,error_vs_mean,error_vs_median,in_range,above_p90,below_p10
,,,,,,,,,child_990074,"123617-40845,123617-86080,123617-90573,123617-167620,123617-103539,123617-6654,123617-12550,123617-138820,123617-55050,123617-152647",1,0.0,119.59999999999998,60000,142.81721909636917,139.73394257205672,107.84904919702494,181.6667514302972,29.725666076106467,0.1037243880900214,181.6667514302972,0.0,0.0,0,0,0,-142.81721909636917,-139.73394257205672,False,False,True
,,,,,,,,,child_337637,"123617-29780,123617-86080,123617-90573,123617-167620,123617-103539,123617-152316,123617-12550,123617-138820,123617-55050,123617-152647",1,0.0,119.59999999999998,60000,142.35494366276936,138.56150952539383,106.39680852275228,181.66621378252833,30.897581318533927,0.1227744689225895,181.66621378252833,0.0,0.0,0,0,0,-142.35494366276936,-138.56150952539383,False,False,True
,,,,,,,,,mutated_283169,"123617-40845,123617-86080,123617-90573,123617-87770,123617-103539,123617-152316,123617-12548,123617-138820,123617-55050,123617-152647",1,0.0,119.59999999999998,60000,142.82147291053303,139.29512525965595,107.70595728833356,181.63261856165795,30.330922658670673,0.1162624589617952,181.63261856165795,0.0,0.0,0,0,0,-142.82147291053303,-139.29512525965595,False,False,True
,,,,,,,,,child_611595,"123617-40845,123617-86080,123617-90573,123617-167620,123617-151903,123617-6654,123617-12548,123617-138820,123617-55050,123617-152647",1,0.0,119.59999999999998,60000,141.69831961211315,138.38859644210743,107.26892048806523,181.4812299926595,29.703936251381116,0.111423723172441,181.4812299926595,0.0,0.0,0,0,0,-141.69831961211315,-138.38859644210743,False,False,True
,,,,,,,,,child_269450,"123617-40845,123617-103587,123617-90573,123617-167620,123617-151903,123617-152316,123617-12550,123617-138820,123617-55050,123617-152647",1,0.0,119.59999999999998,60000,142.14015559830705,138.36239428879173,107.64967305036411,181.31822720667284,30.03923245570397,0.12576091333512,181.31822720667284,0.0,0.0,0,0,0,-142.14015559830705,-138.36239428879173,False,False,True
,,,,,,,,,mutated_954776,"123617-40845,123617-86080,123617-90573,123617-87770,123617-151903,123617-152316,123617-12550,123617-138820,123617-55050,123617-152647",2,0.8,119.0,59900,142.48089687738567,139.35772231288524,108.02185859917084,181.29773688494615,29.597909959519836,0.1055201049253782,181.29773688494615,0.0,0.0,0,0,0,-142.48089687738567,-139.35772231288524,False,False,True
,,,,,,,,,child_557802,"123617-64808,123617-103587,123617-90573,123617-167620,123617-103539,123617-152316,123617-12550,123617-138820,123617-55050,123617-152647",2,0.3299999999999999,119.5,60000,141.5385735189071,138.0675825112902,106.78379886643206,181.2141140485166,29.816137858061484,0.1164131660559263,181.2141140485166,0.0,0.0,0,0,0,-141.5385735189071,-138.0675825112902,False,False,True
,,,,,,,,,child_629990,"123617-40845,123617-86080,123617-90573,123617-167620,123617-86518,123617-6654,123617-12550,123617-138820,123617-55050,123617-152647",1,0.0,119.59999999999998,60000,141.97574810622683,138.07188135914913,107.66162210581776,181.1620363089786,29.869384390243845,0.130697931235329,181.1620363089786,0.0,0.0,0,0,0,-141.97574810622683,-138.07188135914913,False,False,True
,,,,,,,,,child_510612,"123617-40845,123617-103587,123617-90573,123617-167620,123617-151903,123617-152316,123617-12548,123617-138820,123617-55050,123617-152647",2,0.3299999999999999,119.5,60000,141.4363084357698,137.48405094629624,106.72985368455726,181.05800274086823,29.79154164694111,0.1326637451767915,181.05800274086823,0.0,0.0,0,0,0,-141.4363084357698,-137.48405094629624,False,False,True
,,,,,,,,,child_369022,"123617-40845,123617-103587,123617-90573,123617-167620,123617-103539,123617-152316,123617-12548,123617-138820,123617-55050,123617-152647",2,0.3299999999999999,119.5,60000,141.93643362457237,138.109424452879,107.72066504515348,181.0313088494746,29.656660754681543,0.1290438327952764,181.0313088494746,0.0,0.0,0,0,0,-141.93643362457237,-138.109424452879,False,False,True
,,,,,,,,,child_284044,"123617-40845,123617-103587,123617-90573,123617-87770,123617-103539,123617-152316,123617-12550,123617-138820,123617-55050,123617-152647",2,0.3299999999999999,119.5,60000,141.49375581544442,137.41453693327713,106.9692067192639,181.00715387209968,30.223383522874453,0.1349689679542312,181.00715387209968,0.0,0.0,0,0,0,-141.49375581544442,-137.41453693327713,False,False,True
,,,,,,,,,child_877239,"123617-40845,123617-103587,123617-90573,123617-167620,123617-103539,123617-6654,123617-12550,123617-138820,123617-55050,123617-152647",1,0.0,119.59999999999998,60000,141.52601378518966,138.33368843067046,107.25910512777392,180.97390556417497,29.335058519321464,0.108822873232606,180.97390556417497,0.0,0.0,0,0,0,-141.52601378518966,-138.33368843067046,False,False,True
,,,,,,,,,child_363662,"123617-40845,123617-86080,123617-90573,123617-57403,123617-151903,123617-6654,123617-12550,123617-138820,123617-55050,123617-152647",2,0.3299999999999999,119.5,60000,141.17233607532714,137.9954482827128,105.82181163042124,180.8777721843483,29.89716273626428,0.1062605110939466,180.8777721843483,0.0,0.0,0,0,0,-141.17233607532714,-137.9954482827128,False,False,True
,,,,,,,,,child_712849,"123617-128810,123617-86080,123617-90573,123617-167620,123617-103539,123617-152316,123617-12550,123617-138820,123617-55050,123617-152647",2,0.3299999999999999,119.5,60000,142.3068275505109,138.7734095155319,107.66515087701391,180.85013533654512,29.67219589150677,0.1190817844388243,180.85013533654512,0.0,0.0,0,0,0,-142.3068275505109,-138.7734095155319,False,False,True
,,,,,,,,,child_982505,"123617-128810,123617-86080,123617-90573,123617-167620,123617-103539,123617-152316,123617-12548,123617-138820,123617-55050,123617-152647",2,0.8,119.0,59900,141.78810371573647,138.3585711368918,107.44819059882424,180.81343465321348,29.445719933258076,0.1164696460680216,180.81343465321348,0.0,0.0,0,0,0,-141.78810371573647,-138.3585711368918,False,False,True
,,,,,,,,,child_719060,"123617-40845,123617-86080,123617-90573,123617-89612,123617-151903,123617-152316,123617-12548,123617-138820,123617-55050,123617-152647",1,0.0,119.59999999999998,60000,141.5403054727956,137.6269158157337,107.98056579717512,180.74095448221888,29.379409011105405,0.1332017827718268,180.74095448221888,0.0,0.0,0,0,0,-141.5403054727956,-137.6269158157337,False,False,True
,,,,,,,,,child_550461,"123617-128810,123617-86080,123617-90573,123617-87770,123617-103539,123617-152316,123617-12548,123617-138820,123617-55050,123617-152647",1,0.0,119.59999999999998,60000,140.83317897572414,136.86009343858825,106.09052978933342,180.5987841747134,29.86864732418635,0.1330185961892774,180.5987841747134,0.0,0.0,0,0,0,-140.83317897572414,-136.86009343858825,False,False,True
,,,,,,,,,mutated_997210,"123617-29780,123617-40845,123617-90573,123617-167620,123617-103539,123617-6654,123617-12550,123617-138820,123617-55050,123617-152647",1,0.0,119.59999999999998,60000,141.88914762524865,138.38860434364517,106.52509671402456,180.35562672423848,30.209948343492098,0.1158738585647922,180.35562672423848,0.0,0.0,0,0,0,-141.88914762524865,-138.38860434364517,False,False,True
,,,,,,,,,child_706700,"123617-40845,123617-86080,123617-90573,123617-87770,123617-103539,123617-6654,123617-12550,123617-138820,123617-55050,123617-152647",2,0.3299999999999999,119.5,60000,141.7636766873789,138.69565119598462,107.64305389662128,180.2239727677783,29.040468224184597,0.1056465573388813,180.2239727677783,0.0,0.0,0,0,0,-141.7636766873789,-138.69565119598462,False,False,True
,,,,,,,,,mutated_669309,"123617-71706,123617-86080,123617-90573,123617-167620,123617-103539,123617-152316,123617-12550,123617-138820,123617-55050,123617-152647",2,0.3299999999999999,119.5,60000,141.4441782696669,137.5885455156557,106.90405407207118,180.20999673479628,30.24239231701994,0.1274909971934101,180.20999673479628,0.0,0.0,0,0,0,-141.4441782696669,-137.5885455156557,False,False,True
,,,,,,,,,child_265195,"123617-40845,123617-86080,123617-87770,123617-167620,123617-151903,123617-152316,123617-12550,123617-138820,123617-55050,123617-152647",1,0.0,119.59999999999998,60000,141.38219602443309,138.14877213491187,106.90308181182154,180.0672437188728,29.505034460103055,0.1095888870725937,180.0672437188728,0.0,0.0,0,0,0,-141.38219602443309,-138.14877213491187,False,False,True
,,,,,,,,,child_119469,"123617-40845,123617-55042,123617-90573,123617-167620,123617-151903,123617-152316,123617-12548,123617-138820,123617-55050,123617-152647",1,0.0,119.59999999999998,60000,141.43607593242453,137.99598799742154,106.84593275021382,180.06222556667754,29.813763489293827,0.1153859000806233,180.06222556667754,0.0,0.0,0,0,0,-141.43607593242453,-137.99598799742154,False,False,True
,,,,,,,,,child_389480,"123617-128810,123617-86080,123617-90573,123617-167620,123617-86518,123617-152316,123617-12550,123617-138820,123617-55050,123617-152647",2,0.3299999999999999,119.5,60000,141.3155205894853,138.22499171895515,106.95309757721888,180.0119081875857,29.633031153470213,0.104293376351687,180.0119081875857,0.0,0.0,0,0,0,-141.3155205894853,-138.22499171895515,False,False,True
,,,,,,,,,child_792989,"123617-40845,123617-103587,123617-90573,123617-167620,123617-151903,123617-6654,123617-12550,123617-138820,123617-55050,123617-152647",1,0.0,119.59999999999998,60000,141.40829518189597,138.13890238729772,106.82149678803938,179.97461160717157,29.488822572457092,0.1108688821523819,179.97461160717157,0.0,0.0,0,0,0,-141.40829518189597,-138.13890238729772,False,False,True
,,,,,,,,,child_310680,"123617-40845,123617-86080,123617-90573,123617-167620,123617-151903,123617-6654,123617-12550,123617-138820,123617-55050,123617-152647",1,0.0,119.59999999999998,60000,141.7070771513855,138.16381391283903,107.33570433780714,179.92187591339828,29.994861275698625,0.1181290090318627,179.92187591339828,0.0,0.0,0,0,0,-141.7070771513855,-138.16381391283903,False,False,True
,,,,,,,,,child_406925,"123617-29780,123617-86080,123617-90573,123617-167620,123617-151903,123617-152316,123617-12548,123617-138820,123617-55050,123617-152647",2,0.3299999999999999,119.5,60000,141.13374195594767,137.54367367624434,108.03553667501332,179.78495293513558,29.304417085501644,0.1225094588719704,179.78495293513558,0.0,0.0,0,0,0,-141.13374195594767,-137.54367367624434,False,False,True
,,,,,,,,,child_475543,"123617-40845,123617-103587,123617-90573,123617-167620,123617-86518,123617-152316,123617-12550,123617-138820,123617-55050,123617-152647",2,0.3299999999999999,119.5,60000,141.6998880829634,138.41901004373278,107.13577014974511,179.68493123297517,29.5447998952096,0.1110475633907607,179.68493123297517,0.0,0.0,0,0,0,-141.6998880829634,-138.41901004373278,False,False,True
,,,,,,,,,child_187904,"123617-64808,123617-103587,123617-90573,123617-167620,123617-103539,123617-152316,123617-12548,123617-138820,123617-55050,123617-152647",1,0.0,119.59999999999998,60000,141.07508412383933,137.94828432676343,106.69304642142473,179.48198642818218,29.30794589514918,0.1066877838611482,179.48198642818218,0.0,0.0,0,0,0,-141.07508412383933,-137.94828432676343,False,False,True
,,,,,,,,,mutated_811152,"123617-29780,123617-86080,123617-90573,123617-87770,123617-151903,123617-152316,123617-12550,123617-138820,123617-55050,123617-152647",1,0.0,119.59999999999998,60000,140.41127517911505,136.9099430793948,106.567863932727,179.10632575933627,29.23547533773418,0.1197631322655833,179.10632575933627,0.0,0.0,0,0,0,-140.41127517911505,-136.9099430793948,False,False,True
,,,,,,,,,child_977983,"123617-40845,123617-103587,123617-87770,123617-167620,123617-151903,123617-152316,123617-12550,123617-138820,123617-55050,123617-152647",1,0.0,119.59999999999998,60000,139.9704761349542,136.31609033967985,105.4010474902346,178.76104162468144,30.006174225493,0.1217877949988577,178.76104162468144,0.0,0.0,0,0,0,-139.9704761349542,-136.31609033967985,False,False,True
,,,,,,,,,child_971729,"123617-40845,123617-168054,123617-90573,123617-167620,123617-151903,123617-152316,123617-12550,123617-138820,123617-55050,123617-152647",1,0.0,119.59999999999998,60000,139.9416051365381,136.14502792228944,106.27195435476006,178.45981665348094,29.22322146436912,0.1299164508224288,178.45981665348094,0.0,0.0,0,0,0,-139.9416051365381,-136.14502792228944,False,False,True
,,,,,,,,,mutated_261985,"123617-40845,123617-86080,123617-87770,123617-167620,123617-151903,123617-69189,123617-12550,123617-138820,123617-55050,123617-152647",1,0.0,119.59999999999998,60000,139.34536028133988,135.8887559443667,106.17414005905104,178.35612961997592,28.414581508029244,0.1216489616782297,178.35612961997592,0.0,0.0,0,0,0,-139.34536028133988,-135.8887559443667,False,False,True
,,,,,,,,,child_698837,"123617-29780,123617-86080,123617-90573,123617-87770,123617-103539,123617-152316,123617-12548,123617-138820,123617-55050,123617-152647",1,0.0,119.59999999999998,60000,140.3942712498187,137.1768406295916,105.52450793418508,178.30830627397458,29.456321533595897,0.1092271693380832,178.30830627397458,0.0,0.0,0,0,0,-140.3942712498187,-137.1768406295916,False,False,True
,,,,,,,,,child_174398,"123617-40845,123617-103587,123617-90573,123617-89612,123617-151903,123617-152316,123617-12550,123617-138820,123617-55050,123617-152647",1,0.0,119.59999999999998,60000,140.38432136918908,136.93812107744708,106.75051430366022,178.07026890828217,28.62250764488818,0.1204017598492099,178.07026890828217,0.0,0.0,0,0,0,-140.38432136918908,-136.93812107744708,False,False,True
,,,,,,,,,child_718283,"123617-29780,123617-86080,123617-90573,123617-167620,123617-103539,123617-6654,123617-12548,123617-138820,123617-55050,123617-152647",1,0.0,119.59999999999998,60000,140.08518239898086,136.70081008391907,106.21379655321606,177.99560239093884,28.938767991920788,0.1169494263199682,177.99560239093884,0.0,0.0,0,0,0,-140.08518239898086,-136.70081008391907,False,False,True
,,,,,,,,,child_311345,"123617-40845,123617-86080,123617-90573,123617-87770,123617-151903,123617-6654,123617-12550,123617-138820,123617-55050,123617-152647",2,0.8,119.0,59900,140.35276255187347,137.30246982734118,106.06761963955306,177.73342371009193,29.039128813176543,0.1050407794309659,177.73342371009193,0.0,0.0,0,0,0,-140.35276255187347,-137.30246982734118,False,False,True
,,,,,,,,,mutated_337076,"123617-40845,123617-86080,123617-90573,123617-56250,123617-103539,123617-152316,123617-12548,123617-138820,123617-55050,123617-152647",1,0.0,119.59999999999998,60000,138.2946352906813,134.82499832207498,104.26315551275542,177.24985137916397,29.284931707474023,0.1184785746903692,177.24985137916397,0.0,0.0,0,0,0,-138.2946352906813,-134.82499832207498,False,False,True
,,,,,,,,,mutated_464824,"123617-40845,123617-86080,123617-90573,123617-73048,123617-103539,123617-69189,123617-12550,123617-138820,123617-55050,123617-152647",1,0.0,119.59999999999998,60000,139.60012713081528,136.2705806567921,106.54432013261844,177.03708841590304,28.487718241996905,0.1168765587239879,177.03708841590304,0.0,0.0,0,0,0,-139.60012713081528,-136.2705806567921,False,False,True
,,,,,,,,,mutated_520195,"123617-40845,123617-55042,123617-90573,123617-25079,123617-151903,123617-152316,123617-12550,123617-138820,123617-55050,123617-152647",2,0.3299999999999999,119.5,60000,139.77660056728698,137.323935277185,106.51350990867944,176.8916874046554,28.501714964947684,0.086053253045241,176.8916874046554,0.0,0.0,0,0,0,-139.77660056728698,-137.323935277185,False,False,True
,,,,,,,,,mutated_840445,"123617-40845,123617-103587,123617-69777,123617-167620,123617-103539,123617-152316,123617-12550,123617-138820,123617-55050,123617-152647",2,0.3299999999999999,119.5,60000,139.18673497607264,135.83142290138647,105.37040149939916,176.52332481146206,29.19248275332964,0.1149375372775879,176.52332481146206,0.0,0.0,0,0,0,-139.18673497607264,-135.83142290138647,False,False,True
,,,,,,,,,mutated_890553,"123617-40845,123617-88297,123617-90573,123617-167620,123617-151903,123617-152316,123617-12550,123617-138820,123617-55050,123617-152647",2,0.3299999999999999,119.5,60000,138.72152446806066,135.2388795145779,104.53570244239842,175.9781639661398,29.407724684243274,0.1184261955277616,175.9781639661398,0.0,0.0,0,0,0,-138.72152446806066,-135.2388795145779,False,False,True
,,,,,,,,,mutated_740755,"123617-40845,123617-55042,123617-90573,123617-167620,123617-151903,123617-152316,123617-12548,123617-138820,123617-55050,123617-103064",1,0.0,119.59999999999998,60000,139.27070108109612,135.7074289536861,105.30403946490704,175.852095012592,29.24530186604019,0.1218408393844519,175.852095012592,0.0,0.0,0,0,0,-139.27070108109612,-135.7074289536861,False,False,True
,,,,,,,,,mutated_606934,"123617-40845,123617-103587,123617-90573,123617-89612,123617-151903,123617-6654,123617-12548,123617-138820,123617-55050,123617-152647",1,0.0,119.59999999999998,60000,138.53401957615344,135.5571416553427,105.28629956502876,175.5794429954515,28.6785260748289,0.1038016358666197,175.5794429954515,0.0,0.0,0,0,0,-138.53401957615344,-135.5571416553427,False,False,True
,,,,,,,,,mutated_529544,"123617-40845,123617-152148,123617-90573,123617-167620,123617-29253,123617-6654,123617-12550,123617-138820,123617-55050,123617-152647",1,0.0,119.59999999999998,60000,136.495914919673,132.53251691446482,102.76913863509766,175.55023802700202,29.09522915213776,0.1362215772381008,175.55023802700202,0.0,0.0,0,0,0,-136.495914919673,-132.53251691446482,False,False,True
,,,,,,,,,mutated_510216,"123617-40845,123617-103587,123617-90573,123617-167620,123617-86312,123617-6654,123617-12548,123617-138820,123617-55050,123617-152647",1,0.0,119.59999999999998,60000,138.20187571330868,135.17564773016153,104.56422331893712,175.48180746871816,28.420932421754863,0.1064788423630577,175.48180746871816,0.0,0.0,0,0,0,-138.20187571330868,-135.17564773016153,False,False,True
,,,,,,,,,mutated_787123,"123617-40845,123617-103587,123617-90573,123617-167620,123617-56250,123617-152316,123617-12550,123617-138820,123617-55050,123617-152647",1,0.0,119.59999999999998,60000,137.96994340928356,134.3241473985786,104.37369462671457,175.1886748172484,29.218051093551512,0.1247788909339543,175.1886748172484,0.0,0.0,0,0,0,-137.96994340928356,-134.3241473985786,False,False,True
,,,,,,,,,child_485846,"123617-40845,123617-88297,123617-90573,123617-87770,123617-103539,123617-69189,123617-12548,123617-138820,123617-55050,123617-152647",1,0.0,119.59999999999998,60000,136.98995173206782,133.6175654982287,103.97288518537373,174.2345032694554,28.76396334558896,0.1172434477586091,174.2345032694554,0.0,0.0,0,0,0,-136.98995173206782,-133.6175654982287,False,False,True
,,,,,,,,,mutated_495225,"123617-40845,123617-88297,123617-90573,123617-167620,123617-103539,123617-69189,123617-12550,123617-138820,123617-55050,123617-152647",2,0.3299999999999999,119.5,60000,137.80910721127168,133.72665350396767,104.06733800239424,174.1916979741745,29.73529011506862,0.1372932193197332,174.1916979741745,0.0,0.0,0,0,0,-137.80910721127168,-133.72665350396767,False,False,True
,,,,,,,,,mutated_144553,"123617-40845,123617-86080,123617-25079,123617-167620,123617-151903,123617-152316,123617-12550,123617-138820,123617-55050,123617-72297",1,0.0,119.59999999999998,60000,136.53995252366235,133.19623059613136,103.85764437937917,173.93790476839416,27.953883449765456,0.1196156495944411,173.93790476839416,0.0,0.0,0,0,0,-136.53995252366235,-133.19623059613136,False,False,True
,,,,,,,,,mutated_207737,"123617-40845,123617-86080,123617-90573,123617-87770,123617-103539,123617-30231,123617-12550,123617-138820,123617-104433,123617-152647",2,0.3299999999999999,119.5,60000,136.45717847024906,133.37965931638348,103.27831943329406,173.92922417419788,28.34598312205277,0.108569850642129,173.92922417419788,0.0,0.0,0,0,0,-136.45717847024906,-133.37965931638348,False,False,True
,,,,,,,,,mutated_268563,"123617-40845,123617-86080,123617-90573,123617-167620,123617-103539,123617-152316,123617-12548,123617-104433,123617-55050,123617-152647",1,0.0,119.59999999999998,60000,137.16773185397363,134.01301204144502,103.98846146330078,173.8885548001454,28.46629422877541,0.1108229890120237,173.8885548001454,0.0,0.0,0,0,0,-137.16773185397363,-134.01301204144502,False,False,True
,,,,,,,,,mutated_813526,"123617-88297,123617-103587,123617-90573,123617-167620,123617-103539,123617-152316,123617-12554,123617-138820,123617-55050,123617-152647",2,0.3299999999999999,119.5,60000,135.98536683017517,132.1080178176053,102.47355646275862,173.63030837033878,29.172878708149103,0.1329093728239711,173.63030837033878,0.0,0.0,0,0,0,-135.98536683017517,-132.1080178176053,False,False,True
,,,,,,,,,16,"123617-138820,123617-55050,123617-6654,123617-167620,123617-110484,123617-151903,123617-86312,123617-86080,123617-12548",1,0.0,119.59999999999998,60000,126.1916229925172,122.96244894638356,94.20918579355904,162.5130363967597,27.623973900772036,0.1168975201661109,162.5130363967597,0.0,0.0,0,0,0,-126.1916229925172,-122.96244894638356,False,False,True
,,,,,,,,,70,"123617-138820,123617-55050,123617-152647,123617-102965,123617-167620,123617-103539,123617-151903,123617-86080,123617-12534",2,0.8,119.0,59900,125.18978593762436,121.1833222137066,93.4126189039678,162.00339559142745,27.774419314076702,0.1442501345793103,162.00339559142745,0.0,0.0,0,0,0,-125.18978593762436,-121.1833222137066,False,False,True
,,,,,,,,,35,"123617-138820,123617-55050,123617-151966,123617-90573,123617-167620,123617-110484,123617-151903,123617-86080,123617-12539",2,0.45,119.3,59900,125.71078273282056,122.439869414382,94.16151048739331,161.61992675738787,27.51262345913267,0.1188877288746085,161.61992675738787,0.0,0.0,0,0,0,-125.71078273282056,-122.439869414382,False,False,True
,,,,,,,,,46,"123617-138820,123617-55050,123617-152316,123617-90573,123617-167620,123617-151903,123617-86080,123617-107293,123617-12548",2,0.56,119.1,59900,124.73380132225986,120.89766847732906,92.18189007220894,161.54942155454847,28.416980883848577,0.1349943845410809,161.54942155454847,0.0,0.0,0,0,0,-124.73380132225986,-120.89766847732906,False,False,True
,,,,,,,,,196,"123617-138820,123617-55050,123617-151966,123617-90573,123617-167620,123617-103539,123617-40845,123617-86080,123617-12548",3,2.3649297022487525,117.6,60000,125.17025333056957,121.62872059186574,93.09139623662412,160.93554099060592,28.144277603505685,0.1258349135336367,160.93554099060592,0.0,0.0,0,0,0,-125.17025333056957,-121.62872059186574,False,False,True
,,,,,,,,,65,"123617-138820,123617-55050,123617-90573,123617-129471,123617-103539,123617-110484,123617-151903,123617-40845,123617-12548",2,0.75,119.09999999999998,59900,125.24588757011496,122.17286613497498,93.8355022601404,160.38792607829433,27.03780491648774,0.1136564689564001,160.38792607829433,0.0,0.0,0,0,0,-125.24588757011496,-122.17286613497498,False,False,True
,,,,,,,,,66,"123617-138820,123617-55050,123617-102965,123617-90573,123617-110484,123617-151903,123617-103619,123617-86080,123617-12550",2,0.76,118.99999999999996,59900,124.54770041557438,121.30030455087274,93.07448974350926,160.3238984866409,27.102703150913744,0.1198181541752288,160.3238984866409,0.0,0.0,0,0,0,-124.54770041557438,-121.30030455087274,False,False,True
,,,,,,,,,69,"123617-138820,123617-55050,123617-6654,123617-152647,123617-103539,123617-86518,123617-151903,123617-86080,123617-12534",2,0.79,119.0,60000,124.18748755825328,120.97143724955482,92.08702924321054,160.3138465873715,27.323609398936853,0.1177022501581938,160.3138465873715,0.0,0.0,0,0,0,-124.18748755825328,-120.97143724955482,False,False,True
,,,,,,,,,25,"123617-138820,123617-55050,123617-102965,123617-90573,123617-103539,123617-110484,123617-86312,123617-86080,123617-12548",2,0.35,119.4,59800,125.05347134074808,122.27491779480954,93.67168602320582,160.3090952332024,26.50922831691064,0.1048145767474516,160.3090952332024,0.0,0.0,0,0,0,-125.05347134074808,-122.27491779480954,False,False,True
,,,,,,,,,197,"123617-62239,123617-138820,123617-55050,123617-90573,123617-167620,123617-103539,123617-40845,123617-107293,123617-12534",3,1.5776183143838298,117.6,60000,123.47996641073888,119.82479666408037,90.6230860505872,160.220368931247,28.218846051368732,0.1295293840153759,160.220368931247,0.0,0.0,0,0,0,-123.47996641073888,-119.82479666408037,False,False,True
,,,,,,,,,118,"123617-138820,123617-55050,123617-152316,123617-90573,123617-103539,123617-86518,123617-40845,123617-107293,123617-12548",3,2.430763846285021,118.0,59900,123.79416435634964,119.9644354035984,91.76903687602412,159.8683463998029,27.619371897754306,0.1386609719775214,159.8683463998029,0.0,0.0,0,0,0,-123.79416435634964,-119.9644354035984,False,False,True
