QB,RB1,RB2,WR1,WR2,WR3,TE,FLEX,DEF,lineup_id,player_ids,tier,temperature,total_projection,total_salary
Drake Maye,De'Von Achane,Christian McCaffrey,Tetairoa McMillan,Wan'Dale Robinson,Troy Franklin,Kyle Pitts Sr.,RJ Harvey,Arizona Cardinals,87,"123617-138820,123617-55050,123617-152316,123617-167620,123617-103539,123617-110484,123617-151903,123617-86080,123617-12546",2,0.97,118.89999999999998,59900
Matthew Stafford,De'Von Achane,TreVeyon Henderson,Jaylen Waddle,Tetairoa McMillan,Alec Pierce,Kyle Pitts Sr.,RJ Harvey,Los Angeles Chargers,88,"123617-138820,123617-6654,123617-152647,123617-90573,123617-167620,123617-110484,123617-86312,123617-86080,123617-12548",2,0.98,118.9,59900
Bo Nix,De'Von Achane,Christian McCaffrey,Wan'Dale Robinson,Khalil Shakir,Troy Franklin,Kyle Pitts Sr.,RJ Harvey,Seattle Seahawks,89,"123617-138820,123617-55050,123617-102965,123617-103539,123617-86518,123617-110484,123617-151903,123617-86080,123617-12550",2,0.99,118.89999999999998,60000
Matthew Stafford,De'Von Achane,Christian McCaffrey,Davante Adams,Troy Franklin,Alec Pierce,Kyle Pitts Sr.,RJ Harvey,Tennessee Titans,90,"123617-138820,123617-55050,123617-45889,123617-6654,123617-110484,123617-151903,123617-86312,123617-86080,123617-12534",2,1.0,118.89999999999998,59900
Matthew Stafford,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Wan'Dale Robinson,Brenton Strange,RJ Harvey,New York Giants,91,"123617-138820,123617-55050,123617-6654,123617-90573,123617-167620,123617-103539,123617-110484,123617-103587,123617-12543",2,1.01,118.89999999999999,60000
Matthew Stafford,De'Von Achane,Christian McCaffrey,Wan'Dale Robinson,Troy Franklin,Alec Pierce,Hunter Henry,RJ Harvey,Los Angeles Chargers,92,"123617-138820,123617-55050,123617-6654,123617-103539,123617-110484,123617-151903,123617-86312,123617-40845,123617-12548",2,1.02,118.89999999999998,59900
Matthew Stafford,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Troy Franklin,Brenton Strange,RJ Harvey,Minnesota Vikings,93,"123617-138820,123617-55050,123617-6654,123617-90573,123617-167620,123617-110484,123617-151903,123617-103587,123617-12540",2,1.03,118.89999999999998,60000
Bo Nix,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Wan'Dale Robinson,Alec Pierce,Hunter Henry,TreVeyon Henderson,Tennessee Titans,94,"123617-138820,123617-55050,123617-152647,123617-102965,123617-90573,123617-103539,123617-86312,123617-40845,123617-12534",2,1.04,118.89999999999999,60000
Matthew Stafford,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Courtland Sutton,Wan'Dale Robinson,Kyle Pitts Sr.,RJ Harvey,Las Vegas Raiders,95,"123617-138820,123617-55050,123617-6654,123617-90573,123617-57403,123617-103539,123617-110484,123617-86080,123617-12537",2,1.05,118.89999999999999,59900
Matthew Stafford,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Troy Franklin,Quentin Johnston,Hunter Henry,RJ Harvey,Miami Dolphins,96,"123617-138820,123617-55050,123617-6654,123617-90573,123617-110484,123617-151903,123617-120639,123617-40845,123617-12539",2,1.06,118.89999999999998,59900
C.J. Stroud,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Khalil Shakir,Troy Franklin,Kyle Pitts Sr.,RJ Harvey,Seattle Seahawks,97,"123617-138820,123617-55050,123617-90573,123617-129471,123617-86518,123617-110484,123617-151903,123617-86080,123617-12550",2,1.07,118.89999999999998,60000
Matthew Stafford,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Wan'Dale Robinson,Khalil Shakir,Hunter Henry,RJ Harvey,Las Vegas Raiders,98,"123617-138820,123617-55050,123617-6654,123617-90573,123617-103539,123617-86518,123617-110484,123617-40845,123617-12537",2,1.08,118.89999999999999,59900
Trevor Lawrence,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Troy Franklin,Kyle Pitts Sr.,RJ Harvey,Atlanta Falcons,99,"123617-138820,123617-55050,123617-89951,123617-90573,123617-167620,123617-110484,123617-151903,123617-86080,123617-12525",2,1.09,118.89999999999999,59900
Bo Nix,De'Von Achane,TreVeyon Henderson,Davante Adams,Jaylen Waddle,Troy Franklin,Kyle Pitts Sr.,RJ Harvey,New Orleans Saints,100,"123617-138820,123617-45889,123617-152647,123617-102965,123617-90573,123617-110484,123617-151903,123617-86080,123617-12542",3,2.9333379021159396,118.6,60000
Bo Nix,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Wan'Dale Robinson,Troy Franklin,Kyle Pitts Sr.,Breece Hall,Las Vegas Raiders,101,"123617-138820,123617-55050,123617-102965,123617-103064,123617-90573,123617-103539,123617-151903,123617-86080,123617-12537",3,2.5073273461886125,118.5,60000
Matthew Stafford,De'Von Achane,Christian McCaffrey,Tetairoa McMillan,Wan'Dale Robinson,Troy Franklin,Kyle Pitts Sr.,Ashton Jeanty,New York Giants,102,"123617-138820,123617-55050,123617-6654,123617-167031,123617-167620,123617-103539,123617-151903,123617-86080,123617-12543",3,2.3483195567490793,118.3,60000
Bo Nix,De'Von Achane,Christian McCaffrey,Davante Adams,Tetairoa McMillan,Alec Pierce,Kyle Pitts Sr.,RJ Harvey,New York Giants,103,"123617-138820,123617-55050,123617-45889,123617-102965,123617-167620,123617-110484,123617-86312,123617-86080,123617-12543",3,2.767786501703934,118.19999999999999,60000
Bo Nix,De'Von Achane,Christian McCaffrey,Tetairoa McMillan,Troy Franklin,Alec Pierce,Brock Bowers,RJ Harvey,Tennessee Titans,104,"123617-138820,123617-55050,123617-102965,123617-151794,123617-167620,123617-110484,123617-151903,123617-86312,123617-12534",3,2.662390080122557,118.19999999999999,60000
Bo Nix,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Wan'Dale Robinson,Khalil Shakir,Kyle Pitts Sr.,Ashton Jeanty,New Orleans Saints,105,"123617-138820,123617-55050,123617-102965,123617-167031,123617-90573,123617-103539,123617-86518,123617-86080,123617-12542",3,2.5930371653940982,118.2,60000
Drake Maye,De'Von Achane,TreVeyon Henderson,Jaylen Waddle,Khalil Shakir,Alec Pierce,Hunter Henry,RJ Harvey,Los Angeles Chargers,106,"123617-138820,123617-152316,123617-152647,123617-90573,123617-86518,123617-110484,123617-86312,123617-40845,123617-12548",3,2.3037953149731103,118.2,60000
Bo Nix,De'Von Achane,TreVeyon Henderson,Davante Adams,Jaylen Waddle,Khalil Shakir,Hunter Henry,RJ Harvey,Tennessee Titans,107,"123617-138820,123617-45889,123617-152647,123617-102965,123617-90573,123617-86518,123617-110484,123617-40845,123617-12534",3,2.2930840091556552,118.2,60000
Bo Nix,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Wan'Dale Robinson,Khalil Shakir,Tyler Warren,RJ Harvey,Tennessee Titans,108,"123617-138820,123617-55050,123617-102965,123617-90573,123617-103539,123617-137530,123617-86518,123617-110484,123617-12534",3,1.8012904124091744,118.19999999999999,60000
Drake Maye,De'Von Achane,Christian McCaffrey,Tetairoa McMillan,Courtland Sutton,Troy Franklin,Hunter Henry,RJ Harvey,New York Giants,109,"123617-138820,123617-55050,123617-152316,123617-167620,123617-57403,123617-110484,123617-151903,123617-40845,123617-12543",3,1.8323474012655248,118.19999999999997,60000
Drake Maye,De'Von Achane,Christian McCaffrey,Courtland Sutton,Troy Franklin,Alec Pierce,Kyle Pitts Sr.,TreVeyon Henderson,Tennessee Titans,110,"123617-138820,123617-55050,123617-152316,123617-152647,123617-57403,123617-151903,123617-86312,123617-86080,123617-12534",3,1.9534380921191496,118.09999999999998,60000
Trevor Lawrence,De'Von Achane,TreVeyon Henderson,Davante Adams,Jaylen Waddle,Tetairoa McMillan,Kyle Pitts Sr.,RJ Harvey,Tennessee Titans,111,"123617-138820,123617-45889,123617-152647,123617-89951,123617-90573,123617-167620,123617-110484,123617-86080,123617-12534",3,2.0342603430660535,118.1,60000
Bo Nix,De'Von Achane,TreVeyon Henderson,Jaylen Waddle,Wan'Dale Robinson,Troy Franklin,Brock Bowers,RJ Harvey,Tennessee Titans,112,"123617-138820,123617-152647,123617-102965,123617-151794,123617-90573,123617-103539,123617-110484,123617-151903,123617-12534",3,2.0368010374982495,118.1,59900
Josh Allen,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Khalil Shakir,Tre Tucker,Kyle Pitts Sr.,RJ Harvey,Tennessee Titans,113,"123617-62239,123617-138820,123617-55050,123617-90573,123617-86518,123617-110484,123617-103619,123617-86080,123617-12534",3,1.8854938456364874,118.1,60000
Bo Nix,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Wan'Dale Robinson,Quentin Johnston,Kyle Pitts Sr.,TreVeyon Henderson,New York Giants,114,"123617-138820,123617-55050,123617-152647,123617-102965,123617-90573,123617-103539,123617-120639,123617-86080,123617-12543",3,1.6518966548524885,118.1,60000
Matthew Stafford,De'Von Achane,TreVeyon Henderson,Jaylen Waddle,Tetairoa McMillan,Troy Franklin,Kyle Pitts Sr.,Ashton Jeanty,New Orleans Saints,115,"123617-138820,123617-6654,123617-152647,123617-167031,123617-90573,123617-167620,123617-151903,123617-86080,123617-12542",3,2.3558522388025613,118.1,60000
Matthew Stafford,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Troy Franklin,Alec Pierce,Kyle Pitts Sr.,Breece Hall,New York Giants,116,"123617-138820,123617-55050,123617-6654,123617-103064,123617-90573,123617-151903,123617-86312,123617-86080,123617-12543",3,1.8475638518733164,118.1,59900
Matthew Stafford,De'Von Achane,TreVeyon Henderson,Jaylen Waddle,Tetairoa McMillan,Wan'Dale Robinson,Hunter Henry,RJ Harvey,Arizona Cardinals,117,"123617-138820,123617-6654,123617-152647,123617-90573,123617-167620,123617-103539,123617-110484,123617-40845,123617-12546",3,2.5713444662653178,118.0,59800
Drake Maye,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Wan'Dale Robinson,Khalil Shakir,Hunter Henry,Tyjae Spears,Los Angeles Chargers,118,"123617-138820,123617-55050,123617-152316,123617-90573,123617-103539,123617-86518,123617-40845,123617-107293,123617-12548",3,2.6471827083010124,118.0,59900
Drake Maye,De'Von Achane,Christian McCaffrey,Davante Adams,Jaylen Waddle,Khalil Shakir,Kyle Pitts Sr.,Tyjae Spears,Tennessee Titans,119,"123617-138820,123617-55050,123617-152316,123617-45889,123617-90573,123617-86518,123617-86080,123617-107293,123617-12534",3,2.221864344480644,118.0,59900
Josh Allen,De'Von Achane,TreVeyon Henderson,Jaylen Waddle,Courtland Sutton,Troy Franklin,Kyle Pitts Sr.,RJ Harvey,Tennessee Titans,120,"123617-62239,123617-138820,123617-152647,123617-90573,123617-57403,123617-110484,123617-151903,123617-86080,123617-12534",3,2.7692107715775274,117.89999999999999,60000
Bo Nix,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Khalil Shakir,Alec Pierce,Kyle Pitts Sr.,Breece Hall,Miami Dolphins,121,"123617-138820,123617-55050,123617-102965,123617-103064,123617-90573,123617-86518,123617-86312,123617-86080,123617-12539",3,2.4395693763064523,117.9,60000
Bo Nix,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Khalil Shakir,Troy Franklin,Hunter Henry,Ashton Jeanty,Minnesota Vikings,122,"123617-138820,123617-55050,123617-102965,123617-167031,123617-90573,123617-86518,123617-151903,123617-40845,123617-12540",3,2.4611601171338813,117.89999999999999,60000
Matthew Stafford,De'Von Achane,TreVeyon Henderson,Davante Adams,Wan'Dale Robinson,Troy Franklin,Hunter Henry,RJ Harvey,Tennessee Titans,123,"123617-138820,123617-45889,123617-6654,123617-152647,123617-103539,123617-110484,123617-151903,123617-40845,123617-12534",3,2.006950727889767,117.89999999999998,59900
C.J. Stroud,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Khalil Shakir,Hunter Henry,RJ Harvey,Atlanta Falcons,124,"123617-138820,123617-55050,123617-90573,123617-129471,123617-167620,123617-86518,123617-110484,123617-40845,123617-12525",3,1.5661325825119161,117.89999999999999,59900
Bo Nix,De'Von Achane,Christian McCaffrey,Davante Adams,Tetairoa McMillan,Tre Tucker,Hunter Henry,RJ Harvey,Tennessee Titans,125,"123617-138820,123617-55050,123617-45889,123617-102965,123617-167620,123617-110484,123617-103619,123617-40845,123617-12534",3,1.8471524738395755,117.89999999999998,60000
Drake Maye,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Khalil Shakir,Alec Pierce,Kyle Pitts Sr.,Ashton Jeanty,New York Giants,126,"123617-138820,123617-55050,123617-152316,123617-167031,123617-90573,123617-86518,123617-86312,123617-86080,123617-12543",3,2.169402875074711,117.9,60000
Drake Maye,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Alec Pierce,Tre Tucker,Kyle Pitts Sr.,TreVeyon Henderson,Las Vegas Raiders,127,"123617-138820,123617-55050,123617-152316,123617-152647,123617-90573,123617-86312,123617-103619,123617-86080,123617-12537",3,2.2764686486939527,117.89999999999999,60000
Drake Maye,De'Von Achane,TreVeyon Henderson,Jaylen Waddle,Tetairoa McMillan,Khalil Shakir,Kyle Pitts Sr.,Ashton Jeanty,Tennessee Titans,128,"123617-138820,123617-152316,123617-152647,123617-167031,123617-90573,123617-167620,123617-86518,123617-86080,123617-12534",3,1.7644395691988348,117.9,60000
Bo Nix,De'Von Achane,Christian McCaffrey,Chris Olave,Jaylen Waddle,Khalil Shakir,Hunter Henry,RJ Harvey,New York Giants,129,"123617-138820,123617-55050,123617-102965,123617-87770,123617-90573,123617-86518,123617-110484,123617-40845,123617-12543",3,1.801628417417573,117.89999999999999,60000
Bo Nix,De'Von Achane,Christian McCaffrey,Tetairoa McMillan,Troy Franklin,Alec Pierce,Hunter Henry,TreVeyon Henderson,New Orleans Saints,130,"123617-138820,123617-55050,123617-152647,123617-102965,123617-167620,123617-151903,123617-86312,123617-40845,123617-12542",3,1.5159830645313894,117.89999999999998,60000
Bo Nix,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Alec Pierce,Hunter Henry,Ashton Jeanty,Las Vegas Raiders,131,"123617-138820,123617-55050,123617-102965,123617-167031,123617-90573,123617-167620,123617-86312,123617-40845,123617-12537",3,2.450264852169251,117.9,60000
Matthew Stafford,De'Von Achane,Christian McCaffrey,Davante Adams,Wan'Dale Robinson,Tre Tucker,Kyle Pitts Sr.,RJ Harvey,New York Giants,132,"123617-138820,123617-55050,123617-45889,123617-6654,123617-103539,123617-110484,123617-103619,123617-86080,123617-12543",3,2.5982380537257406,117.79999999999998,60000
Drake Maye,De'Von Achane,TreVeyon Henderson,Davante Adams,Wan'Dale Robinson,Troy Franklin,Kyle Pitts Sr.,RJ Harvey,New York Giants,133,"123617-138820,123617-152316,123617-45889,123617-152647,123617-103539,123617-110484,123617-151903,123617-86080,123617-12543",3,1.7060633762902284,117.79999999999998,60000
Jaxson Dart,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Troy Franklin,Alec Pierce,Hunter Henry,TreVeyon Henderson,New York Giants,134,"123617-138820,123617-55050,123617-152647,123617-151966,123617-90573,123617-151903,123617-86312,123617-40845,123617-12543",3,1.5830063205232792,117.8,60000
Matthew Stafford,De'Von Achane,TreVeyon Henderson,Jaylen Waddle,Wan'Dale Robinson,Khalil Shakir,Kyle Pitts Sr.,Ashton Jeanty,Miami Dolphins,135,"123617-138820,123617-6654,123617-152647,123617-167031,123617-90573,123617-103539,123617-86518,123617-86080,123617-12539",3,2.615783914461741,117.80000000000001,60000
Josh Allen,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Troy Franklin,Chimere Dike,Kyle Pitts Sr.,RJ Harvey,New York Giants,136,"123617-62239,123617-138820,123617-55050,123617-90573,123617-110484,123617-151903,123617-129112,123617-86080,123617-12543",3,2.6645272832719527,117.8,60000
Matthew Stafford,De'Von Achane,Christian McCaffrey,Davante Adams,Jaylen Waddle,Wan'Dale Robinson,Kyle Pitts Sr.,Tyjae Spears,Minnesota Vikings,137,"123617-138820,123617-55050,123617-45889,123617-6654,123617-90573,123617-103539,123617-86080,123617-107293,123617-12540",3,2.5254082946185425,117.8,60000
Drake Maye,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Alec Pierce,Tre Tucker,Brenton Strange,RJ Harvey,Los Angeles Chargers,138,"123617-138820,123617-55050,123617-152316,123617-90573,123617-110484,123617-86312,123617-103619,123617-103587,123617-12548",3,2.823100789412221,117.79999999999998,59900
Drake Maye,De'Von Achane,TreVeyon Henderson,Jaylen Waddle,Wan'Dale Robinson,Troy Franklin,Kyle Pitts Sr.,Ashton Jeanty,Arizona Cardinals,139,"123617-138820,123617-152316,123617-152647,123617-167031,123617-90573,123617-103539,123617-151903,123617-86080,123617-12546",3,1.7968046085876446,117.8,60000
Drake Maye,De'Von Achane,TreVeyon Henderson,Tetairoa McMillan,Wan'Dale Robinson,Troy Franklin,Brenton Strange,RJ Harvey,Los Angeles Chargers,140,"123617-138820,123617-152316,123617-152647,123617-167620,123617-103539,123617-110484,123617-151903,123617-103587,123617-12548",3,1.9543310760033685,117.8,60000
Matthew Stafford,De'Von Achane,Christian McCaffrey,Tetairoa McMillan,Troy Franklin,Alec Pierce,Brenton Strange,TreVeyon Henderson,Tennessee Titans,141,"123617-138820,123617-55050,123617-6654,123617-152647,123617-167620,123617-151903,123617-86312,123617-103587,123617-12534",3,2.764800747134439,117.79999999999998,59900
C.J. Stroud,De'Von Achane,TreVeyon Henderson,Davante Adams,Jaylen Waddle,Troy Franklin,Hunter Henry,RJ Harvey,Miami Dolphins,142,"123617-138820,123617-45889,123617-152647,123617-90573,123617-129471,123617-110484,123617-151903,123617-40845,123617-12539",3,1.7543620425390298,117.79999999999998,60000
Bo Nix,De'Von Achane,Christian McCaffrey,Davante Adams,Jaylen Waddle,Tetairoa McMillan,Kyle Pitts Sr.,Tyjae Spears,New Orleans Saints,143,"123617-138820,123617-55050,123617-45889,123617-102965,123617-90573,123617-167620,123617-86080,123617-107293,123617-12542",3,2.9686191268053057,117.8,59900
Matthew Stafford,De'Von Achane,TreVeyon Henderson,Jaylen Waddle,Troy Franklin,Tre Tucker,Hunter Henry,RJ Harvey,Seattle Seahawks,144,"123617-138820,123617-6654,123617-152647,123617-90573,123617-110484,123617-151903,123617-103619,123617-40845,123617-12550",3,1.6610689490599992,117.79999999999998,59900
Bo Nix,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Wan'Dale Robinson,Troy Franklin,Brenton Strange,Ashton Jeanty,Arizona Cardinals,145,"123617-138820,123617-55050,123617-102965,123617-167031,123617-90573,123617-103539,123617-151903,123617-103587,123617-12546",3,2.6597683067485165,117.8,60000
Matthew Stafford,De'Von Achane,Breece Hall,Davante Adams,Jaylen Waddle,Khalil Shakir,Kyle Pitts Sr.,RJ Harvey,Tennessee Titans,146,"123617-138820,123617-45889,123617-6654,123617-103064,123617-90573,123617-86518,123617-110484,123617-86080,123617-12534",3,2.76908638913451,117.8,60000
Matthew Stafford,De'Von Achane,Christian McCaffrey,Wan'Dale Robinson,Troy Franklin,Tre Tucker,Brock Bowers,RJ Harvey,Tennessee Titans,147,"123617-138820,123617-55050,123617-6654,123617-151794,123617-103539,123617-110484,123617-151903,123617-103619,123617-12534",3,2.187276310199866,117.79999999999998,60000
Bo Nix,De'Von Achane,Christian McCaffrey,Tetairoa McMillan,Khalil Shakir,Quentin Johnston,Hunter Henry,RJ Harvey,Los Angeles Chargers,148,"123617-138820,123617-55050,123617-102965,123617-167620,123617-86518,123617-110484,123617-120639,123617-40845,123617-12548",3,2.187998399804853,117.79999999999998,60000
C.J. Stroud,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Wan'Dale Robinson,Troy Franklin,Kyle Pitts Sr.,Ashton Jeanty,Atlanta Falcons,149,"123617-138820,123617-55050,123617-167031,123617-90573,123617-129471,123617-103539,123617-151903,123617-86080,123617-12525",3,1.7117464644411164,117.7,59900
Jaxson Dart,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Khalil Shakir,Alec Pierce,Kyle Pitts Sr.,RJ Harvey,Los Angeles Rams,150,"123617-138820,123617-55050,123617-151966,123617-90573,123617-86518,123617-110484,123617-86312,123617-86080,123617-12538",3,2.982423360185286,117.7,59900
Bo Nix,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Troy Franklin,Parker Washington,Hunter Henry,TreVeyon Henderson,Las Vegas Raiders,151,"123617-138820,123617-55050,123617-152647,123617-102965,123617-90573,123617-151903,123617-137516,123617-40845,123617-12537",3,2.206431479257015,117.69999999999999,60000
Trevor Lawrence,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Tre Tucker,Hunter Henry,TreVeyon Henderson,Tennessee Titans,152,"123617-138820,123617-55050,123617-152647,123617-89951,123617-90573,123617-167620,123617-103619,123617-40845,123617-12534",3,2.1451230068345377,117.7,60000
Matthew Stafford,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Khalil Shakir,Adonai Mitchell,Hunter Henry,TreVeyon Henderson,Tennessee Titans,153,"123617-138820,123617-55050,123617-6654,123617-152647,123617-90573,123617-86518,123617-40845,123617-151789,123617-12534",3,2.531283552140268,117.69999999999999,60000
Drake Maye,De'Von Achane,TreVeyon Henderson,Tetairoa McMillan,Troy Franklin,Alec Pierce,Kyle Pitts Sr.,RJ Harvey,Seattle Seahawks,154,"123617-138820,123617-152316,123617-152647,123617-167620,123617-110484,123617-151903,123617-86312,123617-86080,123617-12550",3,1.8087616905255683,117.69999999999999,59900
Drake Maye,De'Von Achane,TreVeyon Henderson,Jaylen Waddle,Tetairoa McMillan,Courtland Sutton,Hunter Henry,RJ Harvey,Las Vegas Raiders,155,"123617-138820,123617-152316,123617-152647,123617-90573,123617-167620,123617-57403,123617-110484,123617-40845,123617-12537",3,1.5982875225518332,117.7,60000
Matthew Stafford,De'Von Achane,TreVeyon Henderson,Jaylen Waddle,Tetairoa McMillan,Troy Franklin,Juwan Johnson,RJ Harvey,Miami Dolphins,156,"123617-138820,123617-6654,123617-152647,123617-90573,123617-167620,123617-110484,123617-151903,123617-64808,123617-12539",3,2.9022821203186036,117.7,59900
Drake Maye,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Wan'Dale Robinson,Troy Franklin,Brenton Strange,Tyjae Spears,Seattle Seahawks,157,"123617-138820,123617-55050,123617-152316,123617-90573,123617-103539,123617-151903,123617-103587,123617-12550,123617-107293",3,2.983136536644252,117.69999999999999,60000
Drake Maye,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Wan'Dale Robinson,Alec Pierce,Brenton Strange,Ashton Jeanty,Tennessee Titans,158,"123617-138820,123617-55050,123617-152316,123617-167031,123617-90573,123617-103539,123617-86312,123617-103587,123617-12534",3,2.726966365213895,117.7,60000
Drake Maye,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Quentin Johnston,Brenton Strange,RJ Harvey,Las Vegas Raiders,159,"123617-138820,123617-55050,123617-152316,123617-90573,123617-167620,123617-110484,123617-120639,123617-103587,123617-12537",3,2.7976555480868006,117.69999999999999,60000
Drake Maye,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Courtland Sutton,Khalil Shakir,Brenton Strange,RJ Harvey,New York Giants,160,"123617-138820,123617-55050,123617-152316,123617-90573,123617-57403,123617-86518,123617-110484,123617-103587,123617-12543",3,2.0199938754695177,117.69999999999999,60000
Bo Nix,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Stefon Diggs,Tetairoa McMillan,Dalton Schultz,RJ Harvey,Tennessee Titans,161,"123617-138820,123617-55050,123617-102965,123617-90573,123617-25079,123617-167620,123617-110484,123617-55042,123617-12534",3,2.4917042568097756,117.69999999999999,59900
Matthew Stafford,De'Von Achane,Ashton Jeanty,Davante Adams,Jaylen Waddle,Troy Franklin,Kyle Pitts Sr.,RJ Harvey,Minnesota Vikings,162,"123617-138820,123617-45889,123617-6654,123617-167031,123617-90573,123617-110484,123617-151903,123617-86080,123617-12540",3,1.6868646810496906,117.69999999999999,59900
Matthew Stafford,De'Von Achane,Christian McCaffrey,Tetairoa McMillan,Wan'Dale Robinson,Khalil Shakir,Kyle Pitts Sr.,Woody Marks,Miami Dolphins,163,"123617-138820,123617-55050,123617-6654,123617-167620,123617-103539,123617-138774,123617-86518,123617-86080,123617-12539",3,1.9917607254446013,117.7,60000
Drake Maye,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Courtland Sutton,Tre Tucker,Hunter Henry,RJ Harvey,Arizona Cardinals,164,"123617-138820,123617-55050,123617-152316,123617-90573,123617-57403,123617-110484,123617-103619,123617-40845,123617-12546",3,2.546186521343359,117.69999999999997,60000
Drake Maye,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Troy Franklin,Tre Tucker,Hunter Henry,Ashton Jeanty,New York Giants,165,"123617-138820,123617-55050,123617-152316,123617-167031,123617-90573,123617-151903,123617-103619,123617-40845,123617-12543",3,2.251816628194258,117.69999999999999,60000
C.J. Stroud,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Troy Franklin,Hunter Henry,Ashton Jeanty,New Orleans Saints,166,"123617-138820,123617-55050,123617-167031,123617-90573,123617-129471,123617-167620,123617-151903,123617-40845,123617-12542",3,2.027364870087131,117.69999999999999,60000
C.J. Stroud,De'Von Achane,Christian McCaffrey,Davante Adams,Jaylen Waddle,Alec Pierce,Hunter Henry,RJ Harvey,Las Vegas Raiders,167,"123617-138820,123617-55050,123617-45889,123617-90573,123617-129471,123617-110484,123617-86312,123617-40845,123617-12537",3,2.558962197017258,117.69999999999999,60000
Drake Maye,De'Von Achane,Ashton Jeanty,Jaylen Waddle,Tetairoa McMillan,Wan'Dale Robinson,Hunter Henry,RJ Harvey,Atlanta Falcons,168,"123617-138820,123617-152316,123617-167031,123617-90573,123617-167620,123617-103539,123617-110484,123617-40845,123617-12525",3,2.5635854393413475,117.7,60000
Bo Nix,De'Von Achane,Christian McCaffrey,Davante Adams,Jaylen Waddle,Khalil Shakir,Hunter Henry,Tyjae Spears,Miami Dolphins,169,"123617-138820,123617-55050,123617-45889,123617-102965,123617-90573,123617-86518,123617-40845,123617-107293,123617-12539",3,2.0466653538638555,117.7,60000
Trevor Lawrence,De'Von Achane,Christian McCaffrey,Tetairoa McMillan,Wan'Dale Robinson,Khalil Shakir,Kyle Pitts Sr.,RJ Harvey,Los Angeles Rams,170,"123617-138820,123617-55050,123617-89951,123617-167620,123617-103539,123617-86518,123617-110484,123617-86080,123617-12538",3,2.3902987032224976,117.6,60000
Trevor Lawrence,De'Von Achane,Christian McCaffrey,Davante Adams,Khalil Shakir,Troy Franklin,Hunter Henry,RJ Harvey,Tennessee Titans,171,"123617-138820,123617-55050,123617-45889,123617-89951,123617-86518,123617-110484,123617-151903,123617-40845,123617-12534",3,1.531158535313893,117.59999999999998,59900
Trevor Lawrence,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Troy Franklin,Alec Pierce,Brenton Strange,RJ Harvey,Seattle Seahawks,172,"123617-138820,123617-55050,123617-89951,123617-90573,123617-110484,123617-151903,123617-86312,123617-103587,123617-12550",3,2.491737594801761,117.59999999999998,59900
Drake Maye,De'Von Achane,TreVeyon Henderson,Jaylen Waddle,Khalil Shakir,Tre Tucker,Kyle Pitts Sr.,RJ Harvey,Seattle Seahawks,173,"123617-138820,123617-152316,123617-152647,123617-90573,123617-86518,123617-110484,123617-103619,123617-86080,123617-12550",3,2.477709790644614,117.6,60000
